@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute class {'1','2'}
@data
-2.5380192922798,-0.146321199892606,-1.81949229048616,1.94769823320917,-0.644974155215207,-0.615620187294334,0.615620187294334,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,6.91641053537726,-1.99236117595668,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-2.41000802586528,-0.714596401589118,-0.11133339379949,0.886105202872694,-0.644974155215207,-0.615620187294334,0.615620187294334,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-2.41000802586528,0.421954001803906,-0.11133339379949,1.31074241500729,-0.644974155215207,-0.615620187294334,0.615620187294334,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-2.28199675945075,2.12677960689344,-0.203666307133904,1.31074241500729,-0.644974155215207,1.61885308510732,-1.61885308510732,-0.846670923642639,-0.749607896731411,-0.473534258399063,5.06357235525551,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,-1.99236117595668,2.15360552217893,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,5.32009411200067,-0.15590793401609,-0.196817300027599,-3.07696068789153,'1'
-2.15398549303623,-1.85114680498214,-0.480665047137147,0.461467990738102,-0.644974155215207,1.61885308510732,-1.61885308510732,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,-1.99236117595668,2.15360552217893,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-2.0259742266217,-1.56700920413389,-0.803830243807597,1.09842380893999,-0.644974155215207,1.61885308510732,-1.61885308510732,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-2.0259742266217,-1.28287160328563,-0.388332133802733,1.90523451199571,-0.644974155215207,-0.615620187294334,0.615620187294334,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-2.0259742266217,-0.430458800740862,0.0579436139802702,0.673786596805398,-0.644974155215207,-0.615620187294334,0.615620187294334,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-1.89796296020718,-0.714596401589118,0.735051645099309,1.94769823320917,-0.644974155215207,-0.615620187294334,0.615620187294334,-0.846670923642639,-0.749607896731411,2.10459670399584,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
-1.76995169379265,-0.146321199892606,-1.37321654270315,2.16001683927647,-0.644974155215207,1.61885308510732,-1.61885308510732,-0.846670923642639,1.32949325080665,-0.473534258399063,-0.196817300027599,0.323890598725424,-0.269711746569645,-0.166963723663981,-0.144091886153693,0.500209827155081,-0.462758211377292,-0.0583211843519804,0.663080591141182,-0.657776294211903,-0.0583211843519804,-0.0583211843519804,-0.668394430137474,-0.205933126870835,0.73858420217475,-0.187327257464812,-0.15590793401609,-0.196817300027599,0.323890598725424,'1'
