@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute class {'1','2'}
@data
-1.82023106920176,-0.836336205919741,0.404636794829299,-1.1463824233067,-0.460926890757566,'1'
-1.82023106920176,0.944861143795257,1.05200906945649,0.872253141974527,-0.460926890757566,'1'
-1.82023106920176,1.68384123423599,1.47624506996844,-1.1463824233067,-0.460926890757566,'2'
-1.81936287592518,-0.836336205919741,-1.07005068675252,-1.1463824233067,-0.460926890757566,'1'
-1.81849468264859,-0.836336205919741,0.404636794829299,-1.1463824233067,-0.456537270189441,'1'
-1.81849468264859,0.944861143795257,1.05200906945649,0.872253141974527,-0.456537270189441,'1'
-1.81849468264859,1.68384123423599,1.47624506996844,-1.1463824233067,-0.456537270189441,'2'
-1.81762648937201,-0.836336205919741,-1.07005068675252,-1.1463824233067,-0.456537270189441,'1'
-1.81675829609543,-0.836336205919741,-0.515863968562887,-1.1463824233067,-0.462024295899597,'1'
-1.81589010281884,-0.836336205919741,-0.515863968562887,-1.1463824233067,-0.395082582235692,'1'
-1.81502190954226,-0.836336205919741,-0.515863968562887,-1.1463824233067,-0.418128090218348,'1'
-1.81415371626568,-0.836336205919741,-0.569147999294328,-1.1463824233067,-0.426907331354598,'1'
-1.81241732971251,-0.836336205919741,-0.947250743396523,0.872253141974527,-0.410446254224129,'1'
-1.81241732971251,-0.598328168473548,-0.87600948866377,-1.1463824233067,-0.425809926212567,'2'
-1.81154913643593,-0.836336205919741,-1.14511160975648,0.872253141974527,-0.410446254224129,'1'
-1.81154913643593,-0.824187765258981,-0.181918024613842,0.872253141974527,-0.410446254224129,'2'
-1.81154913643593,0.275304614254105,-0.181803571226466,0.872253141974527,-0.417030685076317,'2'
-1.81154913643593,0.275435263615946,0.0339359391972039,0.872253141974527,-0.414835874792254,'2'
-1.81154913643593,0.521703460715267,1.13060438139297,-1.1463824233067,-0.420322900502411,'2'
