@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute class {'1','2','3','4','5','6','7','8','9'}
@data
0.418170039990391,-1.67148145510582,-1.87506809755264,-1.5209749881055,-0.802618378951386,-2.10467105628821,-1.7468757137046,-0.810643722653773,'1'
0.483377641799757,-1.66320362184039,-1.92000363317054,-1.52901808193226,-0.719321050103417,-2.16919326638631,-1.75935814299796,-0.718103745884833,'1'
0.548585243609124,-1.65492578857496,-1.94996065691581,-1.52901808193226,-0.640317398000187,-2.21239509401721,-1.75935814299796,-0.632253405990757,'1'
0.613792845418491,-1.64664795530953,-1.87506809755264,-1.52901808193226,-0.836109057560363,-2.10467105628821,-1.75935814299796,-0.846321785986376,'1'
0.679000447227858,-1.63837012204411,-1.84511107380737,-1.52901808193226,-0.911677768267798,-2.06203029135381,-1.75935814299796,-0.931057186401309,'1'
0.744208049037224,-1.63009228877868,-1.78519702631683,-1.4727164251449,-0.836109057560363,-1.97730982418151,-1.67120098611361,-0.84743672546552,'1'
0.809415650846591,-1.62181445551325,-1.66536893133576,-1.4244578621843,-0.940016034783087,-1.81235739140896,-1.59708656218429,-0.96339043129648,'1'
0.874623252655958,-1.61353662224782,-1.56051934822732,-1.38424239305047,-1.03361818781843,-1.67209171728265,-1.53662479529459,-1.06930968181515,'1'
0.939830854465325,-1.60525878898239,-1.45566976511888,-1.31989764243633,-1.03447692316738,-1.53463135663886,-1.44144627193273,-1.07042462129429,'1'
1.00503845627469,-1.59698095571696,-1.51558381260942,-1.41641476835753,-1.25688937854495,-1.61261907145309,-1.58499420880635,-1.32574576201823,'1'
1.07024605808406,-1.58870312245153,-1.48562678886415,-1.41641476835753,-1.3238707357629,-1.57334468269772,-1.58499420880635,-1.4037915255583,'1'
1.13545365989342,-1.5804252891861,-1.51558381260942,-1.46467333131813,-1.43722380182405,-1.61261907145309,-1.65871855682025,-1.53646932357642,'1'
1.20066126170279,-1.57214745592067,-1.62043339571786,-1.52901808193226,-1.44666989066248,-1.7517626201864,-1.75935814299796,-1.54761871836786,'1'
1.26586886351216,-1.56386962265524,-1.62043339571786,-1.5209749881055,-1.41575541810035,-1.7517626201864,-1.7468757137046,-1.51194065503525,'1'
1.33107646532153,-1.55559178938981,-1.60545488384522,-1.51293189427873,-1.41919035949614,-1.7315643631122,-1.73400320849582,-1.51528547347269,'1'
1.39628406713089,-1.54731395612438,-0.991335897067217,-1.11077720294041,-1.28780385110708,-0.965152719686018,-1.14732903170797,-1.36142382535083,'1'
1.46149166894026,-1.53903612285896,-0.886486313958777,-1.11077720294041,-1.49218286415674,-0.84396317724088,-1.14732903170797,-1.60225075284591,'1'
1.52669927074963,-1.53075828959353,-0.796615242722971,-1.09469101528687,-1.60982960696263,-0.742410829173429,-1.12548478044459,-1.74161818773889,'1'
