@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute class {'1','2'}
@data
1.12139675614699,1.14903615078294,-0.975614329483671,0.354432110925687,'1'
1.44653822398264,1.06406494135349,-0.89471002192826,-0.128720508279507,'1'
1.20736946494179,-0.777068801842436,0.122173829961201,0.617847884164963,'1'
1.06335462459568,1.2950053409137,-1.2549395255432,-1.14361183033449,'1'
-0.0367583483032438,-1.08664207317263,0.736461884689351,0.0965517623806365,'1'
1.38409896125319,1.32039276863575,-1.24319946829542,-0.938044338895411,'1'
1.11070293312178,0.185813289049299,-0.155160660738925,0.835723723204446,'1'
0.583398962240437,-1.48786566243365,1.63942541822577,0.280577265714754,'1'
0.974215981352628,0.653674616445182,-0.499086333863709,0.275651070909488,'1'
0.387603505140666,1.23612013943221,-0.851369257226939,0.217184040003314,'1'
0.278238058478217,1.16808524084553,-0.8378426695284,0.183333704297949,'1'
1.25095382917942,-0.788706126093552,0.231314599316134,0.977893229323577,'1'
0.515542433899535,0.978037342314129,-0.288556481174566,-0.913437162911618,'1'
-0.707246981164271,1.51994817365635,0.266488367671168,-0.830334398370606,'1'
1.04485149659811,1.15925927604014,-1.01835185013669,0.294732341416069,'1'
1.49247945053174,-0.905062330062614,0.48537315042934,1.27022362424594,'1'
0.787320317757392,0.194622215312588,-0.238060313992576,0.846185342703939,'1'
0.130089914824662,0.157597463339419,0.683585223685972,0.853567495499077,'1'
0.356753232794906,-1.15891956874105,1.61139777167373,-0.436429198289612,'1'
1.69151119617861,1.55133316819596,-1.33424291620119,-1.38487638557985,'1'
1.88301505324853,1.01683410266521,-0.932064749534859,0.335350840419105,'1'
-0.0367724191230138,-1.08664207317263,0.736461884689351,0.0965517623806365,'1'
1.23206375363817,1.40394977907129,-1.21138994559439,-1.34484807803174,'1'
0.176625633509047,1.18641871214011,-0.714780883674113,-0.222865564557927,'1'
1.40710475157717,1.35705971122492,-1.40999644765184,-1.21686220526497,'1'
0.0956691719622609,-1.26433702868491,1.6100056700238,-0.799539731327058,'1'
0.24956876319681,-0.965003921154013,0.969847726301017,0.264575461912527,'1'
-0.287000842503091,1.10214608293657,0.177440265463635,-1.21314971062912,'1'
2.15620001908339,1.3454223869738,-1.34776950389973,-0.968172660747909,'1'
1.56779351335075,-0.899763343470964,0.469271174678421,1.08621715934585,'1'
-0.239853043158711,-0.357864439108209,0.814187560144076,0.64061785126486,'1'
0.370999937812047,0.29051513022515,0.44323887382463,0.800026659398169,'1'
