@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute class {'1','2'}
@data
0.230020044200555,5.07257813355398,-0.276061158684184,0.832444069040915,-0.377865764952681,0.480321931011949,'2'
0.1554910473791,-0.169390107401785,0.670651920300336,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
-0.784414912535372,-0.443654120008786,5.67470533778982,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
0.546088030720747,0.131414906425216,-0.456387173728831,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
-0.102986941597215,-0.394994117772048,-0.140816147400657,0.979703039603815,-0.377865764952681,1.01356599420047,'2'
-0.180394938295885,-0.381723117162024,0.264917886449839,0.772950080933775,1.46898109801598,0.852068975063349,'2'
-0.0686029430636394,-0.34633411553531,-0.185897151161777,0.89911105571417,1.7433810776562,1.06231999997774,'2'
-0.0824919424712952,-0.448077120212096,0.896059939106186,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
-0.151599939523947,-0.368452116552001,0.625570916539216,1.19742599608095,-0.377865764952681,1.01051899383941,'2'
-0.784414912535372,-0.470195121228787,-0.591631185012274,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
-0.0811369425290839,-0.324216114518619,1.03130495038971,1.17168700122618,-0.377865764952681,1.39750103969613,'2'
0.775094020953997,-0.443654120008786,-0.501468177489951,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
0.537619031081936,1.58677997332349,-0.276061158684184,2.37549376058496,-0.377865764952681,0.809409970008328,'2'
1.3040769983937,1.06037094912622,-0.366224166206507,1.86536386256003,-0.377865764952681,0.943481985895637,'2'
0.386021037547355,1.77699498206703,-0.411305169967627,0.769574081608638,-0.377865764952681,0.897775980479552,'2'
-0.101123941676669,-0.279980112485238,-0.276061158684184,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
7.46961573544306,-0.448077120212096,-0.591631185012274,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
0.815068019249168,2.72806902578473,-0.0506531398783341,0.629911109527296,0.791016148319257,0.654006951593332,'2'
0.764084021423556,0.569350926555672,-0.501468177489951,1.37801795998058,-0.377865764952681,0.873398977590918,'2'
-0.442260927127708,-0.443654120008786,1.43703898424021,-0.194145725743568,0.127044197584285,1.27866402561415,'2'
0.601646028351284,0.60031592797903,0.309999890211042,0.885609058413222,0.728063152990209,1.05622499925549,'2'
0.145159047819744,-0.173814107605142,-0.185897151161777,0.54510012648103,-0.377865764952681,1.16592101225429,'2'
-0.295405933390845,-0.412689118585428,0.0395098676439892,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
0.222397044525664,-0.209203109231856,-0.0957341436394541,0.0467842260944834,-0.377865764952681,1.26342902380882,'2'
0.604864028214042,0.578197926962339,0.0845918714051925,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
-0.140251940007921,-0.0853421035383792,0.850977935344982,0.425268150435467,0.740509152066748,1.16896801261535,'2'
-0.182766938194723,0.051789902765121,0.355080893972162,1.15438800468425,0.626752160507227,1.30608802886384,'2'
0.00711205370723369,-0.271133112078571,0.580488912778012,1.0687330218067,-0.377865764952681,1.24209902128125,'2'
-0.322676932227779,-0.372876116755357,1.93293602561303,-0.859552592728595,-0.377865764952681,-0.945723237972006,'2'
0.252717043232563,0.184497908865265,0.264917886449839,0.602063115094116,-0.377865764952681,1.20553401694836,'2'
-0.184459938122519,-0.372876116755357,0.355080893972162,1.23961998764636,-0.377865764952681,1.08669600286626,'2'
1.63301798436487,4.67887811545691,-0.456387173728831,1.46029694353299,1.24485911464526,0.300542909708437,'2'
1.55916798751446,5.05046013253729,-0.501468177489951,0.948057045929856,-0.377865764952681,0.309683910791631,'2'
0.286594041787762,0.051789902765121,0.445243901494486,0.572526120998567,1.05422112879012,1.14154400936565,'2'
