@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute class {'1','2','3','4','5','6'}
@data
-0.35471774640543,0.853861988417903,-0.106327706349524,-0.161894665903603,-0.519426914090228,0.567154799514377,-1.19272239548912,-0.292796303518902,1.27533108731609,-0.209334240272431,0.833253207534735,0.0406526160801568,1.12610953697786,0.31987572755881,0.62980128971057,0.286787820132077,0.50190795685496,-0.650901116467983,-0.41438814392941,-0.550676073830786,-0.588773691327423,0.0139470249100865,0.193337053898555,-0.024047430698674,0.392438677486903,-0.552645758330987,-0.176529234248558,-0.706585915309718,-0.484470201463278,0.464187795897517,-0.524925283659368,-0.349846903844517,0.522026287538121,-0.165518825858532,-0.0702619573380068,-0.17170053855012,-0.299856786203296,0.297315247399662,0.1313320208322,-0.205988690366794,0.470068545557415,-0.293315826286425,-0.0996230931727353,0.134151383206555,0.0703623609732585,0.268326871349519,-0.171300140105187,-0.0862628374591689,0.39088896291888,-0.00975323261761625,0.119428143709781,-0.350598340922306,0.286087976645383,-0.305305115979384,0.335355642350254,0.314516844723504,0.145930998230469,0.220443575684232,-0.291262419153269,-0.27797019211921,'5'
-1.4672600981778,-1.24398430493888,-0.82667964114176,0.101300239654299,-0.710272474014347,0.0886561067757434,0.301982133096173,1.37657768105632,-0.0964740856651851,0.571000309018732,-0.108223084200896,0.410666123249715,-0.435176034165773,0.14436671059725,-0.550905159603677,-1.14697855201514,-0.579256874148807,0.760591634608026,0.788131064127693,0.235304219289878,0.157693773894613,-0.693560061300133,0.779701895394253,0.0941819136981504,0.267597544261967,0.409854047452517,-0.561595251385878,0.000242579806639188,0.340575593472832,-0.569894789715751,0.418231855477098,0.230434186976541,-0.178731262499821,-0.376972820862391,-0.265894987544691,0.123752860902269,0.28595136269249,-0.466537412214848,-0.0675469966908206,-0.30613673459152,0.50386914730443,-0.270385239651845,-0.421450872517036,-0.329435952654,0.205115809531977,-0.147341038440362,-0.295876853002402,0.0369921512361116,-0.0850867684873087,-0.034212975949231,0.199008976867616,0.10021518566369,-0.205592787563834,-0.07641576018448,0.249353274105983,-0.253534341312137,-0.118274106568765,0.278052200822994,0.134038763985257,-0.224872617490364,'5'
0.394100584167275,-0.0677068654980632,-1.04648318931782,-1.3583424687222,-0.713496587908247,-0.583383935379325,-1.29709544376384,0.707473145703065,-0.609319359343764,-0.17654837323755,0.650793823391006,-0.326883624760207,-0.294289878055149,-0.747853599624562,-1.21310598697567,0.66145477721548,0.0801451503568849,0.28524116276946,0.108422676078638,0.656292792109886,-0.414663530485641,0.317951071896949,0.763093366570139,0.328218521768512,-0.649729542463129,0.0234251397521143,0.0898797926424128,-0.436809596833741,0.106716341523664,-0.171053966276468,-0.287311649912602,-0.581794017924843,-0.306549943007537,-0.456002388438346,0.147857220718166,-0.474483368834577,-0.190745126996281,-0.461672267836285,-0.205691763768156,0.439537628034748,0.234873029065795,0.0816630476890864,-0.304768278667396,-0.166160054474717,0.0993814052075169,-0.236421552734589,-0.0604490199746115,0.429331747635008,0.291990516085818,-0.193776536742382,0.275029763860529,-0.208274343990873,-0.281969373681754,0.201394344384778,-0.295440777579064,-0.0170337406730444,0.0719918212483368,0.255061572429508,-0.0297861262207257,-0.0530005707239793,'5'
-1.21502203817171,-0.0930574650394407,0.670721325162469,-1.13372940754011,-0.693584020847629,-1.30740302334458,-0.521342516993809,0.0603272658284386,0.562194700227019,-0.174281356763687,0.141691516597713,-0.00166735037690117,0.0166653420379418,-0.0622552684620396,-0.0877426794417843,-1.17849723021053,-1.12233281975667,0.67830959820608,-0.770492387784676,0.341209278796033,0.546013649571754,-0.572528424279097,0.802746395355974,0.235408792235278,-0.0567641176820302,0.470206352156636,-0.452148450817314,0.203270118453508,-0.549558377609242,-0.595672746657844,-0.261239097023527,-0.180605545983634,0.208614539719021,-0.300447581258032,0.530883676127585,0.439630237877111,-0.453826025534541,-0.178360915051712,-0.121874135176492,0.0185915214329946,0.217806761165746,-0.242328717945289,0.0811357801384878,-0.0665954098645225,0.318519478612321,-0.422905962438509,0.384138950144814,0.128727706441355,0.296449681771986,0.09092973073104,0.345622011273927,-0.0597790223517328,-0.0909275130919932,0.136191461899811,0.314033744248608,0.152748125463258,0.0477015715984222,-0.339604698573071,-0.169433721311213,-0.314574012637179,'5'
-0.812848663150081,-0.400054668593658,0.34182487386535,-1.12977712104308,-1.30076160615046,-0.496052955693985,1.36041615674574,1.24704097003988,-0.734216934335398,1.01360092680601,-0.033702644539483,-0.690422458569373,1.01458913903903,0.788332670294473,-1.01936102574456,-0.295204658255054,0.345602554729613,0.0629075652560053,0.161084012349598,-0.52762953831114,-0.157110252794302,0.342512605334047,0.887078893196271,0.407364290857747,-0.6166798356639,0.358611524590529,-0.346225548908076,0.250308159010812,0.585023457439009,-0.259909882058579,0.319008121611361,0.309672168005701,-0.310229961704932,-0.00130514299783161,-0.0256883522037363,0.0661104906054659,-0.442222006506936,0.353539321733439,0.319764133230002,0.286060370820927,0.124428044866329,-0.163269531190247,0.375863336919243,0.369655344329883,0.280619834616313,-0.335023840713262,-0.0946114574915795,-0.427389769766903,0.158793044007673,0.360208424189575,-0.143257966451465,-0.113194104002628,0.422950997023674,-0.134346091456239,0.362712676062579,-0.0163969342987881,0.260872749764195,0.204049052335287,0.070275314407061,0.0555471257801753,'5'
-1.29149162356314,-0.269429330729121,-0.727083834785772,0.385231817222614,0.374403706506576,-0.778139748482912,0.0874675355249513,-0.754250673694708,0.310669823177783,-0.311882386980273,0.352941684493067,-0.215650613145581,-0.0564016378216366,0.324161412856709,-0.305510116577553,-0.871279902428617,0.394280238791969,0.492938573668363,-0.165267274938786,0.766994022521481,0.343443318386215,-0.367968298825956,0.450230703500681,-0.242597401417108,0.717099919804351,0.317126292574157,-0.0353215808284007,0.0107095824527322,-0.351641215519054,-0.31999210921008,-0.607615203497887,0.437446816108565,-0.0245804274786176,-0.27292769675836,0.536350166759237,0.200333988325099,-0.219704354044005,-0.274114287461318,-0.347835926079044,0.469485384100672,-0.140228642824666,-0.320197816588021,0.086905755789033,0.0386879924357862,0.366336927968851,-0.179319962568979,0.377038012562073,0.243661095459689,-0.123691447157233,0.09260897107078,-0.198180348637947,0.436158393707233,-0.200635337136816,-0.297363435983547,-0.176504775454833,-0.334136781453658,0.211540393700833,-0.391396338182062,0.202391541056215,0.345422423961429,'5'
-0.378262253991345,-0.409603234075562,-0.184169641758657,0.409475929630828,-0.0627201897220006,-0.602263325425081,1.38827678934023,0.808556084733,0.0568135748657185,-0.695214263469813,1.19121273116076,0.887427288604527,-0.137367750639007,-0.803790141499731,0.441806950456644,0.0710652988316372,0.367505855727038,-0.956416007611821,-0.182138148067738,-0.322001496732141,-0.652136994061096,-0.544662648675573,-0.308788371984044,-0.209079718680709,-0.029789900856408,0.120797097138227,-0.468989940513836,-0.314252189886106,0.384048093741423,-0.566207735329885,-0.58571259109487,0.504771870436606,0.302092734869179,0.185669277110247,-0.480036119744118,-0.0570046131432631,-0.427229952726745,-0.129384572925727,0.399752037901053,0.1604539380707,0.0868142494851003,0.448536877135008,0.082963198302744,-0.359110632303373,0.201194112450488,0.160500592082329,-0.457603593009324,0.285151784950296,-0.096870662071084,-0.416851110895565,0.0057685386153595,-0.387089349052741,0.101395252985196,0.322540448423398,-0.304975617527112,-0.288784227487105,0.357051058383447,-0.320252162151098,-0.0219470933664703,-0.239603581377996,'5'
0.265535557325107,0.818698253570185,0.698603583200213,0.453960539554155,-0.199140508857622,0.899939930952492,1.38422656521857,-0.697708748862857,0.0802776985432076,0.66540780566134,0.147590977808168,-0.55237116222431,0.34466221008627,0.311898044969647,0.0210091441266227,-1.20286734221728,-0.734402494829509,-0.849094308728408,0.0408771012330086,0.231302219540858,0.370311521417868,0.634387330034988,0.246659872621291,0.357687170568507,-0.106973788272593,-0.264359120451878,0.397980659515805,0.405882208263267,0.476747774722633,-0.109892856733647,0.470032941165146,0.215360687885329,-0.00991755505220843,-0.478402724243317,-0.057441840735087,-0.161989482111949,-0.105959557312831,0.0118628978594542,0.304154372439652,-0.25287142719019,-0.184910204750839,0.238964694063273,0.229483253838561,-0.204673511090178,-0.426761954590039,-0.315631670051576,-0.462770535396766,-0.266896538993023,0.344067723214115,0.0507280024273111,0.402589827539261,0.107488283596051,-0.371722767376487,0.0103749741359794,0.40310425406032,0.382893929159254,-0.255422013565772,0.207786184923085,0.0828895553368851,0.282707273261644,'5'
1.49697338118383,0.896433678349818,0.734955196068537,-0.629393697267063,-1.11825111339523,-0.34157317468801,0.413400116661315,1.45436853009276,0.0935326722552505,-0.637577087058572,0.284250053812044,0.0955841202131096,-0.302755846942783,0.681376065349083,-0.597279441419636,-0.986323932933458,0.207919928943982,0.630773000578726,0.522884309965973,-0.70947916114791,0.610593455628827,-0.375099954835159,-0.634150648419928,0.0870379988375453,-0.150928220665476,-0.128047311269988,0.225252419061737,-0.687729154203085,0.12748799760258,-0.0668946798757471,0.603325088801971,0.53376161288235,-0.284708174003048,-0.54576082972287,-0.413995242647944,-0.0432245801160658,-0.458111889496561,0.119387587061715,-0.345937223291398,0.180488339834728,-0.0875482798144086,0.221743419026312,-0.430074731002825,-0.0727587894662005,-0.20645797124209,-0.320381662415899,0.109360088012666,0.339641766271058,-0.386117002842065,0.153275994408615,0.212520165990554,0.276289704160441,-0.376098617474078,-0.281554423634388,0.355436797488362,-0.126232767058503,-0.241354377805992,-0.071871501925314,0.0146072846938892,0.144036602648509,'5'
-0.242516581457725,0.143299595390463,0.246968099762877,0.57968089098362,-0.0306256014145466,0.868054738875216,-0.401014040360999,1.11152531071485,0.873301154146419,1.26221706677297,0.279057114902242,-0.1409385127174,0.109260733932063,-1.08748024492037,-0.803018054603142,-0.549235285446804,0.420441594521874,0.502613341091542,0.53354695011279,-0.848085385918426,-0.532964724046472,0.517444692694904,-0.259813823017501,0.72464463287745,0.193577225589436,-0.345744303820917,-0.721577962273422,-0.529143100881578,0.0174804301049546,0.230897809300891,-0.59842048472613,-0.0574015717987508,-0.245629426229413,-0.32389215713972,-0.49500030560613,0.355464819317501,-0.181572022903656,-0.452225223786129,0.262318274420793,-0.359146419641794,0.454014271721648,0.466784894857098,0.310154045481092,-0.255766701444886,0.11937600364808,0.359760592870109,-0.154789016945317,0.400840349974556,0.121803899135525,0.276739460749146,0.420758094945537,-0.283843435355201,0.0650383085825851,0.2529442961535,0.203668309008372,-0.411064318143741,0.169621081516511,-0.0525519790421026,0.349006453164344,-0.277872979423075,'5'
