@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute class {'1','2'}
@data
-0.827170511406583,-0.43504475525429,-0.949593033581213,0.334054001854282,0.747834529701875,0.132621179507801,0.758846954337907,0.131417053557106,0.744069708679291,0.737637094112227,0.606298451553038,1.11627347713209,0.332129605280157,0.605972364271759,-0.0677185053077927,-0.19272927953636,-0.805764453299251,1.75629340406439,0.799265766187762,0.479243280395062,-0.209990301451293,0.866654972796987,'2'
-0.768992298480399,-0.529610867902353,-0.0575723669347077,0.713581489474421,1.03501005804348,0.452726371739985,1.27353054238515,0.45152148691248,1.67741348547454,1.76392394332834,1.54393742343973,2.27065969819157,1.15647712543754,1.54427920089971,-0.137488625160068,-0.632879247219169,-0.386529496819782,1.83284416644507,1.47605327820162,1.30781912250479,0.274370884066086,1.79897445418818,'2'
-0.907141393792657,-0.721311636480069,-0.109592736552133,0.882718739392092,1.32218558638508,0.718919110543591,1.58161578875145,0.719959941550845,1.19960510883106,1.02499741189274,1.17262451125351,1.72174405993562,0.697391677561777,1.17230521703005,-0.290883924126065,-0.279042055539868,-0.660375278929925,1.93706235498364,1.13851486374611,1.0150695662046,-0.103362554155997,1.39906021818081,'2'
-0.907286356117224,-0.647425029741637,-0.113935426418605,0.773398321762378,1.32218558638508,0.577398920293573,1.28077960700553,0.57619373990352,1.33695513052991,1.20459761050556,1.33710529728825,1.84400254300172,0.804786987990298,1.33678797600507,-0.27999780613493,-0.280623703267681,-0.611559459002056,1.82767572498122,1.4372450790609,1.29051815966164,0.0619852975983169,1.8023144704212,'2'
-0.923280532594439,-0.604688841524586,-0.130272212106763,1.36537869647423,1.89653664306828,1.09293675620435,2.04193139214582,1.09397670052397,1.8317333940242,1.54840370499296,1.8945671230108,2.52598863901668,1.21371528539121,1.89458479735947,-0.177569332309248,-0.505443630292524,-0.781010195381552,1.90446141651934,1.7763675952422,0.0959484216752925,-0.129692295807497,2.26126155147737,'2'
-0.813640694447005,-0.720754207938108,-0.05830763717665,0.713581489474421,1.03501005804348,0.445987315061413,1.46925528713551,0.444782446210261,0.917480739936135,0.891580121494644,0.750096024972635,1.44562286008566,0.492632486799706,0.750428280337643,-0.31240874833581,-0.114776641522721,-0.798250626857851,1.93310470225433,1.3222523188095,0.870451261413154,-0.507488430110505,1.67803479663423,'2'
-0.820526404863933,-0.654278121816341,-0.0345721946789469,-0.596200872692908,-0.400867583664534,-0.591827413438721,-0.516988418849619,-0.59078347503063,-0.722764885988691,-0.729953100266814,-0.775537134116102,-0.707623484527449,-0.623806674358329,-0.775551487558332,-0.464566988439177,0.677854819786979,0.938068631577727,0.831521882981625,0.0459313768028457,0.373734983084106,-1.37680877717649,0.0577496460360383,'2'
-1.13304101624275,-0.910083172719634,-0.275947628791603,-0.684894796430224,-0.400867583664534,-0.628892225170869,-0.589479065053456,-0.63009454579357,-0.744507553516307,-0.760741705743297,-0.726291389794323,-0.700138271278504,-0.679864666065524,-0.726305152535872,-0.529636284613463,1.1311098686431,1.33617636287753,0.816161130379269,-0.443224009662581,-0.513026287076765,-0.828458404065751,-0.47488862373614,'2'
-1.41334983118028,-0.710851653839732,-0.564564175949059,-0.146543305838612,0.460659001360273,-0.126832502617233,-0.0457992185246804,-0.125789666577562,-0.46556503840591,-0.468249953716705,-0.485972157504037,-0.424848761789536,-0.407835885254819,-0.486311346526414,-0.350015337759732,-0.0167144823983162,1.12577960174183,1.00274909581377,0.170351697875069,1.21404862326968,-0.154950979409875,0.27762480104397,'2'
-1.42963393230663,-0.841628761772474,-0.576696134941109,-0.18573364423417,0.460659001360273,-0.211070711099386,-0.0457992185246804,-0.212274022256031,-0.0704848601601957,-0.139838161967549,-0.123523479295738,-0.0522514800642861,0.0211552723360324,-0.123201702960806,-0.36189110284097,-0.00541699862822423,0.466621721068193,1.45229507432694,0.616871174428675,1.19279109927737,0.133140124773987,0.719161631370521,'2'
