@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute class {'1','2'}
@data
0.347936582538846,0.711356868051438,-0.233923299777474,0.483517440274367,-0.201447401018394,0.576236183308817,-0.953318232828577,0.962699854307513,-0.297086123228041,0.667701472196423,-0.672147791889762,0.316221779650838,-1.09697653583145,0.40010679969291,-0.989073611325244,0.746918760862957,-0.768583755912094,0.355647777269154,-0.573895241658871,0.382098569800628,-0.588683865907189,0.0115681972684954,-0.789002293191369,0.297303247942827,-0.86632821710396,-0.253505647077954,-0.712953447706482,-0.287878698632112,-0.616159183518138,0.122761695704242,-1.05354994462349,-0.311775523591198,-0.998169888875685,'2'
0.347936582538846,0.720619323395068,-0.52705833558147,0.6334035118333,-1.03610787351885,-1.33719685063906,-2.0265589661478,0.962699854307513,-0.468812582794492,0.0577773924160941,-1.68237894046797,-0.0907786181636714,-1.59734770119937,-1.31889160173886,-2.28261186720521,-0.529042450825931,-1.24557275263079,-0.0451877709302314,-1.88021624296557,-0.767766029689693,-0.890247523364878,-0.89941162432586,-0.568642813403542,-1.03631040300405,-0.382507841807206,-1.44578468150264,-0.208122071970277,-0.987774700443424,-0.173282272040643,-0.90776697567186,-0.115049044175919,-0.931275601148805,-0.0831668123675084,'1'
0.347936582538846,0.720619323395068,-0.176746110413541,0.767381500592023,-0.240964761541074,0.913227412698021,-0.460836137126295,0.745075121102967,-0.350036320533282,0.451888188882722,-0.205288750453713,0.729088589233396,-0.172051692070006,0.309041442081484,-0.148662077003449,0.737517775991719,-0.267377930197718,0.632255123062803,-0.11823950306009,0.610293940247952,-0.546766787704316,0.118215211399728,-0.119847355644148,0.309698422977877,-0.650966989160104,0.0933722717211315,-0.276191675123529,0.0912591295708401,-0.286910112777101,0.440688706218775,-0.463430921617525,0.40386674148693,-0.847381105679626,'2'
0.347936582538846,0.720619323395068,-1.12356774537983,0.767381500592023,1.91860148360693,0.32896313449426,-2.14951626392452,-1.0094318466852,-0.374796014667427,-0.845050086845579,-0.313328594422247,-0.644182152403263,-0.188763062466553,-2.0589795332773,0.161501745836823,0.257258512715943,-0.784446483467035,-2.17062373417255,-1.003023077668,-1.69956925836882,1.91387377630248,-0.600356105277322,0.108835088234435,1.04393534639304,1.92359379581569,-0.049419928628922,1.94452458480008,1.07930265914618,-0.340731754595098,-0.167447972928238,1.95452467533634,-1.28798703281699,2.10429544649496,'1'
0.347936582538846,0.720619323395068,-0.154908229848236,0.654659172648575,-0.109761048350451,0.75299317797941,-0.675776170550441,0.512107203264697,-0.713722745974472,0.0919213573117081,-0.723075664467523,0.262443659716891,-0.20315060263867,-0.000320368233127321,-0.754198200429952,0.238585988548285,-0.431158579165995,0.146391917047151,-0.296883831828333,-0.454021992411117,-0.702566314560576,-0.562112906701609,-0.893693426925205,-0.628012991598436,-1.14139510553887,-0.791819263049638,-0.840911211326297,-0.614940207938817,-1.16947479675092,-0.716702798897784,-1.15258136809029,-0.756593377852812,-1.43368940329795,'2'
0.347936582538846,-1.24163485496706,-0.113928223683674,-1.34710470706252,-0.510793899783251,-1.13208322740223,-0.456265804958427,-0.719410158737213,-0.237625655762319,-0.777862430351403,-0.440688694813139,-0.644182152403263,-0.188763062466553,-0.597215875389468,-0.494212107949997,-0.623570081837591,-0.197968431962391,-0.758685585364416,-0.0580171185319403,-0.521975543369274,0.0547973212559803,-0.575197413793343,0.12567060557519,-0.624088717214955,0.109808200594994,-1.11204108801048,0.294109423089936,-0.793621542197696,0.0693482090884028,-0.616839875841675,0.00738697445547003,-0.669175735110272,0.225542367390157,'1'
0.347936582538846,0.672157192616682,-0.340688788474864,0.663526918925355,-0.702868670780638,0.767201939608879,-0.773615844480221,0.686522530900493,-0.939887464597132,0.570504748842329,-1.28194843758871,0.613078287475108,-1.21456234518756,0.615967694471753,-1.49549780908787,0.319570376294495,-1.36331525703289,0.0305467231585104,-1.37241015410521,0.0435278732192889,-1.49356782666977,-0.072040146780963,-1.40319533347412,-0.290801995456598,-1.46541040931049,-0.784670935559586,-1.37368675908348,-0.577172287432202,-1.56709349515615,-0.691417723759169,-1.57598646114684,-0.933074081870581,-1.7599073344321,'2'
-2.86589869301734,-1.28859007869387,-0.100517409062656,-1.15620771345999,-0.251489703799997,0.913227412698021,-2.14951626392452,-1.0094318466852,-0.374796014667427,-2.61968443692946,-2.33427591893655,-0.644182152403263,-0.188763062466553,-0.527182096583843,-0.15518518195029,1.00004958242174,2.02031726047963,-2.17062373417255,-1.88021624296557,-0.552115173355059,-0.0160101188574369,-0.600356105277322,0.108835088234435,1.04393534639304,2.10658495881611,0.88794083630637,1.94452458480008,-0.657153456100463,0.0549380255438623,1.13299231368187,1.95452467533634,-0.668429556938471,-0.0309181360037647,'1'
0.347936582538846,0.647383640688926,-0.263576604404014,0.767381500592023,-0.562528873691032,0.913227412698021,-0.638483796306745,0.962699854307513,-1.12242303938241,0.797728931027069,-1.19383513423988,0.874816686496128,-1.01055025870203,0.85744024239211,-1.16705183927284,0.97262330125694,-0.70245550715831,0.775995775769287,-1.22559160244526,0.683412879370159,-1.18530747209588,0.553018350858203,-1.10880128700201,0.786454541690048,-1.1469408882327,0.0661156408850813,-1.14100652907405,-0.215485843187479,-1.20337416295816,0.172579418139977,-1.40972037286862,0.0757396736308215,-1.59859194827433,'2'
0.347936582538846,-1.32604174194881,-0.292142545682904,-1.15620771345999,-0.251489703799997,-1.11659567722611,-0.229208630366531,-0.783228340581337,-0.928892341659432,-1.65540137012438,-1.08476460713585,-0.644182152403263,-0.188763062466553,-1.04272384187739,0.686971664731863,-1.21885791903701,0.309598589065895,0.443725253422116,0.472329018280416,-0.552115173355059,-0.0160101188574369,-0.600356105277322,0.108835088234435,-0.940727526060125,0.113918372875175,-0.649337017279099,0.0847190332619435,-0.657153456100463,0.0549380255438623,-0.326455223990243,0.476374561089637,-0.825471362942141,0.781850914174373,'1'
