@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute class {'1','2'}
@data
-0.340086242842967,-0.251688336603016,-0.496894401593827,-0.214861136552452,-0.222231021315813,-0.257271468514071,-0.231162950101935,0.904661361975438,-0.252253336446499,-0.175462770203863,0.417814521243647,-0.283140294168766,-0.18248895125339,-0.111863244124689,-0.370598068501756,-0.223894670427866,0.0382797989946005,1.109431662247,-0.360694620593758,-0.291084741430581,-0.0276796147811671,-0.228933400930857,-0.259730107136744,1.24495637709271,-0.02767952168341,-0.214361512303523,0.589600220730641,-0.260862887515203,-0.257272544457592,-0.2922144590728,-0.0925062939320534,-0.244990628427391,-0.269144780601441,-0.387183850354471,-0.610670307388005,-0.367350123403133,-0.454619870722815,-0.375117052086318,'1'
-0.340086242842967,-0.251688336603016,-0.496894401593827,-0.214861136552452,-0.222231021315813,-0.257271468514071,-0.231162950101935,0.904661361975438,-0.252253336446499,-0.175462770203863,0.417814521243647,-0.283140294168766,-0.18248895125339,-0.111863244124689,-0.370598068501756,-0.223894670427866,-0.359477146431183,-0.901267191827309,-0.360694620593758,-0.291084741430581,-0.0276796147811671,-0.228933400930857,-0.259730107136744,1.24495637709271,-0.02767952168341,-0.214361512303523,0.589600220730641,-0.260862887515203,-0.257272544457592,-0.2922144590728,1.09293879509272,-0.244990628427391,-0.269144780601441,-0.387183850354471,-0.610670307388005,-0.403281184885433,-0.454619870722815,-0.375117052086318,'1'
-0.340086242842967,-0.251688336603016,-0.110846929048918,-0.214861136552452,-0.222231021315813,-0.257271468514071,-0.231162950101935,0.904661361975438,-0.252253336446499,-0.175462770203863,0.417814521243647,-0.233982045670884,-0.18248895125339,-0.111863244124689,-0.370598068501756,-0.223894670427866,-0.359477146431183,-0.901267191827309,-0.262505930864383,-0.199539718171228,-0.0275302177820993,-0.189605531791037,-0.224587596392809,-0.0967227578883913,-0.027530431455047,-0.192171638896169,0.589600220730641,-0.260862887515203,-0.257272544457592,-0.230151095084756,-0.0925062939320534,-0.224193931312339,-0.223739429987656,-0.288601830680056,-0.0647808781131194,-0.367350123403133,-0.454619870722815,-0.375117052086318,'1'
1.40749135083364,1.80917065180301,3.74962779640017,8.55184368502301,0.191165843830686,0.673962380553877,2.77046734573471,-1.39933737608267,0.710969770775187,2.5073037848478,-2.39315367924844,1.78150614274229,2.10955936263151,-0.111863244124689,2.47576348576735,-0.223894670427866,3.61809230782665,-0.901267191827309,1.97364439850912,1.16387082823807,0.0423653588673969,1.42283710294158,1.55889482386188,-1.24109613772521,0.0423652763456192,1.42585307830578,-1.69588531957904,0.636639448280379,0.673490652880672,1.56968646056851,-0.946026758029888,1.27316826097141,1.75896088014764,3.06318683825008,3.39251884062782,2.90237647148619,1.96530606071832,3.8912668778046,'1'
0.533702553995338,0.521133784049245,-0.110846929048918,0.0590983891217815,0.88016061907485,0.673962380553877,0.519244623857226,-1.37190881967722,0.710969770775187,-0.175462770203863,-2.39315367924844,0.650866427290998,-0.18248895125339,-0.111863244124689,0.993283509585522,-0.223894670427866,1.23155063527195,1.109431662247,0.627849137020627,0.837970545434776,-0.00531643101810611,0.43964037444608,0.689117682949493,-1.20163498669635,-0.0053163818475638,0.440777451091494,-1.69588531957904,0.636639448280379,0.673490652880672,0.7007993647359,-1.01715346337137,0.79484422732521,0.608691997931743,0.697218366064101,0.663071694253394,0.926168089959678,1.15962050042822,0.904798126880957,'1'
2.28128014767195,-0.251688336603016,0.27520054349599,3.34661269721258,1.01795957412368,-0.257271468514071,-0.231162950101935,-1.70105149654266,-0.252253336446499,-0.175462770203863,0.417814521243647,0.159283942312175,-0.18248895125339,-0.111863244124689,-0.0148028742181181,1.45151003334303,-0.359477146431183,-0.901267191827309,3.05760315405262,0.10561035935995,-0.0179908096345279,0.4789682435859,0.662760799891542,-0.885945778465507,-0.0179910233513807,0.49811440530955,0.589600220730641,-0.260862887515203,-0.257272544457592,0.266355816819594,-1.23053357939583,0.753250833095106,0.593556881060481,1.88020260215709,0.299145408070138,1.06989233588888,4.05412047628524,0.638149131262774,'1'
0.0968081555761856,0.00591903694773808,-0.110846929048918,1.15493649181871,-0.222231021315813,0.0531398145085784,0.0189729078844524,-1.28962315046085,0.0688210326273963,0.122622402579656,0.417814521243647,-0.0373490516793545,-0.18248895125339,-0.111863244124689,-0.074102073265391,-0.223894670427866,-0.359477146431183,-0.901267191827309,-0.0156473606408136,-0.016449671652521,-0.0266165251937851,-0.110949793511397,-0.110374436475021,-0.728101174350084,-0.0266165635737854,-0.119739800344859,-1.69588531957904,0.038304557749991,0.0529818546551625,-0.0439610031206247,-0.946026758029888,-0.0994137486220265,-0.117793611888823,0.00714422834319135,0.299145408070138,0.0638226143844704,2.41463070011087,0.158180939150046,'1'
-0.340086242842967,-0.251688336603016,-0.496894401593827,-0.214861136552452,-0.222231021315813,-0.257271468514071,-0.231162950101935,0.904661361975438,-0.252253336446499,-0.175462770203863,0.417814521243647,-0.283140294168766,-0.18248895125339,-0.111863244124689,-0.370598068501756,-0.223894670427866,0.0382797989946005,1.109431662247,-0.360139882233705,-0.260569733677463,-0.0276497923529284,-0.189605531791037,-0.25094447945076,0.574116809602157,-0.0276499402888935,-0.209246825170622,0.589600220730641,-0.260862887515203,-0.257272544457592,-0.2922144590728,1.09293879509272,-0.244990628427391,-0.254009663730179,-0.387183850354471,-0.428707164296376,-0.403281184885433,-0.454619870722815,-0.375117052086318,'1'
-0.340086242842967,-0.251688336603016,0.27520054349599,-0.214861136552452,-0.222231021315813,-0.257271468514071,-0.231162950101935,-1.37190881967722,-0.252253336446499,-0.175462770203863,0.417814521243647,-0.184823797173001,-0.18248895125339,-0.111863244124689,-0.0148028742181181,-0.223894670427866,0.0382797989946005,1.109431662247,0.181284757177989,-0.0774796871587566,-0.0267583405909641,-0.110949793511397,-0.101588808789038,-0.609717721263517,-0.0267585542674644,-0.114743144453487,0.589600220730641,-0.260862887515203,-0.257272544457592,-0.168087731096712,-0.969735659810384,-0.0786170515069745,-0.117793611888823,0.105726248017607,0.117182264978509,-0.151763754509331,-0.454619870722815,-0.0551382573444992,'1'
-0.340086242842967,-0.251688336603016,-0.496894401593827,-0.214861136552452,-0.222231021315813,-0.257271468514071,-0.231162950101935,0.904661361975438,-0.252253336446499,-0.175462770203863,0.417814521243647,-0.283140294168766,-0.18248895125339,-0.111863244124689,-0.370598068501756,-0.223894670427866,-0.359477146431183,-0.901267191827309,-0.494386565366523,-0.291084741430581,-0.0276914692511723,-0.228933400930857,-0.268515734822727,1.24495637709271,-0.0276913542412166,-0.219095876547054,0.589600220730641,-0.260862887515203,-0.257272544457592,-0.2922144590728,1.09293879509272,-0.265787325542443,-0.269144780601441,-0.485765870028887,-0.610670307388005,-0.403281184885433,-0.454619870722815,-0.375117052086318,'1'
