@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute class {'1','2','3','4','5','6','7','8','9','10'}
@data
-0.139273070245034,-0.714070779920583,-1.44575094918652,-1.35190199743569,-1.35190199743569,-0.764559971042157,-0.195050180049386,-1.28549509483549,1.51283426496465,-0.942873187437818,1.80211754331494,-1.02831836592068,-0.628227659223427,-0.0574620848045749,-0.271466161038185,-0.16546767156851,-1.06831073234466,-2.11909338968731,-0.701231871194931,-0.458335984184067,-1.06536318883668,0.153233656354179,-1.18136421877471,1.87012873216781,1.11271822746075,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,-0.23015561067009,5.45871521662026,-0.319495566747479,'10'
1.30413043994791,-0.97690939855161,-1.15034398270343,-0.132494425713892,-0.132494425713892,0.358767256625864,-0.195050180049386,0.119446466208207,-1.74434055916019,0.868636236108346,-0.535235353438439,0.393083460043717,0.172019197282868,-0.0574620848045749,-0.271466161038185,1.52876480098017,-0.865335193874812,1.89334894655147,0.654982782578481,0.957975501826582,0.216587190615181,0.0891047678878434,0.132006900650227,-0.234942916270848,-0.52440215425659,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,2.3240208210179,-0.366617603513991,-0.23015561067009,-0.183107121996499,-0.319495566747479,'7'
1.30413043994791,-0.784533898957837,-0.992435531528827,-0.0308771280704083,-0.0308771280704083,-0.202896357208147,-0.195050180049386,0.470681856469133,-1.80250439530528,0.868636236108346,-0.535235353438439,0.926109144780365,0.172019197282868,-0.0574620848045749,-0.271466161038185,1.52876480098017,-0.865335193874812,1.89334894655147,0.315929119135128,0.957975501826582,0.216587190615181,0.0249758794215074,-0.00624269086818777,-0.200433544984968,-0.52440215425659,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,2.3240208210179,-0.366617603513991,-0.23015561067009,-0.183107121996499,-0.319495566747479,'7'
1.30413043994791,-0.52281374253375,-0.548787978228766,0.0707401695730752,0.0707401695730752,-0.202896357208147,-0.195050180049386,0.821917246730058,-1.80250439530528,1.20829425302325,-0.535235353438439,2.63179133593764,0.172019197282868,-0.0574620848045749,-0.271466161038185,1.19505234426603,-1.37277404004942,0.332954704680836,2.35025109979524,-0.458335984184067,-0.0275938340423158,-0.0391530090448286,-0.0753674866273951,-0.200433544984968,1.11271822746075,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,2.3240208210179,-0.366617603513991,-0.23015561067009,-0.183107121996499,-0.319495566747479,'7'
1.30413043994791,-0.386361353287003,-0.597127300016908,-0.132494425713892,-0.132494425713892,0.358767256625864,-0.195050180049386,0.470681856469133,-1.80250439530528,1.20829425302325,-0.535235353438439,2.08099812837644,-0.628227659223427,-0.0574620848045749,-0.271466161038185,1.19505234426603,-1.37277404004942,0.332954704680836,1.67214377290854,-0.458335984184067,-0.0275938340423158,0.0891047678878434,-0.00624269086818777,-0.269452287556727,1.11271822746075,-0.469395988703659,1.63419437796926,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,-0.23015561067009,-0.183107121996499,-0.319495566747479,'3'
1.30413043994791,-0.982501709586313,-0.805523487281344,0.0707401695730752,0.0707401695730752,-0.483728164125152,-0.195050180049386,2.22685880777376,-1.22086603385441,5.17097111703048,-0.535235353438439,-1.45473891371,2.9728831950549,-0.0574620848045749,4.03552681185123,2.04216858054037,-1.47426180928435,2.00480567811366,0.315929119135128,3.79059847384788,-3.75135446006914,-1.7706329976359,-2.14911135940362,5.21753774689814,-0.52440215425659,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,4.34284278451319,-0.183107121996499,-0.319495566747479,'9'
1.30413043994791,-0.714070779920583,-0.805523487281344,0.0707401695730752,0.0707401695730752,-0.483728164125152,-0.195050180049386,1.87562341751283,-1.04637452541916,5.62384847291703,-0.535235353438439,-1.45473891371,1.77251291029546,-0.0574620848045749,4.03552681185123,2.04216858054037,-1.47426180928435,2.00480567811366,0.654982782578481,3.79059847384788,-4.05658074089101,-1.7706329976359,-2.21823615516282,6.77045945476272,-0.52440215425659,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,4.34284278451319,-0.183107121996499,-0.319495566747479,'9'
0.319991682998175,-0.913157052755999,-1.09985624661359,-1.14866740214873,-1.14866740214873,-0.764559971042157,-0.195050180049386,-1.28549509483549,2.09447262641552,-0.942873187437818,-0.209093088775177,1.31699464692057,-0.628227659223427,-0.0574620848045749,-0.271466161038185,-0.0627869156564691,-1.06831073234466,-1.89617992656293,-1.37933919808164,-0.458335984184067,-0.943272676507928,-0.80869967064086,-1.0431146272563,-0.545527257843765,1.11271822746075,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,-0.23015561067009,5.45871521662026,-0.319495566747479,'10'
0.319991682998175,-0.848286244753448,-0.992435531528827,-1.14866740214873,-1.14866740214873,-0.764559971042157,-0.195050180049386,-0.934259704574569,2.1526364625606,-0.942873187437818,-0.263450132885721,0.961644190429475,-0.628227659223427,-0.0574620848045749,-0.271466161038185,-0.0627869156564691,-1.06831073234466,-1.89617992656293,-1.37933919808164,-0.458335984184067,-0.943272676507928,-0.80869967064086,-1.0431146272563,-0.545527257843765,1.11271822746075,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,-0.23015561067009,5.45871521662026,-0.319495566747479,'10'
0.319991682998175,-0.780060050130075,-0.548787978228766,-1.14866740214873,-1.14866740214873,-0.764559971042157,-0.195050180049386,-0.231788924052718,2.26896413485078,-1.16931186538109,-0.209093088775177,0.428618505692827,-0.628227659223427,-0.0574620848045749,-0.271466161038185,-0.0627869156564691,-1.06831073234466,-1.89617992656293,-1.04028553463828,-0.458335984184067,-0.943272676507928,-0.80869967064086,-1.0431146272563,-0.614546000415524,1.11271822746075,-0.469395988703659,-0.611634482769362,-0.159858642565883,-0.198972790318549,-0.187181906203117,-0.430086350377895,-0.366617603513991,-0.23015561067009,5.45871521662026,-0.319495566747479,'10'
