@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute class {'1','2','3','4','5'}
@data
-1.66562290821465,-1.65146104840793,-1.85523170565847,-1.6748240208004,-1.71065158837623,'4'
-1.28829581526066,-1.28028411385039,-1.44985399677439,-0.742947777254572,1.66297252250261,'1'
-1.38262758849915,-1.37307834748978,-1.65254285121643,-0.704119600440163,-0.473656081053993,'2'
-1.19396404202216,-1.18748988021101,-1.24716514233234,0.849007472136214,-0.586110218083288,'3'
-1.28829581526066,-1.28028411385039,-1.5309295385512,2.13033730701172,-0.811018492141877,'2'
-1.24112992864141,-0.955504296112545,-0.233720870122128,-1.2865422526563,0.763339426268249,'3'
-1.19396404202216,-1.18748988021101,-0.112107557456902,-0.548806893182525,0.388492302837267,'3'
-0.958134608925914,-1.55866681476855,-0.476947495452579,-0.121696948224021,-1.67316687603314,'4'
-0.722305175829669,-1.00190141293224,-0.436409724564171,1.12080470983708,-0.773533779798779,'2'
-1.66562290821465,-1.65146104840793,0.171656838761958,-0.89826048451221,1.47554896078711,'1'
-0.816636949068167,-0.816312945653468,0.374345693204002,-0.509978716368115,1.32561011141472,'1'
-1.38262758849915,-1.37307834748978,0.212194609650367,-0.0828687714096119,-0.586110218083288,'2'
-1.19396404202216,-1.18748988021101,0.252732380538776,1.35377377072354,-0.436171368710895,'3'
-1.19396404202216,-1.18748988021101,0.982412256530131,-1.09240136858426,1.66297252250261,'1'
-0.722305175829669,-0.723518712014083,0.982412256530131,-0.509978716368115,0.538431152209659,'3'
-1.09963226878366,-1.09469564657162,1.18510111097217,-0.315837832296068,1.28812539907162,'1'
-1.4297934751184,-1.32668123067008,0.982412256530131,-1.63599584398599,-1.52322802666074,'4'
-1.19396404202216,-0.49153312791562,-1.44985399677439,-1.36419860628512,-0.473656081053993,'2'
-0.958134608925914,-0.166753310177773,-1.65254285121643,-0.626463246811344,-0.623594930426386,'2'
-0.722305175829669,-0.305944660636851,-0.841787433448257,0.227756643105664,0.388492302837267,'3'
-1.09963226878366,-0.352341777456543,-1.0444762878903,1.35377377072354,-0.96095734151427,'2'
-0.816636949068167,-0.259547543817158,-0.355334182787354,-1.20888589902748,0.763339426268249,'3'
-1.19396404202216,-0.398738894276235,-0.598560808117805,-0.548806893182525,0.72585471392515,'3'
-0.816636949068167,-0.213150426997466,-0.558023037229397,-0.0440405945952024,-0.661079642769484,'2'
-1.38262758849915,-0.305944660636851,-0.436409724564171,1.27611741709472,-0.773533779798779,'2'
-1.24112992864141,-0.259547543817158,0.901336714753314,-0.975916838141028,1.47554896078711,'1'
-1.47695936173765,-0.352341777456543,0.374345693204002,-0.704119600440163,-1.33580446494525,'4'
-1.24112992864141,-0.468334569505774,0.577034547646045,0.0724439358480259,-0.773533779798779,'2'
-1.28829581526066,-0.143554751767927,0.658110089422862,1.97502459975409,0.388492302837267,'1'
-0.958134608925914,-0.375540335866389,1.38778996541422,-0.8594323076978,1.32561011141472,'1'
-1.09963226878366,-0.514731686325467,1.18510111097217,-0.471150539553706,0.500946439866561,'3'
-0.958134608925914,-0.282746102227004,1.18510111097217,0.849007472136214,-0.811018492141877,'2'
-1.19396404202216,-0.463694857823805,0.982412256530131,1.27611741709472,-1.11089619088666,'2'
-0.816636949068167,-0.166753310177773,-1.69308062210484,-0.937088661326619,1.36309482375782,'1'
-0.722305175829669,0.436409208478229,-0.720174120783031,-0.471150539553706,1.21315597438543,'1'
-1.38262758849915,-0.0275619597186959,-1.36877845499757,-0.00521241778079297,-0.623594930426386,'2'
-1.19396404202216,0.297217858019151,-0.963400746113483,1.12080470983708,-0.73604906745568,'2'
-0.816636949068167,0.204423624379767,-0.558023037229397,-1.36419860628512,-0.473656081053993,'2'
-1.24112992864141,-0.120356193358081,-0.598560808117805,-0.665291423625753,-1.71065158837623,'4'
-0.769471062448918,0.111629390740382,-0.314796411898945,0.227756643105664,-0.0238395329368141,'3'
-1.57129113497615,-0.120356193358081,-0.395871953675762,1.27611741709472,-1.33580446494525,'2'
-0.722305175829669,0.621997675756999,0.577034547646045,-0.89826048451221,1.21315597438543,'1'
-1.00530049554516,0.621997675756999,0.374345693204002,-0.548806893182525,0.538431152209659,'3'
-0.816636949068167,-0.120356193358081,0.617572318534453,0.810179295321805,-0.773533779798779,'3'
-1.12321521209329,-0.0275619597186959,0.779723402088088,-0.626463246811344,-1.56071273900384,'4'
-0.863802835687416,0.0188351571009966,1.38778996541422,-1.13122954539867,0.763339426268249,'3'
-1.19396404202216,0.158026507560074,1.18510111097217,-0.471150539553706,0.613400576895856,'3'
-1.05246638216441,0.158026507560074,1.59047881985626,-0.19935330185284,1.17567126204233,'1'
-0.816636949068167,-0.0739590765383882,1.02295002741854,1.08197653302267,1.66297252250261,'1'
-1.24112992864141,0.714791909396384,-1.77415616388165,-0.975916838141028,0.800824138611347,'3'
-1.38262758849915,0.668394792576691,-1.49039176766279,-0.587635069996934,-0.773533779798779,'2'
-0.580807515971922,1.59633712897054,-1.08501405877871,0.305412996734482,-0.0238395329368141,'3'
-1.24112992864141,0.900380376675154,-1.36877845499757,1.35377377072354,-1.52322802666074,'2'
-0.533641629352674,1.828322713069,-0.558023037229397,-0.975916838141028,1.51303367313021,'1'
-0.816636949068167,1.68913136260993,-0.355334182787354,-0.548806893182525,0.351007590494168,'3'
-1.19396404202216,1.13236596077362,-0.517485266340988,-0.0440405945952024,-0.73604906745568,'2'
-0.722305175829669,0.761189026216076,-0.395871953675762,1.58674283160999,-0.773533779798779,'3'
-1.24112992864141,1.13236596077362,0.820261172976496,-0.937088661326619,0.500946439866561,'3'
-0.816636949068167,0.714791909396384,0.495959005869227,-0.393494185924887,1.36309482375782,'1'
-1.28829581526066,1.03957172713423,0.577034547646045,0.810179295321805,-1.33580446494525,'2'
-1.24112992864141,1.17876307759331,0.293270151427184,1.23728924028031,-1.67316687603314,'2'
-1.38262758849915,1.92111694670839,1.06348779830695,-0.937088661326619,0.388492302837267,'3'
-0.958134608925914,2.01391118034777,1.3067144236374,-0.509978716368115,0.201068741121775,'3'
-0.722305175829669,1.50354289533116,1.10402556919536,0.188928466291254,-0.661079642769484,'2'
-0.533641629352674,1.03957172713423,1.22563888186058,1.43143012435236,-0.661079642769484,'3'
-0.486475742733425,-1.18748988021101,-1.73361839299325,-1.32537042947071,-1.14838090322976,'4'
-0.156314536398682,-0.723518712014083,-1.61200508032802,-0.665291423625753,-0.811018492141877,'4'
-0.297812196256429,-1.37307834748978,-1.08501405877871,0.46072570399212,0.201068741121775,'3'
