@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute class {'1','2'}
@data
-0.338270706172881,-0.300905105501863,-0.411536927892778,-0.0420139615140928,-0.316735548655515,-0.340719478750206,1.01327501713619,-0.294991224327903,-0.375324328506801,-0.200614261621714,0.946701629977024,-0.372780915828708,-0.228725333092564,-0.379735993469591,-0.338140311460093,-1.19854948947465,-0.44066634963548,-0.892331766681844,-0.246899800907539,-0.377646545679334,-0.485110237234383,2.65368167679565,-0.246899772088433,-0.380429993491848,-0.0161680779386621,-0.334482959639855,-0.317255150057848,-0.377307416003667,-0.298074089732997,-0.513810351675685,-0.461840528286642,-0.588703774907056,-1.16559812920949,-0.346403623195793,0.521385812145541,-0.406370621908492,'1'
-0.338270706172881,-0.482569857202744,-0.479106076384265,-0.411122467740498,-0.316735548655515,-0.340719478750206,2.28283807372029,-0.294991224327903,-0.375324328506801,-0.200614261621714,0.946701629977024,-0.401716296355108,-0.228725333092564,-0.379735993469591,-0.554190510463327,-1.19854948947465,-0.463382344844806,-0.812736745755663,-0.245880001704903,-0.377646545679334,-0.478058528453293,1.6672198297488,-0.245880759191939,-0.374348352791834,-0.0161680779386621,-0.334482959639855,-0.317255150057848,-0.413179547821269,7.58900867135519,-0.513810351675685,-0.450011898144537,-0.588703774907056,-0.761892593988167,-0.554264397629997,-5.26721671586471,-0.495057111505747,'1'
-0.0423955361126563,0.244089149600782,-0.141260333926832,-0.337300766495217,0.000106322775648057,-0.0524332644754719,-0.371702862773738,0.0318020279015211,-0.375324328506801,0.153550726312354,0.946701629977024,0.176991314172893,-0.228725333092564,-0.379735993469591,0.0939600865463725,-0.639076200214868,-0.266726729175501,0.823736884486615,-0.0783294301655147,-0.0551021536165782,-0.0196974576824793,-0.922242518749165,-0.0783309789817304,-0.0621411675954488,-1.009997951231,-0.0294770784505135,-0.000425275000077537,0.232518824895573,-0.0789884574805476,-0.0992938562571384,0.0349619376817652,-0.194394734817113,1.0547823145078,-0.207829773572991,-0.06938242299882,-0.110748989917645,'1'
-0.0423955361126563,0.0624243978999003,-0.175044908172576,-0.337300766495217,0.000106322775648057,-0.0524332644754719,-0.294759647223187,0.0318020279015211,-0.375324328506801,0.153550726312354,0.946701629977024,0.0323144115408924,-0.228725333092564,-0.379735993469591,0.0939600865463725,1.59881695682427,-0.142762298176039,0.221998526284688,-0.145189573108443,-0.113746588537079,-0.104317963055553,-0.675627056987454,-0.145189547357203,-0.104575766692011,-1.009997951231,-0.0294770784505135,-0.000425275000077537,0.0531581658075611,-0.122805583931038,-0.0992938562571384,-0.106981624023494,0.0309247166628546,1.0547823145078,-0.18473413196919,-0.178538927812727,-0.14031115311673,'1'
-0.0423955361126563,-0.300905105501863,0.230369982776343,-0.337300766495217,0.000106322775648057,-0.0524332644754719,-0.948776979402875,0.0318020279015211,-0.375324328506801,-0.200614261621714,-0.900678312222365,-0.112362491091108,0.3521850299323,2.62987374200749,0.310010285549606,1.03934366756449,-0.0999264214955961,0.574604468987669,-0.0725125647059129,0.00354228130392295,0.0578713389095045,-0.798934787868309,-0.0725141136975816,0.00166717196772222,1.97149166864601,-0.0294770784505135,-0.000425275000077537,-0.126202493280451,-0.560976848435937,0.142507432737014,-0.000523952744549629,0.0872545795328465,0.651076779286474,0.0924135672764148,0.330858094652176,0.243996968471372,'1'
-0.338270706172881,0.0624243978999003,-0.175044908172576,-0.411122467740498,-0.316735548655515,-0.340719478750206,-0.910305371627599,-0.294991224327903,-0.375324328506801,-0.200614261621714,0.946701629977024,-0.228104013196708,-0.228725333092564,-0.379735993469591,0.0939600865463725,-0.0796029109550835,-0.124914016225854,-0.246816146970517,-0.20303035085982,-0.201713240917831,-0.203041885990805,-0.305703864344886,-0.203029143950865,-0.203309541271983,-0.0161680779386621,-0.334482959639855,-0.317255150057848,-0.197946756915655,-0.560976848435937,-0.202922980111775,-0.201610665160334,-0.194394734817113,-0.358187058766841,-0.254021056780592,-0.305557406141638,-0.14031115311673,'1'
-0.338270706172881,-0.664234608903626,-0.445321502138521,-0.411122467740498,-0.237525080797724,-0.340719478750206,2.28283807372029,-0.294991224327903,2.06205908099082,-0.377696755588748,-0.900678312222365,-0.401716296355108,-0.228725333092564,-0.379735993469591,-0.338140311460093,-0.639076200214868,-0.438070235897271,-0.706875367923842,-0.243414635166841,-0.348324328219084,-0.449851693328935,0.92737344446367,-0.243414606452857,-0.359476687993247,-0.0161680779386621,-0.181980019045184,-0.238047681293406,-0.413179547821269,1.0164397037817,-0.479267310390806,-0.426354637860327,-0.532373912037064,-0.761892593988167,-0.484977472818596,-1.959443842716,-0.435932785107577,'1'
-0.190333121142769,1.87907191490872,0.703354022216748,4.53493151569333,-0.158314612939933,-0.196576371612839,-1.25654984160508,-0.131594598213191,-0.375324328506801,-0.200614261621714,-0.272569131874573,0.205926694699293,-0.228725333092564,-0.379735993469591,0.0939600865463725,-1.19854948947465,1.02191922762781,0.411434676088998,0.150919386271075,0.619308847969185,0.805352469704986,-0.798934787868309,0.150918616815454,0.618063945296166,-0.691972391777451,-0.181980019045184,-0.158840212528963,0.304263088530778,-1.04296523939133,0.418851763016044,1.06405276004489,0.763212933972749,1.25663508211846,1.89387361237285,1.15912442208861,0.628305090059474,'1'
-0.190333121142769,-0.482569857202744,-0.343967779401292,-0.411122467740498,-0.237525080797724,-0.196576371612839,0.743973762709259,-0.294991224327903,2.06205908099082,-0.200614261621714,-0.272569131874573,-0.314910154775908,0.158548242257345,2.62987374200749,-0.338140311460093,-0.639076200214868,-0.473442285580364,-0.503908064562081,-0.238753987692958,-0.348324328219084,-0.428696566985667,0.187527059178536,-0.238754745394935,-0.345318784884532,1.97149166864601,-0.181980019045184,-0.238047681293406,-0.341435284186065,0.709719818628271,-0.427452748463487,-0.426354637860327,-0.476044049167073,-0.560039826377504,-0.415690548007194,0.0252198811732338,-0.347246295510323,'1'
-0.190333121142769,-0.119240353800981,-0.343967779401292,-0.411122467740498,-0.237525080797724,-0.196576371612839,0.743973762709259,-0.294991224327903,2.06205908099082,-0.0235317676546797,0.946701629977024,-0.257039393723108,0.158548242257345,2.62987374200749,-0.338140311460093,0.479870378304701,-0.166776350254468,-0.682996861645988,-0.2376451428005,-0.319002110758833,-0.379334605518041,0.804065713582815,-0.237643738278619,-0.310911560409693,1.97149166864601,-0.181980019045184,-0.238047681293406,-0.26969102055086,0.490634186375821,-0.375638186536169,-0.379040117291908,-0.250724597687105,-0.560039826377504,-0.392594906403394,0.0252198811732338,-0.347246295510323,'1'
