@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute class {'1','2','3','4','5','6','7','8','9','10','11'}
@data
-0.613041576339126,-1.02810157981701,-0.903202948505906,-1.01801336361896,-0.908373741859479,-0.76331326937736,-0.960446920653087,-0.890544033829818,-0.912042741102668,-0.826877690569632,-0.613041576339126,-1.39167424960467,-1.02463654085293,-1.37441563671243,-1.14150624307486,-0.892828192139672,-1.31900792539401,-1.22511385874506,-1.26853459926341,-1.17376111340078,-0.613041576339126,-0.732990142436037,-0.638028952314957,-0.653718005108117,-0.750433350188336,-0.645123125976464,-0.80358484056516,-0.816328986517438,-0.756076593676156,-0.748080387621203,-0.613041576339126,-0.633358748875064,-0.191004445781731,-0.488905239235981,-0.276863521196269,0.0376480055873155,-0.557260487117882,-0.31214205407513,-0.223264481067047,-0.127293860272675,'7'
-1.53239834818129,-2.15198781233539,-1.36891975994029,-2.13006973283645,-1.82802213413859,-1.94980422844165,-2.19878088551675,-1.89490308864165,-1.8779277972617,-1.34406782604369,-1.53239834818129,-2.38390806337649,-1.46109061741275,-2.79191757602697,-1.93059977471301,-1.59234464119496,-2.24475967102707,-1.92320373423396,-1.85332136674672,-1.51248541190266,-1.53239834818129,-1.55285206825017,-0.963215620630611,-1.34146759113016,-1.17986106609584,-1.10244547402722,-1.50592984169477,-1.27823302300791,-1.19952412062094,-0.928854448261783,-1.53239834818129,-1.44271219895345,-0.841716362880491,-1.41173928303833,-0.89093201868742,-0.760580634093843,-1.42255631897976,-0.918348467007903,-0.868482777597674,-0.806663438879043,'7'
-0.0427453970145769,-0.303170633300825,-0.144020749044374,-0.379449745357357,-0.15400777952915,-0.250964900690509,-0.3962060415015,-0.207398910962311,-0.268119370329978,-0.254602215222599,-0.0427453970145769,-0.608587759323967,-0.389254415793053,-0.316685763213765,-0.244809048031504,0.273032556285809,-0.592727550366975,-0.475630863588262,-0.453377287013942,-0.54511177974052,-0.0427453970145769,-0.462705991068739,-0.230785834985074,-0.464775811146016,-0.344643857174822,-0.155987049365652,-0.443633027486237,-0.383038474411331,-0.340344537165422,-0.303805153843509,-0.0427453970145769,-0.241906753412316,0.141917930408332,0.385358591734669,0.628627314087293,1.3230308886033,0.204443590225323,0.459823924893948,0.714783657735171,0.319149005668652,'7'
-0.844109855893038,-1.30542415667219,-1.19347849535885,-1.31340333669236,-1.22198655765973,-1.01948745372079,-1.34492964361479,-1.23437866520684,-1.22129541259218,-1.19411328972281,-0.844109855893038,-1.53759098692405,-1.27106979496493,-1.62625608278354,-1.37208552180029,-1.09449059186732,-1.45710348965972,-1.34503113797014,-1.35270845215873,-1.25413637067241,-0.844109855893038,-1.27355844517063,-0.783907083895811,-1.28478493294153,-1.19955958517417,-1.26151411682749,-1.31278496638412,-1.18830480351419,-1.23911764981244,-0.821615598729236,-0.844109855893038,-0.966621934201457,-0.687361443010553,-0.905221349222005,-0.651549384072225,-0.555154145940604,-0.959440239955095,-0.657869148950852,-0.664990853307246,-0.683729896083605,'7'
-1.14400698467577,-1.33948131523336,-0.565079784039846,-1.23521187323175,-0.709187223716077,-0.534104788649032,-1.270030411869,-0.759343977120164,-0.695989504856568,-0.55451128786436,-1.14400698467577,-1.56191044314395,-0.920718903576779,-1.568692552253,-1.04415054761301,-0.539918992616283,-1.38038373173432,-1.06236897979672,-0.945129796033999,-0.852260084314254,-1.14400698467577,-1.26004423760227,-0.653224591021296,-1.12229464613413,-0.904081798999279,-0.899632954456887,-1.27327806007058,-0.97574719380176,-1.0213532392592,-0.76340022326871,-1.14400698467577,-1.13589847277994,-0.239429518682104,-0.974607367553009,-0.276863521196269,0.184381211411057,-1.05084472923628,-0.41633378129795,-0.272896657723249,-0.25993268276249,'7'
0.242402692647698,-0.220460391080858,-0.0738442432117953,-0.279538430935473,-0.213339933869738,-0.327367727599952,0.227954223046717,0.131911580528173,-0.0901931757743656,0.0973319006325282,0.242402692647698,-0.696137801715598,-0.306120305972135,-0.446203706907479,-0.321668807606649,0.367561806158146,-0.531351744026662,-0.514175703339183,-0.378063839686546,-0.338432546756324,0.242402692647698,-0.525772293054442,-0.540776864594388,-0.597035346919487,-0.793770092160654,-0.792261620566709,-0.448022683743297,-0.660998425573739,-0.688767594050609,-0.368148463563037,0.242402692647698,-0.00386162103632174,0.169157033914792,-0.0448347219175556,0.207105718351842,0.372199714865448,-0.337889712843039,-0.0469267484170416,-0.0694047334328214,-0.0464165294862028,'7'
0.193239228912823,-0.400476800618434,-0.622496925175592,-0.618368105931427,-0.61171297015654,-0.673427590660369,-0.411185887850657,-0.42908176540276,-0.619735421475591,-0.618777517716166,0.193239228912823,-0.613451650567946,-0.748512533233449,-0.467790030856431,-0.664975733708962,-0.432785842760969,-0.648988706178929,-0.762575781734007,-0.8077935097311,-0.89244771295007,0.193239228912823,-0.255488141687145,-0.404016116237338,-0.374083558044208,-0.474654083091773,-0.50991477959624,-0.307553683517377,-0.419827291476943,-0.482881242254817,-0.371212430692538,0.193239228912823,-0.231326969751161,-0.0759948976433455,-0.0795277310830576,-0.0582967678519603,0.201989196109906,-0.276953386655582,-0.278990140867869,-0.327492052045072,-0.37639603909501,'7'
-0.765448313917238,-0.80916270335239,-0.268424554838491,-0.774751032852636,-0.37438435279419,-0.403770554509394,-0.845601431976216,-0.406461065970061,-0.382500495401442,-0.279084588499477,-0.765448313917238,-1.40626592333661,-0.962285958487238,-1.48954269777351,-1.13638225910318,-0.779393092292868,-1.46733279071644,-1.25509317855133,-1.15334932688033,-1.06180986220101,-0.765448313917238,-0.746504350004402,-0.467837798803961,-0.634823785711907,-0.482533490723103,-0.279265247535857,-0.78163655927986,-0.509755510970664,-0.372019360518621,-0.398788134858051,-0.765448313917238,-0.289515779887515,0.438521501923116,0.0731215092451512,0.633831284405015,1.08825775928531,-0.0819571428557222,0.47403188769706,0.575813563097805,0.516489692787644,'7'
-0.421304067773113,-0.765374928059466,-0.373689313587358,-0.792126913621659,-0.552380815815953,-0.709381862147165,-0.730755943299344,-0.578378381658573,-0.768007250271934,-0.410677344862699,-0.421304067773113,-1.09011299247794,-0.715852704375231,-0.935493716417067,-0.654727765765609,-0.243727343016296,-0.976326339993932,-0.813968901401901,-0.790072698595243,-0.734567743309365,-0.421304067773113,-0.579829123327901,-0.391859605272267,-0.56680459588555,-0.458895267829112,-0.442310606406128,-0.592881340226279,-0.395301413433202,-0.39577547803352,-0.291549285325503,-0.421304067773113,-0.294805671718093,0.105599125733053,-0.197483962245764,0.155066015174626,0.219597180808756,-0.39273240641175,-0.0469267484170416,-0.0942208217609224,-0.175820258744559,'7'
0.473470972201609,-0.093962373567967,-0.6256867663498,-0.405513566510892,-0.522714738645659,-0.637473319173572,-0.23142773166077,-0.42908176540276,-0.746825560443885,-0.796274723973534,0.473470972201609,-0.613451650567946,-0.727729005778219,-0.381444735060622,-0.670099717680638,-0.35086049287161,-0.628530104065491,-0.813968901401901,-0.878676754274532,-0.929764796683327,0.473470972201609,-0.178907632133078,-0.726163656811723,-0.249381710029221,-0.671639273875033,-0.597402533136385,-0.0968501831784947,-0.509755510970664,-0.573946359395263,-0.582626162628131,0.473470972201609,0.234183511339673,-0.181924744612911,0.503314822897376,0.165473955810069,0.254813150206454,0.40553346664393,0.189872631634822,0.20357223817629,-0.0399463430232851,'7'
