@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute class {'1','2','3','4','5','6','7','8','9'}
@data
-1.21950504806248,-1.48209792430213,2.12850568183871,0.835242992255469,0.10726632706212,0.241753650491995,-1.51246617324839,0.618068171616698,-0.71158361581867,0.375292348127809,1.85620388712981,-1.08815686432027,-1.92834763395943,-0.00779763287111929,'1'
-1.21950504806248,-1.28969619066157,2.19035215683887,0.871981631080192,0.0183404273046127,0.129184581349533,-1.29016606339218,0.650803383799179,-0.926943563683023,0.100015466492229,2.1039761009317,-0.938640894883673,-2.28188344490642,0.025484652636515,'1'
-1.21950504806248,-1.09729445702102,2.28610495749515,0.751334686050511,0.0970952193399892,-0.00874152084666638,-1.01654453962302,0.707141738514987,-1.37281494471008,0.340589418647135,2.09319737851968,-1.15838837712114,-2.07969679830642,-0.11728803744795,'1'
-1.21950504806248,-0.904892723380462,1.83972301545263,0.806159319564807,-0.0435960510941031,0.197372327480162,-0.931053287190439,0.510642126173198,-1.49799135110813,0.191160846566264,2.06605404211181,-1.23064795646271,-1.89803086162428,0.0650146517906911,'1'
-1.21950504806248,-0.712490989739906,1.88739201916918,0.646772267485199,-0.113313630593995,0.170689457780373,-0.982108076569198,0.770204918401694,-1.24671306582993,0.17589260050775,1.84290071817446,-1.47146144051228,-1.96374611367354,0.187800874836717,'1'
-1.21950504806248,-0.520089256099349,1.77363397093186,0.56337082661,-0.117149862812289,0.185045630014163,-1.12173553621159,1.24939012085024,-1.11418290511456,0.195421146098302,1.62588135645206,-1.58501590665063,-1.84383618714701,0.0940773993504745,'1'
-1.21950504806248,-0.327687522458793,1.67834831604149,0.500337574062984,-0.262067778478041,0.211523271928445,-0.960267718295712,1.21993450320924,-1.25129040270091,0.225191097173458,1.46191412460864,-1.53131960870924,-1.60759801941528,-0.0596443311916741,'1'
-1.21950504806248,-0.135285788818237,1.69024845171628,0.46512732915569,-0.334083702413141,0.437348760415623,-0.994601340457764,1.4014495707942,-1.3609276258689,0.130953480107382,1.267697822781,-1.37929228879033,-1.35018607093786,-0.0687516948654886,'1'
-1.21950504806248,0.0571159448223196,1.61725088511426,0.379422900166815,-0.172877076850598,0.56299377132038,-1.09025860548747,1.58961768791194,-1.25614288003955,-0.119559432767308,1.04523097114929,-1.5131015301245,-0.928873753141314,0.327900413808732,'1'
-1.21950504806248,0.249517678462876,1.63915237001014,0.0035055785233266,-0.170025364405141,0.669376688642564,-0.739255024047539,1.72005058597214,-1.59122019729598,-0.181847410625558,1.03085380519962,-1.3548605595277,-0.806984205667962,0.0974032966648026,'1'
-1.21950504806248,0.441919412103432,1.42257996852576,-0.050190954718581,-0.332803826708453,0.849377744451567,-0.461070411821509,1.77859190065772,-1.58224686613496,-0.387614142001576,0.842311972027515,-1.10622823170845,-0.770279584298213,0.107217802057318,'1'
-1.21950504806248,0.634321145743989,1.14244352592776,0.150052042249027,-0.634158539382144,1.00314221955466,-0.231308623929422,1.79992030758316,-1.58162154689029,-0.590664085059122,0.718276391318085,-1.26125018605129,-0.507979808843838,0.398824396957968,'1'
