@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute class {'1','2','3','4'}
@data
1.18041520722859,2.20651463795866,'4'
1.44463624055327,2.20651463795866,'4'
0.850138915572744,2.20651463795866,'4'
0.718028398910404,2.20651463795866,'4'
-0.338855734388316,2.20651463795866,'4'
-0.206745217725976,2.20651463795866,'4'
0.189586332261044,2.20651463795866,'4'
0.255641590592214,2.20651463795866,'4'
0.321696848923384,1.8633907215927,'4'
0.453807365585724,1.8633907215927,'4'
0.519862623916894,1.8633907215927,'4'
-0.404910992719486,1.8633907215927,'4'
1.3785809822221,1.8633907215927,'4'
1.04830469056625,1.8633907215927,'4'
0.784083657241574,1.8633907215927,'4'
1.11435994889742,1.8633907215927,'4'
0.718028398910404,1.8633907215927,'4'
0.0574758155987036,1.8633907215927,'4'
0.453807365585724,1.52026680522678,'4'
0.718028398910404,1.52026680522678,'4'
0.982249432235084,1.52026680522678,'4'
0.387752107254554,1.52026680522678,'4'
0.784083657241574,1.52026680522678,'4'
0.850138915572744,1.8633907215927,'4'
0.651973140579234,1.8633907215927,'4'
0.387752107254554,1.8633907215927,'4'
0.0574758155987036,1.52026680522678,'4'
-1.06546357603119,1.52026680522678,'4'
-0.933353059368847,1.52026680522678,'4'
0.784083657241574,1.17714288886082,'4'
0.321696848923384,1.52026680522678,'4'
0.255641590592214,1.17714288886082,'4'
-0.338855734388316,1.17714288886082,'4'
-0.272800476057146,1.17714288886082,'4'
-0.404910992719486,1.17714288886082,'4'
-0.603076767712997,1.52026680522678,'4'
-0.470966251050656,1.52026680522678,'4'
-0.206745217725976,1.52026680522678,'4'
-0.140689959394806,1.52026680522678,'4'
1.24647046555976,1.8633907215927,'4'
1.31252572389093,1.52026680522678,'4'
-0.00857944273246642,1.52026680522678,'4'
-0.404910992719486,1.52026680522678,'4'
0.585917882248064,1.52026680522678,'4'
0.255641590592214,1.52026680522678,'4'
-0.669132026044167,1.52026680522678,'4'
-0.735187284375337,1.52026680522678,'4'
1.11435994889742,1.52026680522678,'4'
0.123531073929874,1.52026680522678,'4'
-0.537021509381826,1.17714288886082,'2'
-0.470966251050656,1.52026680522678,'2'
-0.338855734388316,1.52026680522678,'2'
-0.669132026044167,1.52026680522678,'2'
-0.404910992719486,1.52026680522678,'2'
-0.272800476057146,1.52026680522678,'2'
-0.867297801037677,1.52026680522678,'2'
0.453807365585724,1.17714288886082,'2'
-0.272800476057146,1.17714288886082,'2'
-0.669132026044167,1.17714288886082,'2'
-0.404910992719486,1.52026680522678,'1'
-0.801242542706507,1.17714288886082,'1'
-0.272800476057146,1.17714288886082,'1'
0.0574758155987036,1.17714288886082,'1'
-0.603076767712997,1.17714288886082,'1'
-0.735187284375337,1.17714288886082,'1'
-0.470966251050656,1.17714288886082,'1'
-0.603076767712997,0.834018972494908,'1'
-0.338855734388316,0.834018972494908,'1'
-0.404910992719486,0.834018972494908,'1'
-0.272800476057146,0.834018972494908,'1'
-0.404910992719486,0.490895056128995,'1'
-0.272800476057146,0.490895056128995,'1'
-0.338855734388316,0.490895056128995,'1'
-0.206745217725976,0.490895056128995,'1'
-0.140689959394806,0.490895056128995,'1'
-0.206745217725976,0.147771139763033,'1'
-0.404910992719486,0.147771139763033,'1'
-0.470966251050656,0.147771139763033,'1'
-0.338855734388316,0.147771139763033,'1'
-0.603076767712997,0.147771139763033,'1'
-0.669132026044167,0.147771139763033,'1'
-0.272800476057146,0.147771139763033,'1'
-0.537021509381826,0.147771139763033,'1'
-0.801242542706507,0.147771139763033,'1'
-1.32968460935587,0.147771139763033,'1'
-0.735187284375337,0.147771139763033,'1'
-1.19757409269353,0.147771139763033,'3'
-0.470966251050656,0.147771139763033,'3'
-0.735187284375337,0.147771139763033,'3'
-0.206745217725976,0.147771139763033,'3'
-0.603076767712997,0.147771139763033,'3'
-1.32968460935587,0.147771139763033,'3'
-0.933353059368847,-0.19535277660288,'3'
-0.272800476057146,0.147771139763033,'3'
-0.537021509381826,0.147771139763033,'3'
-1.46179512601821,0.147771139763033,'3'
-0.404910992719486,0.147771139763033,'3'
-1.2636293510247,-0.19535277660288,'3'
-0.867297801037677,0.147771139763033,'3'
-0.669132026044167,0.147771139763033,'3'
-1.06546357603119,-0.19535277660288,'3'
-0.999408317700017,-0.19535277660288,'3'
-0.867297801037677,-0.19535277660288,'3'
-0.272800476057146,-0.19535277660288,'3'
-0.669132026044167,-0.19535277660288,'3'
-0.338855734388316,-0.19535277660288,'3'
-0.603076767712997,-0.538476692968841,'3'
-0.933353059368847,-0.538476692968841,'3'
-1.06546357603119,-0.538476692968841,'3'
-0.999408317700017,-0.538476692968841,'3'
-0.470966251050656,-0.538476692968841,'3'
-0.669132026044167,-0.538476692968841,'3'
-0.867297801037677,-0.538476692968841,'3'
-0.801242542706507,-0.538476692968841,'3'
-1.46179512601821,-0.538476692968841,'3'
-1.2636293510247,-0.538476692968841,'3'
