@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute class {'1','2'}
@data
-0.35188317950749,-0.530606068249249,-0.588391675845347,-0.205933246506214,-0.245966644634869,-0.41609392723437,-0.595394065325616,0.572009081319208,0.866364236951691,-0.0624701602922837,-0.00226423199846961,-0.987931441811425,'1'
-0.284001114514191,-0.421043503562644,0.750898421064617,-0.149614158667047,1.04223410339863,-0.374311884113687,-0.613176715350086,1.28937263646066,-0.0803969401866267,0.132803077035272,-0.0630141906135767,0.212910636960358,'1'
-0.252349056134649,1.35837133089811,1.28401502824663,0.992193341831639,0.0945407962729129,1.40564273321167,-0.0116998519948292,-0.166989329735505,-1.78916327023347,-0.0797855001363686,0.243928071810068,1.90171705797352,'2'
1.36486812302062,1.09949525675273,0.455052799761907,0.836363083750335,-0.45683177725688,0.999226400215991,1.30595305833364,0.194581229503801,-2.24562316914912,-0.843012156359525,1.0482180977499,1.72368992786092,'1'
-0.821941104081165,0.308253482535991,0.236449929032972,0.198949575911679,-0.0607753329945895,0.388550546765908,-0.400461310333457,-1.5043996386018,-0.196030320682673,0.373240473001586,-0.38121150663151,0.564927261030178,'1'
0.595607102089544,0.816419557644473,0.62489010088013,0.163111036277483,0.345726832549483,0.441761425837897,1.34232566887448,-1.87963118950639,-0.24540655120297,0.806205678271101,-0.877178192788539,1.09071787883247,'1'
-0.0349068723584343,0.692113195617731,1.72988165609646,1.35176440318074,1.09781876483784,0.540761861935574,0.564994761179087,-1.68498725113948,0.56135741025568,-0.0833550234775586,0.141184638882814,-1.213099246088,'2'
0.60378940775703,0.230077492787782,1.28249966454413,0.841517096944639,1.04359750075469,0.0391299670858291,0.905636150359476,-0.876154222771043,-0.501445046846014,-1.71704344720851,1.87061332098542,-1.54721438621022,'1'
2.01665609220406,-0.000144558258392609,-2.5089694607109,-1.80989602871668,-1.64210651258012,-0.52360414594514,1.86633563573051,1.28324883274461,0.205108212976337,0.356758566664895,-0.385747255432102,0.184452635058701,'1'
1.71569224652581,0.874456978976321,-1.70865343452529,-1.8220914402187,-1.36552562739622,0.339594559000465,1.60745079825771,1.16506200490839,0.526583980665797,-0.268129800069123,0.289585035538077,-0.979071988127274,'1'
0.270282771689863,-0.0239273974307344,0.715403940494612,0.0657292235991899,0.513193978561035,0.161213188521522,-0.0657460165477259,-0.358912438856426,-0.12331612213909,0.0515818301004525,-0.0203752443567304,0.194215992463329,'2'
0.974768932311496,1.22067572535047,2.73631628743121,2.18293977043117,1.44657580851695,1.13988519073358,1.07772420035087,-0.381753968328927,-0.963554353384177,-1.04277939789362,1.15056319889146,0.0567448074251371,'1'
-0.453012334618044,-0.101196878084532,1.66279767065134,0.733984539970522,1.37163090462175,-0.0241689624211009,-0.157482671471504,-0.836284901531147,-0.434243609603396,-1.11127502564411,1.18859370806565,-0.828311622562856,'1'
-1.34666511639281,0.531468322478813,1.20195225543453,0.749373987818303,0.500839500980774,0.736882665879196,-0.89211339990569,-1.46667494060423,-0.043098612893971,-0.139970138289329,0.0880204293835685,-0.0672725788595894,'1'
-0.349003836500451,-0.855099855291814,-0.622837058467471,-1.01629898301908,0.163144853695255,-0.764104455725651,-0.762747348377985,0.751227235641906,-0.339427378422536,-0.988407783363652,1.10511848494706,-0.567047530640718,'2'
0.00670481276775987,-2.34940715991546,-1.60741548255468,-2.42661121314497,0.690456610192251,-2.5870285276991,-0.124529129959901,0.628415256475847,0.767122296550301,-0.145008092095927,0.129298651000237,-1.05195296691412,'1'
1.13756574304764,1.81467362419703,0.413263731504609,1.78143488342138,-1.43440865689295,2.06238025882914,0.841400418246546,-0.681768672746582,0.470497803907922,-0.247842581079626,0.212180737737207,-0.722387275981065,'1'
0.627445592750118,2.58716003783974,1.2170184676305,2.03347338779635,-0.874975258687276,2.48618722315333,0.923680630813753,0.123527019213721,1.41093042081061,0.948846539060313,-1.05078688566248,-0.77437670520191,'1'
-0.245637494017521,0.072878917154341,0.229397659494432,0.528888690980283,-0.215825075394062,0.435799630460701,-0.647825608894696,-0.0917698993651459,0.490178953206594,0.450000399396829,-0.487510850317177,-0.00050641895001066,'2'
0.762049699654742,0.914051629077044,0.148920190248021,0.2009555275258,-0.384529766698034,0.777427821992162,0.945063449248085,-0.739001690599059,2.05200561863982,2.00875451298683,-2.20885659545462,-0.384770257206668,'1'
1.20859644212058,-0.0590754641286981,0.0400179949359421,-0.364715568482847,0.695847273584657,-0.701864301497327,1.73278029732587,0.121279040634414,1.77108525548964,0.93035692175343,-1.06259146266915,-1.16799385182444,'1'
1.26346967683747,-0.217404571218962,1.18650720231293,-0.0615579642285885,1.54010486714239,-0.543394338068613,1.27468614117405,0.272950413768614,1.10902363006631,-0.216970523091467,0.0990981235696295,-1.22644828778777,'1'
-1.66513288179011,-2.32604110653365,-0.0267862310564075,-1.04320631950766,1.38469854389595,-1.8762390398444,-2.08658382069042,-0.254577810058902,0.122963378748084,0.437627296906111,-0.379059933482511,0.061575604129941,'2'
-0.820781080999192,-0.834442909548476,0.385637485543718,-0.328613278877676,0.815238931287281,-0.692290796057597,-0.636239612375686,-0.578826757114859,0.402745702384408,1.655981019143,-1.7198389090626,0.967044694295605,'1'
0.756166725453309,0.322137659183152,0.126338356919862,0.568668961832095,-0.230822446310678,0.257739850603764,0.622466540521973,0.933830277250688,1.18122183578372,0.816804524555602,-0.880725380953105,-0.524875333880689,'1'
0.801987637191233,-0.706958555868914,-0.395066237338434,-0.792934214020866,0.344237583129791,-0.841632533369359,0.547626676001814,0.413772060403376,1.55016690398371,0.725336948029884,-0.814957023344522,-0.978114209350609,'1'
