@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute class {'1','2','3','4'}
@data
-0.469514660760353,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'2'
-0.336295391879955,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'2'
-0.169771305779457,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.998749217771909,0.998749217771909,'2'
-0.402905026320154,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.998749217771909,0.998749217771909,'2'
-0.236380940219656,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'2'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'2'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'2'
-0.436209843540253,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,0.998749217771909,-0.998749217771909,'2'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,0.998749217771909,-0.998749217771909,'2'
-0.436209843540253,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'2'
-0.402905026320154,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'1'
1.59538400688582,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'1'
2.42800443738831,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.998749217771909,0.998749217771909,'1'
0.229886500861737,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.998749217771909,0.998749217771909,'1'
2.09495626518731,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'1'
-0.436209843540253,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'1'
-0.0698568541191587,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'1'
2.9275766956898,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,0.998749217771909,-0.998749217771909,'1'
-0.302990574659855,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,0.998749217771909,-0.998749217771909,'1'
0.463020221402434,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'1'
-0.469514660760353,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'4'
0.329800952522035,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'4'
0.0966672319813388,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.998749217771909,0.998749217771909,'4'
-0.336295391879955,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.998749217771909,0.998749217771909,'4'
-0.203076122999557,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'4'
-0.469514660760353,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'4'
-0.336295391879955,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'4'
1.26233583468482,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,0.998749217771909,-0.998749217771909,'4'
-0.469514660760353,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,0.998749217771909,-0.998749217771909,'4'
-0.103161671339258,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'4'
-0.436209843540253,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'3'
-0.436209843540253,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'3'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.998749217771909,0.998749217771909,'3'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.998749217771909,0.998749217771909,'3'
-0.469514660760353,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'3'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'3'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'3'
-0.369600209100054,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,0.998749217771909,-0.998749217771909,'3'
-0.502819477980452,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,1.99749843554382,0.998749217771909,-0.998749217771909,'3'
-0.402905026320154,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,'3'
-0.502819477980452,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'2'
0.296496135301936,-0.499374608885954,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,0.998749217771909,-0.998749217771909,1.99749843554382,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.499374608885954,-0.998749217771909,0.998749217771909,'2'
