@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute class {'1','2'}
@data
0.252843777717644,-1.34799579333885,'1'
-1.37961525502029,-1.62984664785246,'1'
-1.43040219747909,-0.946500973850554,'1'
0.594758798295278,-1.48064095406139,'1'
0.909999438032824,-0.0306093120347772,'1'
-1.13700035158244,0.500975950870939,'1'
-0.736091986781842,-1.41105924509504,'1'
-1.5705177741275,-2.73003506665806,'1'
1.11954767008539,-1.09693889687942,'1'
0.804068008937237,-0.695185073793379,'1'
0.803624695722693,-0.668256548220818,'1'
-1.6711417021568,-0.363680090152744,'1'
0.513301527311375,-0.22544280629687,'1'
0.793342689230531,-0.454543261401223,'1'
1.28812109502226,-0.124144929496447,'1'
0.213846515264061,-1.93127189548119,'1'
0.661219007952148,-0.773851530165799,'1'
0.630185040016039,-1.09654254288892,'1'
0.000808979200247229,-0.669473080270876,'1'
1.17909055926094,-1.66317962602403,'1'
-1.14296362933937,-0.230893654740514,'1'
-1.4200098734128,-1.05255509853701,'1'
-1.28176356677042,-1.1536410633029,'1'
-1.17340515104406,-1.35446303468883,'1'
-1.41908034570489,-1.61591539373084,'1'
-0.909362080291229,-1.85023123946269,'1'
0.506488395650067,-0.624014024568087,'1'
-1.24118304283632,-0.110821941399851,'1'
0.181227242929399,-0.716917830223114,'1'
-1.31166167227664,0.038662377473651,'1'
0.308760487373312,-0.712306781323702,'1'
-1.5035161911902,-0.133410194561561,'1'
-1.57172718160681,-1.61453404120948,'1'
-1.86550696734075,-0.0834656674613024,'1'
0.743211523462367,-0.634174029334534,'1'
0.645506925311333,0.0412877321236136,'1'
-1.07924501569134,-1.78069269776264,'1'
-2.3979097946636,-0.177103316643299,'1'
-1.54226421764298,-0.559161093409222,'1'
-1.12036691290587,-2.40749317721849,'1'
-1.29333669746347,0.607147804465463,'1'
0.285900234512732,0.397872897480109,'1'
0.771832805193977,-0.11844292604892,'1'
1.39048967505718,-0.434599984374153,'1'
-1.46398981296442,-1.28891550297235,'1'
-0.936624821526656,-0.305443523627417,'1'
0.663496861566048,-1.31097005175081,'1'
-1.03381051849569,-0.937220011597697,'1'
-1.5505931944895,0.157411602746994,'1'
-1.27852758459605,-0.465786372121915,'1'
-1.35581934569768,-1.51394253785748,'1'
-1.76141212156255,-1.53304601534031,'1'
1.04669108404724,-0.353406280775163,'1'
-0.9686516476299,-0.999906730848073,'1'
-0.0230809043521759,-0.54606963883183,'1'
0.806693158617831,0.731916901238122,'1'
0.368552612549669,0.294742374010729,'1'
-1.3194840054494,-0.972848703476636,'1'
-1.64663281443844,-0.210789481539082,'1'
-1.27825791941486,1.75093123792941,'1'
0.960849710950848,-1.51579873030805,'1'
-0.882042137350699,0.265290525508533,'1'
0.659850252865768,-0.418027678414823,'1'
1.40930699311784,-1.57954500973106,'1'
0.798958670920766,-1.63429680057751,'1'
-1.02508725846757,-1.24839713711157,'1'
0.348066230450841,0.186035424595763,'1'
1.13841810401507,-0.591124491950245,'1'
1.21914196742284,-0.149880468800564,'1'
-1.44766689782983,-2.27495004821627,'1'
-0.866785625432664,0.373275404287336,'1'
-1.83267523152999,-0.14956652504571,'1'
1.03815372956071,-1.50080006741992,'1'
-1.2393709745354,-0.77239169170573,'1'
-1.12877760647396,-1.70068020754129,'1'
0.101281731294631,-0.392178334499572,'1'
0.622597642417809,0.80960620767356,'1'
0.340354214852209,-0.147623998062554,'1'
0.439433696843741,-1.27686791137985,'1'
-1.11156397907421,-0.978264233247859,'1'
0.631508850905552,0.0434657169229098,'1'
0.943623826042858,-0.392688493101209,'1'
-1.795784217575,-2.12729837601173,'1'
0.640732625853319,0.844222430943096,'1'
0.402906322299758,-0.206315783032419,'1'
-1.08868329703324,-0.923375092008657,'1'
-1.3099476640416,-0.767764945618576,'1'
0.782114811686139,-0.618504311670408,'1'
0.516747930043796,-0.166060345066327,'1'
-0.722949895034558,0.560664507262464,'1'
0.274139155360064,-0.704214881042353,'1'
0.306699183071585,-0.716297791307278,'1'
1.0233139729227,-1.45160508103438,'1'
-1.4908194555755,0.645264500601615,'1'
0.968719031238511,-0.310796264647669,'1'
0.906250683430576,-0.942973030905388,'1'
-1.50152230318377,-0.351236144569738,'1'
1.17343984796404,-1.039989499749,'1'
1.33839935088926,-1.08285067088037,'1'
-1.05946344031609,-0.792939310460893,'1'
-1.62946004539948,-0.922005512378109,'1'
-1.32403562684112,-1.20709391186365,'1'
0.716128559014404,-1.12407148589264,'1'
0.827720913997093,-0.905974759395901,'1'
-0.139251438661099,-0.439081531474687,'1'
-1.07219899137354,-1.39885075732818,'1'
-1.59972128750033,-1.40969358976143,'1'
-1.66776475863771,-0.923787143186903,'1'
0.584713770295683,-0.267809516014351,'1'
-0.943666760008373,0.292948970311128,'1'
0.795973967665243,-0.421088630024645,'1'
-1.24303188366195,-1.81406099460663,'1'
-1.84496542645485,-0.175470809118061,'1'
0.995575231784103,-0.914164767100642,'1'
0.817720830194364,-0.535905709768447,'1'
-1.75554894678956,-1.6118733678871,'1'
1.34160673221107,-0.129065997853776,'1'
-0.759179003544792,-1.07628139781006,'1'
0.743319798118454,-1.21930239963052,'1'
-0.894898220572471,-0.350839790579235,'1'
-1.82476913871762,-1.27559643917269,'1'
0.531508012878263,-0.811901513254045,'1'
0.515657011810772,-0.206449209128232,'1'
-1.33635033678246,-0.577177540640878,'1'
-0.961481005311702,-0.369833387747873,'1'
-1.0735044160007,1.89406996865793,'2'
-0.263922554931851,0.457789063093903,'2'
1.11179479612597,-0.0869268973585624,'2'
-0.0520167954618494,0.326478163329483,'2'
-0.579818971360035,0.520891757819459,'2'
1.45368325876909,-0.326662197158579,'2'
1.43528065307042,-0.874729507194105,'2'
-0.795665519727986,0.440494686498409,'2'
-0.00113996460931425,0.211343215533892,'2'
-0.983250339939257,0.0320577857309202,'2'
-0.74537909218883,1.46672972955133,'2'
-0.305661413394272,1.50750317471293,'2'
0.339573820161169,0.662197841879027,'2'
1.23495415304759,0.154480152936049,'2'
0.970044885046064,0.0471820261209884,'2'
1.12015237382504,0.573736340355177,'2'
-0.329063039535285,0.518258554575626,'2'
-0.496500602042263,0.965184959688156,'2'
-0.818717806884267,0.526558442594565,'2'
1.35885304629946,1.52344366886561,'2'
-0.313169137188966,1.15191085648116,'2'
-0.750143177056647,0.0652651864005512,'2'
-0.967713948249828,0.947364727303283,'2'
1.0966404301099,0.0246840317887983,'2'
-0.161768481291063,1.20798513539493,'2'
1.14019748562737,1.23936773798947,'2'
0.858054161045697,0.799677736426318,'2'
