@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute class {'1','2','3','4','5','6','7','8','9','10'}
@data
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.930348333707828,-1.12549981573331,-1.20687062458434,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.18728541886546,-1.15621563212888,-1.2097679146469,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.00939667129834,-1.10031064935974,-1.22050775306236,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.07716952522648,-1.26560554284386,-1.18695556827509,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.16577403514078,-1.06390341325207,-1.19955260143934,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.01399482952945,-1.12992800115467,-1.09856057165778,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.71875308710742,-0.891344922596185,-1.12742471370043,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.0824474111961,-1.14625736398365,-1.22628657699818,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.674770704027215,-0.909349443941153,-1.14011741662798,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.951219973678616,-0.910128667267236,-1.1364915918918,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.10891680901346,-1.09906457857838,-1.20586207065679,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.0824474111961,-1.47149556872561,-1.20292603653828,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.61359520756111,-1.04131966760316,-1.0577322837157,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.02391085771481,-1.34100827227447,-1.20488810604364,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.981607801988576,-1.16885140773819,-1.19169468783458,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.11155575199827,-1.42007369460786,-1.234330070655,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.17109190509503,-1.26751755778936,-1.17518543911847,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.822551511176705,-0.936028402929347,-1.20155749363046,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.14594197877007,-0.952165534453216,-1.22563264431219,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.883407135765862,-1.15878672583477,-1.16300354399218,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.13934462130804,-1.07134551092145,-1.22274232060046,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.10427866679773,-1.36268235192597,-1.23358283565259,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.959456674509999,-1.38198786728232,-1.19756071902881,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.08476648230397,-1.31870944088135,-1.21490219425004,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.811995739237456,-1.26133526170885,-1.15396545039947,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.00343905759021,-1.29434069025639,-1.19564942268984,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.886046078750675,-1.24304925880996,-1.19756554254216,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.87613005056532,-0.949457132672247,-1.17350432802172,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.988245143435225,-1.03809636054064,-1.1443623755616,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.863575079395151,-1.34021531814088,-1.20607619100486,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.04342304220857,-1.30975008898233,-1.19098559065565,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.11751336570641,-1.15077136695193,-1.19394142499705,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.06361495444085,-1.17810940470051,-1.16119993561582,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.32547006970655,-1.59280725305947,-1.19957949309175,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.32251125484479,-1.01727015825277,-1.18540013624695,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.934986475923558,-1.33401929125286,-1.18075166627113,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.08972449639665,-1.39009590911584,-1.20402437354691,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.927069646969121,-0.926557578450651,-1.17306156755244,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.05006038365522,-1.20784003565738,-1.19399571181014,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.30071998322778,-1.20612711742074,-1.19515643806979,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.02854899993054,-1.01612020312396,-1.18961656659405,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.35825693709361,-1.46448942419461,-1.20732164610197,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.13834502169258,-1.10400080387754,-1.21341453943713,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.937305547031423,-1.15586206383555,-1.20461972789008,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.099640524582,-1.44362889488796,-1.19929292210954,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.807357597021724,-1.06304523778282,-1.13836618535262,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.863575079395151,-1.2445974073565,-1.13316071894236,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-0.88640593461224,-1.21564599972572,-1.11921986187924,'1'
0.7632098163295,-1.51797085808009,-1.01963684060741,-1.25077998643943,-1.17062268190673,-1.20635256035614,'1'
