@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute class {'1','2','3','4','5','6','7','8','9','10'}
@data
-1.30212192319114,-1.02138050731427,-1.19982031818764,0.0422397081945483,2.02047701358527,-1.37559328295811,0.414231959703936,-1.27173399873739,0.682554507549158,-1.3144385100723,-0.940158958720778,1.17555593458297,-0.946498872423702,1.6450756337838,1.19979988180946,-1.01680935012546,-0.28547195789828,-0.0408046388309448,-0.0823096784041904,-1.85843651835642,-0.0892256273078828,1.22657955395236,-0.440813977747687,0.405399404009499,0.564808530638034,-0.461528959252972,-1.32876971957681,0.766403341530073,0.548099665041652,-1.74317859843793,0.200272011135754,0.339835801429141,-0.362142013119747,-1.08396518276886,-0.287731649179948,-0.0687167724087862,-1.47362273477125,1.09242726335775,-0.230750765875767,-1.26458503006672,0.439778507679613,-0.46396447664718,0.208081982786567,-0.501398583357809,0.164580164528331,-0.387487970914963,0.171906389870751,-0.357996760758801,0.259183537094851,-1.00363904649607,0.0787908792433923,-0.874562930049086,-0.237891486316922,-0.315316617858591,0.636887993982022,-1.16888784303002,0.162975208445721,-1.70093736487066,0.182851671857473,0.368771322368948,-0.49629822632399,1.08759106857329,0.021527082864695,0.288500953451976,-0.435839268471391,-0.750900759743951,-0.000791631829147105,-0.232016474637589,-0.9196645151076,1.14356981482738,-0.930832095292314,1.9451970296897,-1.55534344905418,0.966194863534892,-1.09745497414967,1.03393254772732,'1'
-1.48428061027014,-1.14247748289534,-1.18757944683363,-0.348629595703198,1.91297385649564,-1.31537212266978,0.45929760592515,-1.21440952484789,0.328544342656305,-1.05538127583318,-1.62067058665502,1.78888463268799,-1.6590248714389,2.38042484968813,1.04219941079558,-1.05083020175282,-0.7047586287513,-1.58058589516095,1.7782326914331,-1.38723021678871,-1.69031716128555,1.00502969692869,-0.939580649726764,0.28510980917523,0.526715398122525,-0.504796606767191,-0.931626336939979,-1.21090499940972,1.01864140486284,-1.5806530603074,-1.70542869152823,0.801179048234089,-0.120937642765322,-0.637244981982195,-0.0600893129798151,0.248255165184932,-1.52122102111032,-1.20425716582238,0.876558305295357,-1.59182127656041,-1.43330939758217,0.215534085033205,0.457492733448688,-1.54734411985811,0.205806179626115,-0.146484647678221,-1.73213524330053,-0.85156452791812,-1.87223092258021,-1.27922707813686,0.191989095644739,0.539145004528547,-0.238610869327348,0.592262736091479,-1.18214479223143,0.863598515028301,-1.70396344342254,-0.39507046624817,-0.732991721782111,-0.12423621995915,-0.784293391509023,0.680375545789674,-1.40253716766402,1.49352965447846,-1.670447855744,0.00430451692179729,-1.1361383553808,-0.91158873643928,-1.23808330224618,0.82608349052891,-1.18401841043847,1.85178401661417,-1.69503761750282,1.35480115870714,-0.70046828771284,1.10895587020067,'1'
-1.64717879100924,-0.849236795763589,-1.16401812488462,-1.24658016007855,1.9975402761755,-1.14308860553826,0.733328044006527,-1.65764881605718,0.307217805452642,-1.22840711134109,-1.62266262178223,1.41065077621247,-1.13762320961089,1.57626302188835,1.17686287026876,-0.838319190685717,-0.408770098304355,-1.15019729388829,-0.2507555545362,-1.64955378593398,-1.74732262519831,0.337714547209155,-0.431899983087526,0.722876051562957,0.460692995803045,-0.447435262994269,-0.774831790210052,-1.66116725528825,-0.339571595418029,-1.6333845604536,-1.72044452819323,0.0708525891122041,-0.097377040230478,0.165435165415156,-0.449452117414379,0.11239319818566,-1.13546177510862,-1.3589067428799,-0.336350470834408,-1.54773725623376,-1.09082183259275,-0.605173262350062,0.553102797314143,-0.834963959117746,0.0573482755262254,-0.181073457410243,-1.5417310799834,-0.347960601109799,-1.59330150729495,-0.884505270136136,-0.609597854222928,0.534767978834656,-0.447344345946386,0.602770623962997,-1.12991883591614,-0.633417781510434,-1.4303857688708,-1.20683808803198,-1.16862902191399,2.3527658503742,-1.08463552627006,1.52165493848278,-0.98774259200925,1.27360481152446,-1.30666254781665,-0.73271733382455,-1.50595643119329,1.39554960179134,-1.28535623680117,2.05654285993615,-1.16467936265099,2.30935762718443,-1.44892831354379,1.35290816188518,-0.849237609674523,0.355329876193628,'1'
-1.34070822572293,-0.904108064863864,-1.37073593046806,0.215961406346805,1.57401700376942,-1.26412628546863,0.42097171896819,-1.81155291764615,0.369221779110704,-0.374478983449756,-1.39196873981174,0.705450791747869,-1.23675354406364,1.33639362735909,0.150474425805886,-0.721035884048507,0.526534801260965,-1.19583913525785,-0.965899843714626,-0.187355741866532,-1.72751057395012,0.0171355668694404,-0.384480311688735,1.14457229458861,-0.977109230129849,-0.228479624689414,0.383848649038564,-1.03855542682514,-1.11933586801025,-0.137368236873231,-1.67715182751262,-1.03622022158848,0.158568918131986,1.65749833871786,-1.71178525838475,0.0444032365791473,0.271321133438613,-0.978417378943467,-0.772756674213313,-0.461319779200835,-1.15658369266491,-1.66874191951561,0.362665503075582,0.416858614523173,-0.174397487340087,-1.56744833616886,0.136806956449672,-0.74605279687138,-1.01774868490448,-0.314024672481126,-0.308750179553577,-1.63259717331838,-0.188658711540865,-1.67085670240003,-0.267026016506713,-0.0507979633257952,-1.60130212682947,0.0972963305559324,-0.175737635659366,-1.35073491434188,-0.451798740056191,-0.886987927224437,-0.587911769441697,0.874436931741562,-1.70993468382923,0.518635707213442,-0.574044521387152,-0.662487856497347,-0.773249273516614,-0.360162762553864,-0.838441975370313,1.38930027699806,-1.68729303242761,1.07248510847751,-0.945241917883318,1.4936649884991,'1'
-1.34469090669491,-1.01544510426578,-1.14609528601045,-0.110451094830383,1.97169164827427,-1.51291909615058,0.349632787146444,-1.25425407113587,0.17818017723452,-1.1759788615546,-0.739148716465652,1.79929518202965,-1.23254409493947,1.79618410357401,1.15853506131872,-1.11474713241545,-1.19291768217698,0.332233829460647,1.34211201277775,-1.410592848064,-0.0830138644043596,0.895913563762868,-0.669276359408114,-0.871553504283991,0.422578510634781,-0.821280623182273,-0.582055096041223,1.15731767571824,0.48181283928072,-0.992078432934688,-0.325593251005296,-0.0455448121833374,-0.0056852274297371,-0.0634967385291162,-0.338256052270804,-0.666448089974433,-0.469992167079408,0.139627775983168,-0.751491578987965,-1.02676656576979,-0.350198162045354,-0.445010980012237,-0.256216561525123,-0.0237140983910481,-0.884261775928996,-0.143821921755818,0.0493406051832534,-0.420881224243729,-0.472555526762745,-0.74212825087822,-0.728952798479787,0.125373347357076,-1.02111973891868,0.367290209709212,-0.608183840424082,0.532259706949085,-0.566585168064508,-0.597287147493601,-0.779764240153873,0.160135696020085,-1.50570918530693,0.998346040147938,-0.683518108075036,1.35682734637441,-1.08151665467384,-0.0090740400511068,-1.48930502796836,-0.330996343547734,-1.38216733608521,0.760053472202621,-1.52132448529288,2.40655187802965,-1.55114711530004,1.27407400391266,-0.87277173970236,1.52642921359401,'1'
-1.27734442435728,-0.147633569638,-1.01742481234609,-1.87767865780182,1.37723720413899,-1.36307950333468,0.943735985847227,-1.28394168951498,0.387692699884589,0.295336906671795,-1.06967598678825,0.650596133847881,-1.16893098747189,1.45359903273012,0.426543860704121,-1.20504897205561,0.730946937834528,-0.647061003270222,-0.984624606981517,0.386229960884862,-0.117448637021716,0.415821754658079,-0.523003441183481,0.403688827905528,0.0360100851522889,-0.654572330293611,-0.0749237308074562,-0.0175305740683911,-0.401141598348495,0.0410973059585647,-0.0262760926311027,-0.195559217298528,-0.294832181657816,-0.380646974051795,-0.485214730785773,0.0857115026350122,-0.946685452654246,0.0976313715517449,-0.332358729409854,-0.126756616599493,-0.206968274575617,-1.19705117038797,-0.103407463818764,-1.27403354159967,0.915055888383512,-0.604446879072401,-0.0427184351053678,-0.740559320010874,-0.188431762672436,0.157501951748386,0.620107507528038,-1.16936988344256,-0.010768781493859,-0.486013422981751,-0.472677522270544,0.118996468300833,-0.0593116298872992,0.507410615950879,-0.288312970498665,-0.862247240853304,-0.804955667126008,0.249454897007119,-0.512020629197804,0.412012060800166,-0.542524677358523,1.12552068558699,-0.829438687604196,-1.32230735368959,-1.25417083498727,-0.000838502446268256,-1.38101159317345,1.22440542991119,-1.64759798340196,1.44156605739746,-0.983578268583425,1.10450540307206,'1'
-1.05374844454251,-1.55600938343523,-1.1493421245934,1.18454795396981,1.8769368117539,-1.11093920043749,0.0463644006021489,-1.11316320054163,0.971532537554787,-0.780135830638768,-0.465359702469849,0.642770106036522,-0.462324526287559,0.89228977897119,1.07672171533444,-0.867448266553032,-0.246131517687314,0.367819862389257,-1.0816361271965,-0.362982194303587,0.00696024175101932,0.517343865199352,-0.512820983345558,-0.39599765402139,0.502394726634204,-0.834830705442427,0.0453570173689257,0.736328381214011,-0.747963395075496,0.478978611575632,0.0713046329153042,-0.310470393162043,-0.970394632689019,-0.0838321193097315,-0.197559951212577,-0.86914404768545,0.572687123424823,0.68235613648464,-1.57558054799395,1.04197226914784,-0.176931715649924,-1.18854303999245,-0.944066256801701,0.463015085211422,-0.85316403645452,-0.210177051742113,-0.422731379841924,1.02152620488935,-0.416651051267223,0.807704927502219,-0.104033035570292,-0.168006315049257,-0.600662850043515,0.430134594897884,-0.30548731740102,-0.526074884860483,-0.400905413337791,-0.0308266115362115,0.438751513675675,0.535550684338338,-0.495542289411174,1.01323892120173,-0.703249804538448,0.721075817262911,-0.604722883688849,-0.185097410862952,-0.0716690706871288,-0.799244887723056,-0.723788082628423,0.690640269922784,-1.09474383717233,1.82021890131938,-1.60039327918309,0.842470728506177,-0.822668323988334,1.51858597719185,'1'
-1.20319691576969,-1.28794592701681,-1.17006246278233,-0.640505536712104,2.22472533234438,-0.97147908012792,0.460225794765242,-1.18074956264432,0.247249860427291,-1.41496133844054,-0.854107673865075,1.94144386619584,-0.28043028327368,1.6259071186241,0.877358131657858,-0.504758035201021,-1.58180561318395,-0.0768774497477788,0.653053043479357,-1.46008000872485,-0.467988834909664,0.634610148909189,0.120159518565458,-0.399685593328116,-0.457278898801342,-0.496038381234997,-1.5907673888719,-0.632864262135013,0.226099181897923,-1.31331194504461,-0.265663181002062,-0.312074572993437,0.184615272310415,-1.151485001767,-1.00107689114166,-0.746469585383624,-0.661071237303147,0.404869501199878,-0.284457832315213,-1.42827666752201,-0.0857601403249689,-1.32700304510601,-0.391959889098293,-0.101643636492993,-1.05457413883743,-0.751535859025971,0.521540877611286,-0.0227362065892591,0.150884922282566,-1.0192236894852,-0.533862970255122,-1.41852731343071,-0.654459210791965,-1.03675302249668,0.983564269691646,-0.383265968900899,0.120305852072767,-1.26280122217223,0.825700908289791,0.668203137464754,-0.297436422459057,0.657643321568121,-0.154474370205272,-0.625892348807271,-0.132526231169665,-1.66747455693473,-0.103300924806404,1.8110829554152,-0.608228354961906,1.90917739176769,-1.39490126662831,2.57202761091882,-1.58658102232825,1.13209924226579,-0.190293642570702,0.681637800617892,'1'
-1.37583416609874,-1.56850437149716,-1.41177075202307,1.08311544087291,1.78527945874535,-1.41712240617877,0.170617023091564,-1.3265555730627,0.611043315445126,-0.634017736711629,-0.801399814191009,1.11215061666687,-1.20354932167534,1.01005736406781,1.15528059057058,-1.87019411930317,-0.205604933550389,-0.380024846888005,-0.699780305245534,-1.05926427474851,0.445506844501926,1.05617428869551,-1.24620121458681,0.338796789465906,0.502586900509003,-1.50148267233089,-1.04586752845404,1.10873658982103,0.206941921959432,-1.50003771440227,1.18854063400969,0.410985895127429,-1.57490781717707,-1.35635942398421,-0.69698873162559,-0.802758290585962,-1.16108596837196,2.12378815394124,-0.589112376311585,-1.51735138341272,1.22533060012175,-1.09877571960402,-0.425099840274365,-1.2008207231301,-1.11799877744941,-1.72872964528884,0.627814162136221,-0.753659149447465,0.866637725434188,-1.51214576742833,-1.75280000104645,-1.56689421154377,-1.7591842268971,-0.543446020425434,0.0755166660353285,0.011054405632656,0.157280651318952,-0.677041664434292,-1.3980429726595,-1.25579867766629,-1.81157805883055,0.138487965436724,-0.822811346570511,0.822655212785309,-0.646467945406402,0.0875789018507825,-1.5158513749945,-0.874922667132996,-1.71050475243258,0.173256436204515,-1.55165291583012,1.72699221010496,-1.69957419453432,0.889391097314956,-0.734450357410773,1.85416909819128,'1'
-1.88586760827793,-1.62738175393609,-1.34196372248972,0.763424153602388,1.15721347865135,-1.50991983299128,0.304442458842233,-1.49474234990668,1.2782826818968,0.35065427059478,-1.73877973913933,-0.351739286176695,-1.4356609772877,1.12492337638717,-0.931162163223455,-1.61986132979863,0.690222663043277,-1.63826908676553,-0.631903038403053,0.570388030087224,-2.02202915857151,-1.86489719675561,-1.1021003223515,0.412194628349126,-1.66325537376962,-1.61620535987674,0.276603986193179,-1.6610068554999,-0.100888761451791,0.036833243076294,-2.01558568465467,-0.146395823642284,-1.39703607565484,-0.436478488248575,-0.353347451330095,-1.87049793746685,-0.392066202671496,-1.41516058715293,0.819198190643138,-1.09383602860139,-1.68910053112698,0.45792417528589,-1.43568568999634,-1.1843899525426,-1.65627237708034,0.330116665172783,-0.833943820952774,-0.716789468210607,-1.52088896436418,-0.298172586320579,-1.34895193333488,0.905530600927018,-1.69904830336926,-0.402266007628063,-1.36847122536916,-0.18844483358989,-1.75597107704184,0.34691447135212,-1.15118458199286,0.0375105149410199,-1.52638825952197,-1.82129169755504,-1.1012328428218,0.661840533651926,-1.61965372925691,0.984257538559967,-1.05189329787802,-0.381072688202149,-1.38644488238479,-0.692201412351158,-1.11880718661615,0.860354433511235,-1.8000593757821,1.17476036822516,-1.48156559638972,1.2391910207083,'1'
