@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute class {'1','2'}
@data
-0.127747747865809,-0.251720152568554,1.17626842161201,0.488805600735683,0.222419795345377,0.640514567774349,2.28307765487149,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
-0.191961785016703,1.03143867393944,1.17626842161201,0.0767552191735058,-0.432193649149377,0.727582889507577,0.647733367263955,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
1.23450718312102,-1.1849265718471,0.490543449591878,-0.407240467105877,1.77712672602042,-0.578441936490851,1.18368653715214,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
1.27120091863582,-1.1849265718471,0.490543449591878,-0.315673715647615,1.44982000377304,0.045547702597287,-0.355461027654953,-1.2169532304841,1.77898417334028,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
-0.407537481166134,-1.41822817666673,1.17626842161201,-0.178323588460223,0.0587664342216882,0.509912085174506,0.00184108560383629,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
-0.347910160954589,1.14808947634926,0.833388791620442,2.27435725417178,1.69530004545857,0.24870711997482,0.565279033435004,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
1.24826733393907,3.13115311731617,0.490543449591878,-0.224106964189354,0.156958450895901,-0.418816679979932,0.840126812864842,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
-0.352496877893939,0.331533859480536,0.833388791620442,0.240267275348973,0.557909185648937,0.110848943897209,-0.135582804111083,0.817792570885316,-0.559428985327133,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
1.07855880718314,0.448184661890353,-0.195215810391249,0.0767552191735058,0.0996797745026103,-0.00524215174709629,0.798899645950366,-1.2169532304841,1.77898417334028,-0.367722003154436,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
0.385964549341347,0.331533859480536,-1.5667343303575,0.194483899619842,0.181506455064455,0.350286828663587,0.89509636875081,-1.2169532304841,-0.559428985327133,2.70643394321665,-0.156181087627376,-0.0980592008411829,-0.0691714463866075,-0.0691714463866075,'1'
