@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute V65 numeric
@attribute V66 numeric
@attribute V67 numeric
@attribute V68 numeric
@attribute V69 numeric
@attribute V70 numeric
@attribute V71 numeric
@attribute V72 numeric
@attribute V73 numeric
@attribute V74 numeric
@attribute V75 numeric
@attribute V76 numeric
@attribute V77 numeric
@attribute V78 numeric
@attribute V79 numeric
@attribute V80 numeric
@attribute V81 numeric
@attribute V82 numeric
@attribute V83 numeric
@attribute V84 numeric
@attribute V85 numeric
@attribute V86 numeric
@attribute V87 numeric
@attribute V88 numeric
@attribute V89 numeric
@attribute V90 numeric
@attribute V91 numeric
@attribute V92 numeric
@attribute V93 numeric
@attribute V94 numeric
@attribute V95 numeric
@attribute V96 numeric
@attribute V97 numeric
@attribute V98 numeric
@attribute V99 numeric
@attribute V100 numeric
@attribute class {'1','2'}
@data
-0.452300099444237,-0.453430664486134,-0.450822715745981,-0.452315594046121,-0.45324294912322,-0.453686519804787,-0.452122044511344,-0.45123276006799,-0.451322640876783,-0.451486994121125,-0.450238702276452,-0.451970238578108,-0.44964912454542,-0.447602610356669,-0.449198586528732,-0.450658540006547,-0.451497124469646,-0.449190221241979,-0.452434301069931,-0.451268833864968,-0.447883028888746,-0.452071592886929,-0.450620414351781,-0.451703061043578,-0.452121042684461,-0.451308222090915,-0.450266463275996,-0.452032973971234,-0.45423861101834,-0.45296910138623,-0.454756020083461,-0.454599329081597,-0.454455535234298,-0.454877562848884,-0.455311222659958,-0.449882641158484,-0.452696943305405,-0.451698149708297,-0.451391813460459,-0.453726597405574,-0.453566847808365,-0.450545686089012,-0.452779704158925,-0.45276515758238,-0.452795647353375,-0.452944844874122,-0.452680173598496,-0.449417784903563,-0.453209428896742,-0.454672629115435,-0.454799126346608,-0.453591396534251,-0.453724595275203,-0.451216321366528,-0.453627616323022,-0.454735021092561,-0.451896998949061,-0.453414157209254,-0.44914558096402,-0.452471268533791,-0.451645013351636,-0.449234251293308,-0.450950567079547,-0.452241510330863,-0.449824499213269,-0.450901233849289,-0.451558043595175,-0.450756044317621,-0.448111924928979,-0.449278585154028,-0.450086154152841,-0.448151893954489,-0.44721997855251,-0.44700404956466,-0.44489393325312,-0.44845899783767,-0.449014406517897,-0.447895942319106,-0.450159235409749,-0.452675855677849,-0.451698448533438,-0.451885993219792,-0.453488574614692,-0.455650482055892,-0.452309850280565,-0.455592219660549,-0.45516404753646,-0.454912476994977,-0.456576025191792,-0.455603067781767,-0.456679797219556,-0.454810674536514,-0.455508183535319,-0.453137035758698,-0.454730617208154,-0.453774897900457,-0.453821885676541,-0.455907980831301,-0.451456382155092,-0.455267025652209,'1'
-0.454369089847293,-0.455375740447464,-0.452836765008269,-0.454376521007335,-0.455355377614668,-0.455803982759424,-0.454075502872751,-0.453328769586455,-0.453383545936119,-0.453554499691252,-0.452214173724321,-0.454058879811882,-0.45169265246239,-0.44964923023185,-0.451145293122625,-0.452571349364281,-0.453490768058899,-0.451217235335829,-0.454377925324862,-0.453363054735094,-0.449813797839054,-0.454035053773966,-0.452523462625292,-0.453627577050577,-0.454022922270428,-0.453322098405657,-0.452225682828627,-0.453941653912686,-0.45619155819869,-0.454912603016616,-0.456714828849043,-0.456574372482281,-0.4565417844159,-0.456861859657958,-0.457306241606532,-0.451789937466751,-0.45459139233553,-0.453584008183517,-0.453211969842332,-0.455552854579825,-0.455474791689442,-0.452489776657514,-0.454622426565252,-0.454605032856677,-0.454614125388375,-0.454711849015465,-0.454334201932254,-0.451080981089597,-0.454885967921481,-0.456419614847378,-0.456593945468165,-0.455488604183303,-0.455529121838401,-0.452979754928488,-0.455574558979581,-0.456555578426921,-0.453765460676714,-0.45535815677119,-0.451072090476013,-0.454346756346465,-0.453648216200744,-0.451190792981058,-0.453005331044513,-0.454248755086883,-0.451763652696464,-0.45295637288443,-0.453611157615671,-0.452793431025331,-0.450094634235039,-0.451305797670328,-0.452100823578734,-0.450163818038712,-0.449111053021953,-0.448957782436965,-0.446842923320795,-0.450484089859911,-0.45104666112739,-0.449932982391202,-0.452208108465977,-0.454737014967456,-0.453753931877916,-0.453808302952051,-0.455444729569623,-0.457714550950951,-0.454331512240726,-0.457732342408061,-0.457269100694467,-0.456903829701301,-0.458558982943861,-0.457620483152869,-0.45870699776372,-0.456769805046153,-0.457486426533557,-0.455203498470726,-0.456794828241885,-0.455791388915529,-0.455767187311649,-0.45802860469634,-0.453435370942799,-0.457365255923476,'2'
3.33845694027018,3.24332824984717,3.58190209601909,3.67540096527072,3.32953261951375,3.41350591259475,3.38226879278506,3.6060986887417,3.68756140333072,3.59663304875784,3.60005787775554,3.31180406015209,3.69803507901984,3.20279033530553,3.67800105586841,3.46567131037251,3.29561747220902,3.60505806736571,3.25138705025261,3.52542446264609,3.52584488351596,3.39791851769956,3.50559972351467,3.70513470818951,3.40877489355203,3.67762672121197,3.52610323966285,3.45886612961924,3.44147324415133,3.66614298644811,3.78134123417047,3.79976373650469,3.66839638877609,3.2667932993789,3.51041724417221,3.34841993350301,3.58578585110902,3.39587685934529,3.70291347414387,3.7699405650836,3.61805009908109,3.71329066591773,3.30839518144932,3.31942360955507,3.54071220819908,3.55289608150266,3.78951570918874,3.55421289371261,3.70805155283304,3.77575593581428,3.35953097649637,3.48419564359747,3.4298631222773,3.2335337792903,3.44311628107208,3.25696850826821,3.40220144586488,3.36001309931021,3.33828313660124,3.4074867959682,3.45882891270038,3.62406558935951,3.39782941280733,3.71224266712721,3.36852023987663,3.42152513798889,3.67378294452497,3.69613646133957,3.38012726919928,3.40799492772841,3.60399570055302,3.51868756612496,3.58131207875035,3.70008285069279,4.02820866087839,3.76717040632761,3.92734562110315,4.09496078054551,4.32909472043599,4.61864830384645,4.00184399487226,4.15571148625322,4.063750327286,3.96267434086573,3.99829492846691,3.5202354883674,3.71651958540425,3.72293198490521,3.78289001583861,3.66279411774554,3.46358121628387,3.6751320894628,3.54357395160147,3.51314432614618,3.74765957352689,3.57218632441336,3.23920155834477,3.54132505400778,3.27772075054436,3.74462270156062,'2'
2.04284113036657,1.73633842533498,1.79875697503973,1.68962058117066,2.11510476401663,2.16772034612186,2.13110256202238,1.63362851427351,1.82546472587246,1.69519716814029,1.70660188866476,1.9390704532716,1.41641057390822,1.33510846756485,1.38932611369562,1.2175798107124,1.44376403018308,1.22690179170088,1.16401245745135,1.07725860685957,1.03402509540139,1.51656406972056,1.46706303551281,1.35660054627617,1.63022036395551,1.95027477004619,1.97281173585647,1.63373542697924,1.92015647234628,1.88305799178147,1.82055399870784,1.73310032933458,1.86818017116629,1.7007436569351,1.77585443583528,1.88651618699214,1.75713378040823,1.87967003058145,2.23387363515845,2.13951146081313,2.07349047511899,1.7852671227933,2.03472827844452,1.75056794513295,2.02619637797197,2.15742960789483,2.15128913400444,1.80037639374538,1.92524600484883,1.91725999776909,2.0171194300831,2.14103904987205,1.88348035934693,1.79502724929591,2.00787074599874,1.86470021600002,2.2419815419733,2.01592838004191,1.86620113396547,1.7532860752636,1.74974295379336,2.04255734473358,1.80058114185587,1.84610976950787,2.08321999332289,1.81981095331316,2.01253194539589,2.22001542273215,1.78161178427079,2.05072401974361,2.04551954243562,1.91898370365371,1.74696765211162,1.91793854986728,1.94540048365328,1.99061554390312,1.74229158537642,1.94777792989468,2.00926521167974,1.85666759617559,2.19348472385173,2.10320986788619,1.9007969571581,1.84569974351928,2.27537776945683,1.80128460829016,2.14120022508617,2.25534784091128,2.22717549305171,1.79394508095414,2.23510051306879,1.94144168708157,1.83342426899578,2.16534578145311,2.04321616550987,2.06461645695036,2.16939537115171,1.96728861339297,1.80989618647131,1.76445363878012,'1'
-0.454153790227507,-0.455169376724137,-0.452642713048054,-0.454175875205555,-0.455154220630999,-0.455590339895455,-0.453842552131186,-0.453124875454075,-0.453183906185363,-0.453326018259698,-0.452011051764887,-0.453845458248878,-0.451475729248558,-0.449439447565064,-0.450929053371288,-0.452372536810886,-0.453293618859517,-0.451035556033076,-0.454182442654842,-0.453178678885484,-0.449628210521241,-0.453852808043037,-0.452320058104627,-0.453403420995427,-0.453831126777351,-0.453095315527703,-0.452037009045106,-0.453720865469575,-0.455984071542358,-0.454703594381286,-0.456514847225715,-0.456363281999433,-0.456327205205515,-0.45663484265014,-0.457118560801393,-0.451599152695817,-0.454377179017636,-0.453374097157488,-0.453022797844094,-0.455350311157427,-0.455280115020951,-0.452295311880097,-0.454413763706248,-0.45437637622125,-0.454419268515727,-0.454515390842006,-0.454092108283134,-0.450844964575523,-0.454654528389557,-0.456199203387152,-0.456390599856078,-0.455265895783193,-0.455287588607531,-0.452763096683706,-0.455352748366473,-0.456348582787617,-0.45354162017467,-0.45515062019104,-0.450862461784428,-0.454150908946558,-0.45342846021013,-0.450982906998536,-0.452814228633405,-0.454031830625964,-0.45153141545881,-0.45275152157276,-0.453401916014229,-0.452608114069731,-0.449912498456027,-0.451085148688962,-0.451909815302563,-0.449986086229152,-0.448936846277665,-0.448791079826682,-0.446682747082469,-0.450304873326414,-0.450926988161679,-0.449828070456158,-0.452053632123396,-0.454591815891994,-0.453602084362039,-0.453627686975473,-0.455243220350449,-0.457522123359967,-0.454121027137445,-0.457550612575598,-0.457065150907532,-0.456721364125269,-0.458362594937855,-0.457392117837676,-0.458491614772274,-0.456580193621182,-0.457267935704261,-0.454989764952306,-0.456559110831834,-0.455569924584394,-0.455576722622497,-0.457830499706825,-0.453215052750489,-0.45712856702359,'1'
-0.454283415063192,-0.455284023237096,-0.452740568310043,-0.45428870373121,-0.455260682544362,-0.455715848105359,-0.453992860823958,-0.453237903723112,-0.453292901703882,-0.453467352739364,-0.452127515714454,-0.453967175234029,-0.451601433469907,-0.449569391684123,-0.451055284698211,-0.45248052691649,-0.453406591996241,-0.451141489886343,-0.454298387963421,-0.453285861231793,-0.44973890206688,-0.45395870005795,-0.452446080470691,-0.453540806964713,-0.453939219613045,-0.4532378172383,-0.452141581904594,-0.453852115022659,-0.456103194609201,-0.454831228987928,-0.456623825975506,-0.456491845086061,-0.45644572932434,-0.456768810711544,-0.457223325907545,-0.451700610493077,-0.454507715258228,-0.453494364482746,-0.45312487305722,-0.455452424461794,-0.455386455744491,-0.452393380077305,-0.45453012261958,-0.454517260016183,-0.454524234395549,-0.454621735722226,-0.454245712529472,-0.450990674301348,-0.454796522691752,-0.456333586904994,-0.456507677632734,-0.455405995553688,-0.455440987310739,-0.452895285638117,-0.455491379999666,-0.456478582744377,-0.453680004327412,-0.455274810963736,-0.450998392889128,-0.454270962296219,-0.453588031771154,-0.45111893793169,-0.452935388663502,-0.454171083924406,-0.451682397114495,-0.452878518342798,-0.453528125234146,-0.452710945733521,-0.450007121548427,-0.451208160496073,-0.452012750598367,-0.450082881706974,-0.449024497469759,-0.44887307361871,-0.446751547614367,-0.450384890494275,-0.450953764304692,-0.449845555778665,-0.452126747260632,-0.454649116676563,-0.453662490855581,-0.453721607283294,-0.455357726981957,-0.4576262606445,-0.454237715165523,-0.457643170626914,-0.457173289118737,-0.456816539070792,-0.458465838918156,-0.457530606704563,-0.458608633877863,-0.456684845624282,-0.457400832188059,-0.455108629807198,-0.456707276061009,-0.45569481048541,-0.455676410281439,-0.457938556973833,-0.453349015068426,-0.457264859446984,'1'
-0.453190227071258,-0.454177264948577,-0.451624907752454,-0.453258240250603,-0.454211752534815,-0.454510969290286,-0.452781516967821,-0.452239487346618,-0.452164019547796,-0.452452872837891,-0.450940797744932,-0.452794468208147,-0.450428379475109,-0.448495150259189,-0.449870356720705,-0.451361306386097,-0.452260800722307,-0.449978413020687,-0.453154618301009,-0.452225144747587,-0.448639145765179,-0.452875257547476,-0.451399763194549,-0.452656975769591,-0.452932570435512,-0.452200937087262,-0.451166675140478,-0.453028468462842,-0.455227388399457,-0.454118927558724,-0.456140724301173,-0.45589506534333,-0.455613251864153,-0.455855137322055,-0.456403132777025,-0.450792452927389,-0.453625758863461,-0.452504943015233,-0.45220064857316,-0.454425680797007,-0.454200390954957,-0.451445016033857,-0.453463312774751,-0.453491939064174,-0.453408134428719,-0.453607541390863,-0.45303747043237,-0.449781782203438,-0.453717589608142,-0.455213536831601,-0.455346983119667,-0.45424110224284,-0.454438596511955,-0.45176756576148,-0.454291939109282,-0.4553331324816,-0.452484718099748,-0.454149366583615,-0.449910944051528,-0.453253551650936,-0.452335753915096,-0.44991056637629,-0.451929760413696,-0.452943324763247,-0.450690859404798,-0.451767020525028,-0.452326369898882,-0.451727171153199,-0.449030808138408,-0.450195381671604,-0.450842480871742,-0.44887922720592,-0.447974326624475,-0.447688779178884,-0.445754477406001,-0.449363301447061,-0.449864685671533,-0.448681142582948,-0.451057507095791,-0.453565408634416,-0.452548018759128,-0.452541768150138,-0.45424184863177,-0.456477920697125,-0.453063576777725,-0.456586654333839,-0.456117120579252,-0.455691334685262,-0.457279655361881,-0.456301164723014,-0.45737682406589,-0.455548302364813,-0.456187307092357,-0.454036055858368,-0.455624098438633,-0.454518107773615,-0.454663383177442,-0.456742047861022,-0.452373082975356,-0.456169472192297,'1'
-0.371670113669656,-0.369801346169471,-0.377129410649633,-0.371849402060486,-0.377764254178799,-0.368313046357163,-0.378175159469344,-0.367276580759621,-0.369467006469342,-0.37614621967616,-0.369833316203812,-0.378101923224617,-0.365286574259481,-0.371573187272256,-0.366631224420353,-0.376867516358448,-0.375359322006181,-0.365902061851511,-0.367138882758434,-0.371326908637226,-0.370769020168313,-0.376934520389734,-0.365255737773925,-0.373699534943712,-0.375199963516212,-0.369004335278577,-0.376224452394053,-0.366112901070646,-0.373394315584345,-0.372288424010799,-0.368744822683581,-0.371170868433885,-0.368195254384966,-0.376129006319727,-0.373775958012782,-0.374111311439843,-0.368718070677586,-0.367541088859273,-0.374115329558541,-0.370338741023693,-0.37240018063164,-0.369970960764205,-0.374450016443717,-0.376987006851737,-0.377580336182026,-0.371762842443707,-0.367577855755886,-0.364821377430514,-0.375995275300222,-0.369401507714691,-0.379429047217701,-0.375043985764841,-0.37077103908782,-0.367559362288276,-0.370226271267716,-0.369438869206277,-0.374604211995709,-0.37467058381206,-0.370926783600084,-0.369054660445477,-0.366916931654159,-0.367532866114712,-0.375468969783841,-0.367773011548784,-0.373735234990186,-0.367010480521206,-0.371683106765446,-0.369530027962471,-0.367252937270693,-0.371652618642107,-0.371416615808522,-0.372521813749038,-0.374041093912584,-0.367837142842923,-0.373783745999064,-0.372573675377181,-0.37566198241175,-0.373184984159877,-0.38338807323925,-0.386028367404086,-0.386467748328058,-0.393345854374177,-0.396865606640921,-0.395430833420822,-0.390433371391103,-0.387303566653306,-0.388989625597019,-0.38423353505441,-0.387590529767853,-0.376358042366918,-0.382854874335146,-0.374010325820764,-0.380119274376451,-0.375667285121634,-0.37119292831808,-0.372235505505961,-0.376733251942426,-0.371346978616339,-0.37260018333373,-0.375979609435293,'1'
-0.453026109790026,-0.454040807635591,-0.451549166673965,-0.453066487337545,-0.453994906427072,-0.454478616062845,-0.452714404968466,-0.452036701334522,-0.452018321456715,-0.452268523516588,-0.450940245783086,-0.452779462004499,-0.450393894246243,-0.448341529881149,-0.449875845039266,-0.451231164463958,-0.452154473064213,-0.44988126124852,-0.453080122039941,-0.452053541923703,-0.448474485207237,-0.452713632893136,-0.451183093161666,-0.45229209643416,-0.452669821696442,-0.452002432758882,-0.450871215315258,-0.452619703964891,-0.454846530143495,-0.453595012579498,-0.455395287182753,-0.455237091817008,-0.455154883707937,-0.455533950296179,-0.455920765095755,-0.450435145032691,-0.453263716042333,-0.452190354872777,-0.451838947274476,-0.45414066124416,-0.454043411791636,-0.451010395614415,-0.453124864973954,-0.453122398633816,-0.453113894967729,-0.453261080965304,-0.452953989863708,-0.449678732739546,-0.453505157187535,-0.455069032379361,-0.455241669138752,-0.454113282133504,-0.454211008617741,-0.451677062950368,-0.454230941190677,-0.455180256995969,-0.452440060265596,-0.454004753328298,-0.449763548877757,-0.453012338469129,-0.452320293694651,-0.449863942870975,-0.451650541617063,-0.452971619258149,-0.45045972021555,-0.451631189197074,-0.452332458940194,-0.451505560669202,-0.448753502312706,-0.449979145669865,-0.450757160172012,-0.448827274830818,-0.447826415237815,-0.447675204047753,-0.445578713547168,-0.449173123657692,-0.449782717886799,-0.448645625521605,-0.450860151199041,-0.45341909692236,-0.45239727961928,-0.452502310506024,-0.454148671666915,-0.456325110551343,-0.45297815444138,-0.456386864393802,-0.455904205966517,-0.455534774715703,-0.457195489073593,-0.456251987043752,-0.457403958930955,-0.455474033201323,-0.456181112764722,-0.45388928845538,-0.455476494441387,-0.454507006804635,-0.454464007859558,-0.456671698077814,-0.452104051212887,-0.456047762497332,'2'
-0.0453081572012033,-0.0387408050813668,-0.0877277254364603,-0.0387506924404771,-0.064651922418864,-0.0340746427276166,-0.0195486021196266,-0.027124653814487,-0.0898857160750457,-0.0636428365465328,-0.000853445501637066,-0.0439371109510463,-0.0716715487108172,-0.0646060846967593,-0.0357855025378409,-0.0738345427376661,0.00376080356437626,-0.0894975857164125,-0.0509011342804108,-0.020472439853793,-0.0481973350486169,-0.0356863558061148,0.00360233129271445,-0.0693412219663096,0.0198139409189415,-0.00688586387812967,-0.0194450942341336,-0.00692069194877449,-0.024690339458523,-0.0262102535627904,-0.00269924578723411,0.0774183026403519,0.10089399819114,0.156075092876979,0.158894100722481,0.0673486578700633,0.110969142665858,0.0120281575855159,0.0578048396500605,-0.0168539007844085,0.012363625757839,0.0329845750927223,-0.0379506680264245,-0.0220028914481382,0.0155849999072229,-0.0386313483450678,-0.041333567276026,-0.0220073907378643,0.00582349007412163,-0.0353476978736148,-0.0149687293917081,-0.0300580688334804,-0.0818270104705756,-0.0121197189328284,-0.0217889698744621,-0.0328885090467349,-0.00877329926958141,-0.0312980002001133,-0.0728637172922252,-0.0479639547795041,-0.0319309487065908,-0.0744010149861582,-0.00288370323058706,-0.0935411025722984,-0.0276819860155526,-0.0454292594302252,-0.0807841400372507,-0.0717075335489684,-0.0907708247307816,-0.0170796347911003,-0.0322938067304201,-0.0621966055855564,-0.0801444555394015,-0.00245271437049119,-0.0332205755994566,-0.0387568487556278,-0.0638630867081447,-0.065490299836315,-0.0453020294466727,-0.0692518281189968,-0.0628540909700009,-0.0413103110035421,-0.0852330024563609,-0.0503894859901708,-0.0618130851566461,-0.064493817606505,-0.0299556362544122,-0.0699253170321361,-0.0790318669260753,0.00738669412773121,-0.0872742238821546,-0.0210556913023307,-0.0732049812162922,-0.0864333779099823,-0.00468266221323987,-0.067403452385475,-0.0303999466062577,-0.0655865600543459,-0.0155911595947665,-0.0486096954355685,'2'
