@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute class {'1','2'}
@data
0.828907017157214,0.00922123498100696,-0.587599912576322,1.24014447611193,0.53178404255665,-0.0224515914317835,-0.00391198505530934,-0.300697179724015,-0.0814055309954661,0.956583845190187,-0.107765326856008,-0.607127825611589,-0.109542148321315,0.657329024113531,1.59633698422533,-0.0924022203682778,-1.14670167517982,-0.0731211041915927,0.350190872303812,-0.0544054212963884,-0.0446052541025449,-0.0228268403211259,-0.770219348996963,-0.0544055365096999,-0.0421637028988035,1.45915958276712,0.0327556361161956,-0.0262334957527837,-0.141269707229578,-0.569367129236277,-0.0163751636366407,-0.0279219021878092,0.0875638238559905,0.993039888908607,0.231326810373765,1.35278842677822,-0.00199646704714803,'1'
-0.592716222745257,-0.235297784134,-0.916038663282166,-0.494505530930641,0.145402463743285,-0.24008179462277,-0.243923774036936,0.0299239023465602,-0.261100703118791,0.956583845190187,-0.51948413971614,-1.23717689962806,-0.316113000998903,0.219389597636103,2.0627408444804,-0.282034848832865,-1.14670167517982,-0.321230232747228,-0.750417677926484,-0.0998602508892417,-0.238924558087039,-0.313804628584435,0.956277064078112,-0.0998600498033546,-0.240460095599483,1.98595205241963,-0.219068406654262,-0.242701344409061,-0.336654165562679,-0.247182930129595,-0.339245540024964,-0.290889471047806,-0.496008497433454,-1.15785912925622,-0.331003685159438,0.882721873047797,-0.314343736573452,'2'
-0.694260739881148,0.00922123498100696,0.726155090247052,-0.494505530930641,-0.530765299180105,0.0210744492064138,-0.00391198505530934,0.55891763365948,0.00844205506619645,0.0887020162641568,0.0980940795740583,-0.117089656932112,0.0031328622300968,0.876298737352244,2.0627408444804,-0.176683388574761,-0.331981070811595,-0.212275388703703,0.0699980449236419,-0.0798516175541188,-0.141764906094792,-0.165849820992922,-0.597569707689455,-0.0798517322496741,-0.142521122344587,1.98595205241963,0.0327556361161956,0.0170600739784717,0.00526863652024782,0.783806507011789,-0.180546541461212,-0.15272007046035,-0.181777247508369,0.66213234765248,-0.38212463929882,-0.825818828788091,-0.210227980064684,'1'
0.0165508800700876,-0.398310463544004,-0.587599912576322,-0.494505530930641,-0.434169904476763,-0.370659916537363,-0.40393163335802,-0.961939343865165,-0.350948289180454,-0.489885869686531,-0.313624733286074,1.38802757544057,-0.41000884312508,-0.437519542080038,-0.680811274667061,-0.282034848832865,-0.331981070811595,-0.131269830740909,-0.489692342274961,-0.0925686993111252,-0.174151456758874,-0.217634003649952,0.0930288575405744,-0.0925684983736,-0.176951590660405,0.104550375089233,-0.386951101834567,-0.372582053602827,-0.409923337437592,-0.827114488521623,-0.213380817026126,-0.219576232034926,-0.181777247508369,-0.3305902761159,-0.331003685159438,-0.483905643032154,-0.314343736573452,'1'
-0.694260739881148,-0.316804123839002,-0.259161161870479,-0.205397196423545,-0.434169904476763,-0.327133875899165,-0.323927703697478,-0.89581512745105,-0.350948289180454,2.40305356006691,-0.313624733286074,0.232937606410372,-0.334892169424139,0.000419884397389678,2.0627408444804,-0.176683388574761,-0.331981070811595,-0.149507924200368,-0.559219098448701,-0.094560094136829,-0.190344732090916,-0.242293138248537,0.265678498848082,-0.0945601600139827,-0.189729407923425,1.98595205241963,-0.303009754244414,-0.329288483871572,-0.336654165562679,-0.504930289414941,-0.240742713330221,-0.241861619226451,-0.181777247508369,-0.165136505487837,-0.348044003205899,-0.337810803541237,-0.18940482876293,'1'
0.625817982885432,-0.0722851047239953,1.38303259165874,-0.494505530930641,0.821570226666674,-0.0224515914317835,-0.0839159147158515,-0.49906982896636,0.00844205506619645,-0.489885869686531,-0.51948413971614,-1.51719871030205,0.0219120306553321,-0.437519542080038,-0.680811274667061,0.0340195319414473,-1.14670167517982,-0.00099773460191174,0.219480570697182,-0.0552521528568247,-0.0284119787705037,0.00676412119717672,-0.597569707689455,-0.0552522437933443,-0.026160390995034,-1.13717473194883,-0.0511857114739569,-0.0262334957527837,0.0541147511035231,-0.69824080887895,-0.0109027843758217,0.0211059496335461,0.0875638238559905,0.66213234765248,0.248367128420226,0.843250635711655,-0.00199646704714803,'1'
-0.186538154201694,-0.316804123839002,0.0692775888353649,-0.205397196423545,-0.434169904476763,-0.283607835260968,-0.323927703697478,-0.36682139613813,-0.261100703118791,-0.489885869686531,-0.313624733286074,0.232937606410372,-0.316113000998903,-0.437519542080038,-0.680811274667061,-0.324175432936107,0.482739533556626,-0.211920101168779,-0.472310653231526,-0.0942082576809081,-0.198441369756936,-0.247224965168254,0.0930288575405744,-0.0942082022674033,-0.195370649596368,-0.535126195203102,-0.303009754244414,-0.285994914140316,-0.312231108271041,-0.440493449593604,-0.257159851112678,-0.237404541788146,-0.271557604629822,-0.165136505487837,-0.38212463929882,-0.0932941774459117,-0.335166887875206,'1'
1.23508508570078,0.00922123498100696,3.3536650958938,-0.494505530930641,1.30454720018338,-0.196555753984573,0.156095874265775,-0.76356669462282,-0.171253117057129,-0.489885869686531,1.12739111172439,1.38802757544057,0.134587041206744,-0.437519542080038,-0.680811274667061,0.560776833231968,-1.14670167517982,0.162552960641684,0.0651311719914801,-0.0524830449301133,0.0201678472256198,0.043752823095055,-0.597569707689455,-0.0524828690677781,0.0187644063276745,-1.36294293322848,-0.219068406654262,-0.199407774677805,0.127383922978436,-0.69824080887895,4.19741458164069e-05,0.0790479563315115,0.401795073781076,1.4894012007928,0.861818578092811,0.508514038562289,0.518582315496692,'1'
-0.186538154201694,-0.316804123839002,-0.587599912576322,-0.205397196423545,-0.240979115070081,-0.283607835260968,-0.323927703697478,1.41853244704298,-0.261100703118791,-0.489885869686531,-0.313624733286074,0.232937606410372,-0.353671337849374,-0.437519542080038,-0.680811274667061,-0.471667477297453,0.482739533556626,-0.364338453651405,-0.468834315422839,-0.0980894240189425,-0.230827920421019,-0.311338715124577,0.0930288575405744,-0.0980893442669038,-0.234092780237534,-0.535126195203102,-0.303009754244414,-0.285994914140316,-0.361077222854317,-0.118309250486922,-0.30641126446005,-0.313174858239331,-0.428673229592364,-0.496044046743964,-0.467326229531124,1.45223544032643,-0.480928946987481,'1'
2.55516380846736,0.13148074453851,2.03991009307043,2.9747944831545,1.69092877899675,-0.109503672708178,0.236099803926317,-0.432945612552245,-0.171253117057129,1.44838354824827,0.921531705294322,0.687973048755601,0.0970287043562733,0.438359310874817,0.52635165775782,0.118300700147931,-1.14670167517982,0.0598748630484923,-0.125372139924566,-0.0712549742143544,-0.0607985294345861,-0.0622814556788628,-0.424920066381948,-0.0712549677870092,-0.0611279918911941,0.104550375089233,-0.0511857114739569,-0.112820635215295,0.0541147511035231,-0.69824080887895,-0.0984608525489262,-0.0323789796261143,0.199789270257807,1.15849365953667,0.998141122464497,1.81260271107069,0.33117395378091,'1'
