@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute class {'1','2','3','4','5'}
@data
-1.47028237926831,0.567073534088799,1.8163774614751,'4'
1.21966478928422,0.705654718283864,0.427334985942236,'5'
0.790381071265542,-0.898422488774004,-0.318674289800776,'5'
-0.905982008001821,-1.50471516962741,0.923937140732601,'1'
0.838848587816038,-1.67101259066149,0.400732928008595,'1'
-1.13100976341484,-1.62943823540297,0.142272213400007,'1'
1.07080027416484,-1.65715447224198,-0.64211791403809,'1'
1.54855150873402,-1.66061900184686,-0.941821510578087,'1'
-0.521703841065745,-1.64329635382247,-0.782574043325097,'1'
-0.383225222350042,-1.60518652816883,-1.03633692344219,'1'
-1.31103196774525,-1.60172199856395,-1.0640906349769,'1'
1.48623613031195,-1.54975405449081,-0.838446346743373,'1'
1.13311565258691,-1.54628952488593,-1.02607466363067,'1'
1.68703012744972,-1.5358959360713,-1.07605186891277,'1'
0.793843036733435,-1.51164422883716,-1.02247147018573,'1'
1.01194686121067,-1.43542457752988,0.0638457434181895,'1'
1.52777971592666,-1.48046346239327,-0.407032346777965,'1'
0.773071243926079,-1.48046346239327,-1.05710089579416,'1'
1.10888189431166,-1.47006987357864,-0.854934377507216,'1'
-1.17255334902955,-1.42849551832012,-0.0971805155354647,'1'
-1.30757000227736,-1.44235363673963,-0.833668694675566,'1'
0.00797687552181947,-1.40770834069086,0.48481504339765,'1'
-1.31795589868104,-1.39385022227136,-0.412676589674301,'1'
-0.390149153285827,-1.36959851503722,-0.991114565206089,'1'
-0.549399564808886,-1.34881133740796,0.219375992117229,'1'
1.62817671449555,-1.28991433412506,1.29137165202863,'1'
-0.954449524552317,-1.24487544926166,0.24995752635556,'1'
1.33390964972468,-1.28991433412506,-0.829529583218253,'1'
0.440722559008392,-1.26219809728605,-0.736234239020632,'1'
0.0183627719254972,-1.25526903807629,-0.993611715093559,'1'
0.717679796439798,-1.23794639005191,-0.493258134216538,'1'
0.541119557577277,-1.24487544926166,-0.926838611253267,'1'
1.33044768425678,-1.2102301532129,-0.0454473235745009,'1'
0.970403275595956,-1.17558485716413,0.195647366930814,'1'
