@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute V58 numeric
@attribute V59 numeric
@attribute V60 numeric
@attribute V61 numeric
@attribute V62 numeric
@attribute V63 numeric
@attribute V64 numeric
@attribute class {'1','2','3','4','5','6','7','8','9','10','11','12','13','14','15','16','17','18','19','20','21','22','23','24','25','26','27','28','29','30','31','32','33','34','35','36','37','38','39','40','41','42','43','44','45','46','47','48','49','50','51','52','53','54','55','56','57','58','59','60','61','62','63','64','65','66','67','68','69','70','71','72','73','74','75','76','77','78','79','80','81','82','83','84','85','86','87','88','89','90','91','92','93','94','95','96','97','98','99','100'}
@data
-0.58479026691223,-0.400842240878467,-0.540195988843825,-0.447484862658406,-0.170942830213986,-0.0541292980557216,-0.00562500050714466,0.0425020543230218,0.0868690088857839,0.0646334172578837,0.004554325412465,-0.0392670187242219,-0.00922617123191855,-0.0708146239403056,-0.061778906357801,-0.108054701946114,-0.120332660476293,-0.150525693852419,-0.296771012909064,-0.319209583306181,-0.334407012288394,-0.330183871418843,-0.334992805784647,-0.306218597663398,-0.336121207260596,-0.237511920833358,-0.22151005927079,-0.121963931701924,-0.118579871824038,-0.0599665491491597,-0.0281103810727266,0.128466829353481,0.317153141000462,0.652772122193227,1.04835297693906,0.924505327984869,0.782948135926593,0.670251111771816,0.525030214420193,0.421942286995345,0.295545291267531,0.151978983459819,0.131262439463019,-0.0105853583243353,-0.0780260324042739,-0.0844297025559575,-0.164523850502713,-0.175554210341719,-0.251564395278273,-0.263327856745377,-0.289926100158118,-0.367921076775906,-0.242259723108041,-0.224848610841818,-0.196316969868616,-0.135701853940969,-0.0845593556940363,-0.093512038561905,-0.0948840611887711,-0.108338512531397,-0.0823522790924773,-0.188269195211235,-0.325057443239156,-0.431042679040027,'6'
-0.395556515816584,-0.204536001231827,0.111647617733748,-0.0629459479850327,-0.0107128746830744,0.0501776687368497,0.132714932914067,0.092022709147067,-0.0112983340007354,-0.0998739879719654,-0.14618743119729,-0.199997007999408,-0.225633627805459,-0.248545444810092,-0.263742258387008,-0.343139259676494,-0.326690920671436,-0.325654350038433,-0.296771012909064,-0.224925273474572,-0.179776363714013,-0.163634629845656,-0.201237910324152,-0.143022383918306,-0.121759076330403,-0.0113634721570844,-0.023998644594472,0.114695824951261,0.173383905942252,0.24970471057754,0.340204430218822,0.470254885778557,0.650748070117386,0.995449479060696,1.07189064393459,0.932572718695184,0.762210603315415,0.62406399888372,0.409394457860628,0.326663235513926,0.235735335090071,0.095533678553665,0.0109359253694425,-0.131040118968091,-0.174802506704149,-0.247533157613283,-0.280591307168461,-0.350219499124455,-0.355813495470609,-0.376690463648447,-0.38382986651878,-0.28432343090074,-0.286557920669061,-0.26192800621704,-0.210579332880389,-0.184512093997209,-0.170629835146644,-0.0975138375802808,-0.033925807888707,-0.00260520763271978,-0.0137400944716737,-0.0412207572337283,-0.115754006172888,-0.232217496641042,'6'
-0.447503035725193,-0.37819152091924,-0.326794808119024,-0.391984400746785,-0.351201530186263,-0.302861295791852,-0.242779172086366,-0.182245532955337,-0.203997192259458,-0.154709789715249,-0.187881959621264,-0.172703236235697,-0.185237569245065,-0.337410855244985,-0.263742258387008,-0.184655288172867,-0.22220572563592,-0.179278159793407,-0.117423864674686,-0.0391297217475779,-0.0543213092102689,0.0460940447279868,0.0499603079797027,0.172953263971129,0.207175917683169,0.300565422568809,0.516134611867296,0.702264875952272,0.850577668261286,1.00800228247241,0.8082711695685,0.43717862225355,0.219250281368321,0.0879193361479478,-0.0343797048553467,-0.0718174247389783,-0.150240831576406,-0.156918091769526,-0.156394779591532,-0.256920954809766,-0.227791825285251,-0.274888634892969,-0.363413229588351,-0.330741432666949,-0.316942953332089,-0.206757293848951,-0.164523850502713,-0.103470122907574,-0.0650133738814606,-0.00895322662141462,0.00316747363424883,0.0172252202918227,0.0551710319445243,0.129091072285306,0.0675367458491871,0.0783122755363847,0.0484586580054487,-0.0895102395435287,-0.119267362508797,-0.0229385354978501,-0.413305169616354,-0.31544622265124,-0.363817338992169,-0.476059701469986,'6'
-0.458634432848466,-0.551847040606652,-0.489755709763417,-0.237375971135841,-0.0107128746830744,0.0782603136425417,0.199908614861513,0.221538267917647,0.174128869229357,0.0851968429116146,0.0654924823398126,0.0335163726456733,-0.0149970367405464,-0.0819228002446672,-0.112942955538533,-0.152958493872142,-0.203920816504705,-0.262921697076279,-0.283386897369185,-0.291478903943943,-0.24688023007648,-0.240740760203613,-0.207762539371006,-0.285385038461897,-0.19937295132237,-0.151731474783737,-0.0441528705818514,-0.150526316125584,-0.000983350223727057,0.0551676371594848,0.152210411955427,0.290173006586851,0.505706796588288,0.859884810409829,1.14642658942043,1.0253477118638,0.903225825071424,0.762625337548006,0.5993674864942,0.489431615128017,0.381522103272631,0.257813930158857,0.158001664817147,0.0654913326085631,-0.0629047082949184,-0.0756920174636009,-0.153200196193859,-0.178326675243033,-0.235104011037377,-0.282682448167852,-0.275698256770139,-0.146984441248682,-0.185304897672443,-0.184398361341575,-0.164226653092126,-0.12443795238953,-0.108033122817475,-0.185553415984557,-0.155842314488836,-0.128671840396527,-0.179216539733612,-0.247883426823737,-0.336685411965061,-0.472308282934156,'6'
-0.510580952757074,-0.616024080491131,-0.513035838569759,-0.388020082038813,-0.11886809466644,0.0461658623217507,0.0734263900192624,0.130115520550179,0.188672179286619,0.0714878924757939,0.0686997537570412,0.0547448617952264,0.0427116183457311,-0.0236048746467686,-0.0429289935017415,-0.0763579076453884,-0.0915992318415258,-0.171436578173137,-0.331569713312749,-0.305344243625062,-0.328571893474266,-0.320931135775888,-0.299107346026953,-0.306218597663398,-0.343513004878879,-0.257007476753726,-0.213448368875838,-0.0648391628546036,-0.0415338749134893,0.031346771026662,0.05629509651492,0.190944216011829,0.360665523059191,0.652772122193227,1.04050708794055,1.19879661213556,1.02765102073849,0.834005421102335,0.607627183391312,0.4457620498657,0.276854679962075,0.257813930158857,0.134604842632285,0.0464721598753384,-0.0870988268698873,-0.0349161536992696,-0.110736492535659,-0.194961464650912,-0.243334203157825,-0.27991750653607,-0.309845080901289,-0.161912592297819,-0.169484112829222,-0.174285798966514,-0.117873973303864,-0.0981555154361708,-0.0767347666528904,-0.105517435617033,-0.188353382915536,-0.132738505969553,-0.150964463713281,-0.231986298393736,-0.352189370266266,-0.506071049756625,'6'
-0.681262375313932,-0.498995360701788,-0.656596632875534,-0.364234169790975,-0.178954327990532,-0.106282781452007,-0.0253878481387464,-0.0146371627816459,0.0214241136281043,-0.0210475229659963,-0.066005645766569,-0.0422996600313009,-0.0669348263181961,-0.0624834917120344,-0.0967858873761969,-0.118620300046356,-0.141229699483396,-0.273377139236638,-0.302124659125015,-0.310890379497509,-0.325654334067203,-0.287004438418387,-0.2925827169801,-0.274968258861146,-0.291770421550901,-0.249209254385579,-0.201355833283411,-0.105642569174118,0.0395671744660356,0.138540668624366,0.17906670027877,0.290173006586851,0.465820446367787,0.758211308921679,1.14642658942043,1.00921293044317,0.874193279415775,0.699642910882421,0.529160062868749,0.42988220795213,0.288069046745349,0.123756331006742,0.0510447634006345,-0.0739826007684171,-0.132462799197953,-0.203844732151499,-0.190002072697633,-0.244865832874551,-0.262537984772203,-0.290977273063199,-0.309845080901289,-0.320150993418668,-0.194797368578376,-0.157431528341413,-0.13570192706858,-0.154475023193369,-0.135419184461487,-0.0654994454332716,-0.14771454738216,-0.031071866643902,-0.094460311672619,-0.196217759426235,-0.294049526636746,-0.461054027326667,'6'
-0.503160021341559,-0.340440320987193,-0.268594486103169,-0.146196640852464,-0.11886809466644,-0.16645987767849,-0.230921463507404,-0.247003312340627,-0.247627122431245,-0.223254541894352,-0.235991030879696,-0.254584551526829,-0.222748195051145,-0.226329092201369,-0.3337562204238,-0.295594068225406,-0.209145076256481,-0.213258346814573,-0.23520408142562,-0.108456420153173,-0.1243427349798,-0.00942236912974223,0.0564849370265562,0.13823066530196,0.270006197438571,0.366850312698062,0.524196302262248,0.722666579112029,0.919513560233883,1.09534545829276,1.16507614300719,0.767941257503623,0.483950605558924,0.336454562007871,0.263764077088039,0.186339077991087,0.111052079324433,0.0278303597828551,-0.0283694776862991,-0.0703328123253203,-0.182934358152155,-0.147886698854123,-0.259798731341105,-0.295872949322704,-0.298797364400863,-0.329084885141945,-0.342871405867156,-0.261500622282431,-0.224130421543447,-0.196969257582604,-0.141956528923137,-0.135041920409372,-0.0872160316444693,-0.046193342215746,-0.0322997952332249,-0.00428966917417305,0.118879959375764,0.190615691742803,0.112374000031448,0.0543281103896451,0.0225840032687518,-0.160449220458733,-0.452965099224099,-0.326002960036789,'6'
-0.0504832049951116,-0.238512081170668,-0.159953885006908,-0.0867318602328704,-0.114862345778167,-0.126341813527502,-0.147917503454677,-0.212719782077827,-0.291257052603031,-0.26780863081077,-0.2808928307209,-0.318270018975488,-0.341050937978014,-0.354073119701528,-0.317599152261463,-0.395967250177703,-0.355424349306203,-0.289060302477176,-0.275356428045257,-0.280386632199048,-0.200199279563459,-0.185224346345884,-0.0935815310510716,-0.0666326668461349,0.0149891796078235,0.043224084419947,0.129173472909612,0.204463318854193,0.35991631951516,0.452182072706536,0.55889134942318,0.709139011236943,0.911822362469761,0.825993643247113,0.718825639001629,0.569540136731029,0.45944262719222,0.271362409556448,0.256590065264059,0.148015013986265,0.0824723223853271,0.0285048789776074,-0.0659393475236758,-0.16907846443454,-0.171778241882278,-0.253358281008187,-0.294745875054528,-0.372399218334961,-0.413424840313742,-0.398809996702705,-0.406594415939546,-0.317165363208841,-0.302378705512283,-0.309119963967323,-0.242669649656879,-0.177002826296249,-0.0845593556940363,-0.0134760581943815,0.0798629316047466,0.127528090704114,0.0346920358488935,0.00647062805627364,-0.177769839377708,-0.0859121737436747,'6'
-0.503160021341559,-0.325339841014375,-0.222034228490486,-0.122410728604627,-0.0587818613423479,-0.00999942748963373,-0.0570084043493091,-0.144152721552225,-0.134916469487463,-0.110155700798831,-0.085249274269942,-0.10295248617288,-0.0755911245811376,-0.0735916680163961,-0.0563932169703553,-0.0473025128697233,-0.149066089111059,-0.116545506831252,-0.120100687782661,-0.0419027896838014,-0.00472279929018432,-0.0186751047726969,0.0923703967842496,0.134758405435043,0.199784120064887,0.304464533752883,0.427456017522826,0.616577722681291,0.741091251598928,0.912718817941114,1.04230453924334,0.808367801811965,0.512958860264743,0.325157506286965,0.193151076101448,0.117766256953414,0.023954442357487,0.0236315313384827,0.0170588552478162,-0.0862126542388906,-0.0521000790139599,-0.0843857308347001,-0.172896248940188,-0.172248326556744,-0.195972360457246,-0.19219448536169,-0.136214714730579,-0.0896077984010083,-0.0842171554958385,-0.083606650679534,-0.0537438999176673,-0.0126310818064509,0.0140369913521483,0.0515614274098406,0.10319265337862,0.205969826452701,0.236248794992957,0.238637279963317,0.274929342164953,0.168194746434375,0.135592307350076,-0.0173750645887275,-0.286297547486144,-0.524828142435775,'6'
-0.432661172894162,-0.310239361041556,-0.249194378764551,-0.122410728604627,-0.0667933591188937,-0.0340702659802272,-0.0728186824545904,-0.0603485364653798,-0.0549282641725216,-0.0553198990555479,-0.114114717025001,-0.139344181857828,-0.173695838227809,-0.187450475136103,-0.174878383494157,-0.271821472499862,-0.237878504891248,-0.168822717633047,-0.152222565078371,-0.141733235387858,-0.068909106245588,-0.10194972555929,0.0108125336985825,0.00281253049220252,0.177608727210039,0.245977865991778,0.371024184758164,0.50232818498665,0.635659887405545,0.789644342921529,0.915696322861868,0.84511920572864,0.556471242323473,0.438128063496021,0.350068856071651,0.262979289739076,0.218887248902558,0.162192870002768,0.074876733527599,0.0328861601128837,0.0151861216856836,-0.112608383287777,-0.12944500773973,-0.207116809900989,-0.214117949388473,-0.285396459680162,-0.263605825705181,-0.225458578565358,-0.166519076700314,-0.130610658419831,-0.102118567436796,-0.0723436860029978,0.0045445204462155,0.0313363026597191,0.053274382837414,0.0557844724335052,0.173652082663788,0.166604897632546,0.136757301351473,0.0746614382547754,-0.142892441993187,0.0342906028087751,-0.21265374555542,-0.543585235114925,'6'
