@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute class {'1','2'}
@data
1.09609952943172,-2.07151230224443,1.26881726270379,0.983509520104142,1.56708745747865,3.28062806412469,2.65054179911609,2.5302488641343,2.21556554184631,2.25376381072807,2.48754514923608,-0.564768122656741,2.83054028878839,2.48539067516963,-0.213813513316834,1.31570388767248,0.723389645468086,0.660239000708462,1.14774677101981,0.9062856536861,1.88503099661675,-1.35809849025946,2.30157547982572,1.9994781593289,1.30653665654509,2.61436465821211,2.10767181755745,2.29405759870782,2.74820411421215,1.93531174206011,'2'
1.82821197373436,-0.35332152255009,1.6844725522771,1.90703026863379,-0.826235446757045,-0.486643477616134,-0.0238248985931014,0.547662270825476,0.00139113924357841,-0.867888806803796,0.498815695447766,-0.875473278864705,0.26309546956432,0.741749287162234,-0.604818670308138,-0.692317103520033,-0.440392592585766,0.259933353509337,-0.804742291898718,-0.0993560970704001,1.8043398096552,-0.36887864740581,1.53377643077062,1.88882701986617,-0.375281748283427,-0.430065806119696,-0.146619958208497,1.08612861648405,-0.243675259026272,0.280942786504522,'2'
1.57849920203424,0.455785908212602,1.56512598398377,1.55751318534411,0.941382123037947,1.05199989533249,1.36227979229276,2.03543978326169,0.938858719917221,-0.39765801323729,1.22759579084327,-0.77939758878873,0.850180231733261,1.18029751826092,-0.296743908624189,0.814257043931971,0.21288909641002,1.42357487046874,0.236827152446297,0.293301467392585,1.51054112892339,-0.0239533074634196,1.34629061646647,1.45500429848057,0.526943750140202,1.08198013848268,0.854222318593395,1.95328166417618,1.15124202844253,0.201214162140397,'2'
-0.768233322920375,0.253509050521929,-0.592166122890763,-0.763791736113955,3.28066683929922,3.39991742235231,1.91421288187627,1.45043113035502,2.86486215414167,4.90660199250538,0.326086518953731,-0.110311981108687,0.286341454250032,-0.288124628976777,0.689095328764447,2.74186785082756,0.818797924591203,1.1140267789099,4.72851977364611,2.04571063622306,-0.281217022581851,0.133866305623429,-0.249719577363966,-0.549537693087806,3.39129072086376,3.88997466696241,1.98783916947293,2.17387322893996,6.04072614732218,4.93067186574007,'2'
1.74875791001159,-1.15080384654895,1.77501132822376,1.82462380184192,0.280125349140384,0.538866306766068,1.36980615260527,1.42723695468912,-0.00955206208724213,-0.561955519423177,1.26942582105894,-0.789548982457135,1.27207012400799,1.1893102889251,1.48176336423234,-0.0484772250870601,0.827742450758995,1.14319885036571,-0.360774828397416,0.498889258603234,1.29743363515314,-1.46548090741133,1.33736272054722,1.21965108121065,0.220362270093338,-0.313118999139101,0.612639700055007,0.728618149453083,-0.86758959617918,-0.396750520590539,'2'
-0.475955874225908,-0.834600942572726,-0.386807717448108,-0.505205926525653,2.23545451926759,1.24324156487201,0.865540011667602,0.82393067431268,1.00451792790215,1.88834349524566,-0.254846055851886,-0.592140630584048,-0.321021720091551,-0.289003923675722,0.156209254500319,0.445151961846806,0.159884496897178,-0.0690627856867054,0.134000900681691,0.486417940386411,-0.165352754124237,-0.313560432509389,-0.11490834898336,-0.244105420824825,2.0467119440868,1.72010293309419,1.26213265267309,0.905091401264113,1.75252734818575,2.23983079345086,'2'
1.16987830288857,0.160508196411275,1.13712449769047,1.0943320099277,-0.123027974300388,0.0882176201283941,0.299808594844503,0.646366373937042,-0.0642680687413458,-0.761661970907748,0.149751305372138,-0.804232248298935,0.155273668256124,0.298364935219355,-0.908230678842276,-0.650995203256338,-0.30986876628539,-0.227888508057209,-0.828936704078625,-0.61068014396012,1.36777979814526,0.322599038799454,1.36712237361137,1.27409846729548,0.51818427928172,0.0211963295119497,0.509104292109984,1.19566373829779,0.262244915918961,-0.0147175288457742,'2'
-0.118412587473451,0.358135011396414,-0.0728027808694602,-0.218772414366303,1.60263889693551,1.13910006165742,0.0609720942610925,0.281702389856452,1.40212090958863,1.6588935297102,0.643057178950092,0.290305519019434,0.489620171395302,0.233516951172182,0.587513920857848,0.268696279639677,-0.232349539497858,0.434965782244177,-0.687399392826167,0.611131122554636,0.163619008103631,0.400695342182636,0.0993611530785282,0.0288340565165622,1.44668819028079,0.724148332340965,-0.0210353430159227,0.623646991048247,0.477220581311025,1.72491676109923,'2'
-0.319885391913328,0.588312125320284,-0.183918551349454,-0.383869508180373,2.19990307981073,1.68252936024991,1.2180245529698,1.14967998588714,1.96387191123743,1.57107934536947,-0.356536301721026,-0.389475306989821,-0.227543185929857,-0.352093318325006,-0.436293449322108,0.532821398892753,0.120462326009501,0.0751769009558945,0.107387047283793,-0.0173477318264464,-0.161214744536465,0.822089979187726,-0.031581320403737,-0.248145065598861,1.6612952263136,1.81671116494772,1.27890922340493,1.39039284374444,2.3877561940435,1.2875166691016,'2'
-0.473118229092951,1.10446686563441,-0.329192132754778,-0.508615849289455,1.58130803326139,2.56110495100571,1.73734341453247,0.940932404894014,0.796597102616552,2.78064891677247,-0.387908824382782,0.692735768016914,-0.409059704645949,-0.360446617964981,0.0359768339944755,2.60729247294175,1.50852027575207,0.409035052061238,-0.320854048300569,2.37525577213425,-0.243974936291904,2.44096126806828,-0.28602635410223,-0.297147713075211,2.31825554069974,5.10838243316786,3.99192037603841,1.61859101418974,2.36835989340663,6.8408368244639,'2'
0.537083438239384,0.918465157413106,0.441622082463842,0.406095932100373,-1.01679116224581,-0.712914561873285,-0.700068372671445,-0.404329783728375,-1.03456525340745,-0.825398072445377,-0.0925743869117695,-0.0541167661585885,-0.197867460799161,0.0038012110728721,-1.00315101082057,-0.90512488987806,-0.691833161524813,-0.681514219195003,-0.718852128660046,-0.284536276653521,0.604317029201341,1.33459697013986,0.492188573525325,0.47319498166052,-0.624926667750159,-0.630273655026694,-0.605339335076031,-0.226010863576409,0.0763637014822138,0.0317908353666316,'2'
0.46897995504844,-0.325421266316893,0.47866067262384,0.358357013407149,0.0525961366164914,0.470700959207428,0.134730425323616,0.441742201951185,0.110823152551786,-0.280100314845663,0.362868097246824,-0.420473312655843,0.34519830909258,0.30386052708776,-0.422971297465504,0.844969267100933,-0.131972079170412,0.165934456596182,-0.0559252349305824,0.13193016804158,0.858804618849315,0.260772798621101,0.870136167440046,0.734893708326329,0.316716449536638,1.94891190327361,0.595863129323175,1.01006255966895,1.4405701796093,1.15463562849472,'2'
1.43094165512052,1.28116848844466,1.66389555774377,1.33018500109066,0.0739270002906059,2.6785008273567,1.47642959036572,1.62052175190498,2.13531539875362,2.15320240607981,1.98450297552172,4.26203829178285,4.05763152294268,1.66764660515103,-1.29956888962999,3.21036885516864,1.88849699850976,4.71677760370203,2.93934299294196,3.41831147754121,0.970530877719157,0.693556479869572,1.32248289401514,0.79285382899728,-1.25560856956085,0.864611616812223,0.439601356220964,0.944645750807964,0.444893413582895,1.01621787786256,'2'
0.488843470979132,1.08354167345952,0.482776071530507,0.363187737322535,-0.878140548364058,-0.0784087850149474,0.132723395906949,0.12166257776172,0.129061821436487,-1.33387052693446,-0.00675070422788566,-0.251706392918612,0.0182707372360764,-0.0825894930984473,0.908577780601984,0.322861473228575,0.61671788894849,1.31661060846411,1.12113291762191,-0.299653026007245,0.11810090263814,0.322599038799454,0.14102466736834,-0.00717147299114982,-0.843913439212205,-0.3932021387019,-0.191677033888276,-0.0411703455157184,-0.14831011422829,-1.16690688510788,'2'
-0.11273729720754,0.771988812188826,0.0671207819571977,-0.217635773445036,1.19024219923595,2.36607631771294,1.55545637364699,0.807437038283593,0.938858719917221,1.98607218427003,-0.696224995369003,-0.0867462458070328,-0.398178605431361,-0.464423216115195,-0.203821899424382,1.89197687513374,0.76579332507836,0.726686496802244,-0.112782103553365,1.624331247988,-0.25638896505522,1.03034678820955,0.0457937775630561,-0.321209944990121,1.43354898399307,3.29380018355046,2.02330963330595,1.61554837191714,1.12376393587362,3.27519556817943,'2'
0.117111958561896,1.91822433910264,0.195932767735857,0.0111132119600001,1.24712450236693,1.04442596782598,0.942058008178044,0.637088703670681,1.79242842372124,1.12917570804191,-0.126831739243572,-0.333280092039723,0.00640044718379787,-0.171178434017128,-0.477592120077578,0.944923593414465,0.514021477392357,-0.14523430559909,-0.238593046888884,0.631538734182163,0.24637919985907,1.86337402429683,0.50111646944457,0.109978225455894,1.55180184058258,2.56415380086718,2.06309407247001,0.860973088311355,2.12913885221846,2.77689166590365,'2'
