@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute V51 numeric
@attribute V52 numeric
@attribute V53 numeric
@attribute V54 numeric
@attribute V55 numeric
@attribute V56 numeric
@attribute V57 numeric
@attribute class {'1','2','3'}
@data
-1.7149111292565,-0.687739708514544,2.04426913826427,-2.04426913826427,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,2.79824086317118,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,2.35124682817246,-2.35124682817246,'3'
-1.69204564753308,-0.842853518799378,-0.485932827948064,0.485932827948064,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,4.21386076141064,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,2.35124682817246,-2.35124682817246,'3'
-1.66918016580966,1.63896744575796,2.04426913826427,-2.04426913826427,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,2.79824086317118,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,-0.42248966443724,0.42248966443724,'3'
-1.64631468408624,0.398056963479292,2.04426913826427,-2.04426913826427,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,4.89965534671127,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,2.89510319618426,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.649397302257203,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,-0.42248966443724,0.42248966443724,'3'
-1.62344920236282,2.10430887661246,-0.485932827948064,0.485932827948064,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,3.5556977026907,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,3.95895051537942,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.649397302257203,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,-0.42248966443724,0.42248966443724,'3'
-1.6005837206394,-0.610182803372127,-0.485932827948064,0.485932827948064,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,2.79824086317118,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,2.35124682817246,-2.35124682817246,'3'
-1.57771823891598,-0.687739708514544,-0.485932827948064,0.485932827948064,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,4.21386076141064,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.649397302257203,-0.081378845877116,5.38577965726006,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,-0.42248966443724,0.42248966443724,'3'
-1.55485275719256,-0.0672844673752093,-0.485932827948064,0.485932827948064,-0.164410096470982,4.21386076141064,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,-0.42248966443724,0.42248966443724,'3'
-1.53198727546914,2.33697959203971,2.04426913826427,-2.04426913826427,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,-0.235740462176819,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,3.39214128782341,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,2.35124682817246,-2.35124682817246,'3'
-1.50912179374572,-0.610182803372127,-0.485932827948064,0.485932827948064,-0.164410096470982,-0.235740462176819,-0.141901480153679,-0.115472619924658,-0.318611091309133,-0.235740462176819,4.21386076141064,-0.164410096470982,-0.164410096470982,-0.235740462176819,-0.081378845877116,-0.164410096470982,-0.184444508810276,-0.115472619924658,-0.292846729884036,-0.355000706521717,-0.081378845877116,-0.164410096470982,-0.115472619924658,-0.115472619924658,-0.202744359174259,-0.235740462176819,-0.279376248068555,-0.184444508810276,-0.235740462176819,-0.318611091309133,-0.081378845877116,-0.250919398862076,-0.081378845877116,-0.141901480153679,-0.081378845877116,-0.265428528591661,-0.141901480153679,-0.265428528591661,-0.115472619924658,-0.081378845877116,-0.343123341769986,-0.081378845877116,-0.141901480153679,-0.141901480153679,-0.081378845877116,-0.081378845877116,-0.141901480153679,-0.081378845877116,1.52969142309474,-0.081378845877116,-0.184444508810276,-0.115472619924658,-0.219747999360536,-0.164410096470982,-0.141901480153679,2.35124682817246,-2.35124682817246,'3'
