@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute class {'1','2'}
@data
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,'1'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,'2'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,'1'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,'2'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,'1'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,'1'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,'1'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,-0.300367084872712,'2'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,3.30403793359983,'1'
-0.315027656313575,-0.315027656313575,3.15027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-0.315027656313575,-1.62679582199631,1.62679582199631,-0.300367084872712,3.30403793359983,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,-0.300367084872712,'2'
