@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute class {'1','2'}
@data
-0.520396346001608,-0.56018130054883,-0.323047445784931,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,0.706613015561275,-0.528382324648526,-0.440618139277447,-0.312904007246621,1.28954968852945,-0.511061900440252,-0.391175448537614,-0.76227902617092,-0.628805962289006,-0.753852555830266,-0.836225757802957,-0.727427847015384,-0.201326476184693,-0.49076860001722,-0.600874445788145,0.925760403358798,-0.201326463589171,-0.4943146168146,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.495201153477168,0.42475504330224,-0.602109900083614,-0.596288810606628,-0.623920552012238,-0.807815896281747,-0.654114897669978,-0.817231321584051,-0.631062499174004,'1'
-0.451871985909876,-0.456647989004217,-0.323047445784931,-0.0915206602627253,-0.214304845557144,-0.426422387458696,-0.449019507596669,-0.505305210231718,-0.399619953795705,-0.440618139277447,-0.441908290936017,-1.03630771487231,-0.419766159958717,-0.391175448537614,-0.76227902617092,-0.424892345263362,0.108917008878074,-0.63514334630172,-0.449736424107778,-0.191425896489968,-0.423829424585609,-0.491846679205388,0.0548488949948367,-0.191426072246657,-0.419143452480014,-0.581928980268169,-0.447425400124889,-0.427445432425962,-0.405958614315255,-0.410870286056562,-0.491563668516853,-0.489079349795505,-0.445982045067001,-0.183352950142897,-0.441482314952189,0.725771874742277,-0.412998477974839,'2'
-0.58892070609334,-0.56018130054883,-0.598771960649793,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,-0.951801398681768,-0.528382324648526,-0.440618139277447,-0.312904007246621,1.28954968852945,-0.579533705801404,-0.391175448537614,-0.76227902617092,-0.399403143135157,0.108917008878074,-0.531091177810603,-0.462510229561528,-0.189579142826675,-0.407094630727706,-0.439513351245665,0.0548488949948367,-0.189578801007199,-0.399039406674082,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.584443692639081,-0.530245333107819,-0.421216066610732,-0.450790256648675,-0.475638462891207,-0.807815896281747,-0.523264077535954,-0.817231321584051,-0.412998477974839,'1'
-0.451871985909876,-0.56018130054883,-0.323047445784931,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,-1.20694207779608,-0.528382324648526,-0.440618139277447,-0.312904007246621,1.28954968852945,-0.533885835560636,-0.391175448537614,-0.76227902617092,-0.246467930365924,0.108917008878074,-0.146481168510618,-0.712987893024189,-0.194981768979111,-0.407094630727706,-0.461318904562216,0.925760403358798,-0.194981709414582,-0.399017087444766,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.524948666531139,-0.768995427210334,-0.451365038856212,-0.466105893907407,-0.297699955945969,-0.682923307053977,-0.39241325740193,-0.817231321584051,-0.267622463842063,'1'
0.71304213564957,0.164551880263459,2.70992221772855,-0.335000152659787,-0.455526105990012,-0.548678500983861,0.692761386382237,-0.122594191560247,-0.528382324648526,-0.440618139277447,1.23514739702613,1.04654966130837,0.105184347810109,-0.391175448537614,-0.76227902617092,0.645654144121266,0.108917008878074,0.360374179844882,-0.0515269236582713,-0.115677893174421,-0.00545957813803916,0.000958825748671098,-0.46769801002354,-0.115677787625643,-0.00688496779350908,-1.51826660389137,-0.562969322135162,-0.548981641282708,-0.0787359707215742,-0.112432668428418,-0.0996270293256085,0.077599228777575,0.35474123618657,1.19046553136257,0.458117073469227,-0.817231321584051,0.580404285265797,'1'
-0.24629890563468,-0.353114677459605,-0.874496475514655,-0.335000152659787,-0.455526105990012,-0.365294330696113,-0.353871099765094,0.132546487554068,-0.399619953795705,0.881123789880074,-0.441908290936017,-1.3140220316964,-0.419766159958717,0.0521986531006784,1.86922970681556,-0.424892345263362,0.971686573586415,-0.624610458080226,-0.566366821728973,-0.195214783582537,-0.440564218443512,-0.51365223252194,0.403213498340421,-0.195214629905573,-0.437696311848519,1.83094104983778,-0.331881478114615,-0.366677327997588,-0.435706127369226,-0.0527451449027897,-0.531762298177493,-0.496737168424871,-0.505294880715413,-0.433138128598437,-0.457838667468942,-0.817231321584051,-0.437227813663635,'1'
-0.520396346001608,-0.456647989004217,-0.0473229309200686,-0.335000152659787,-0.455526105990012,-0.426422387458696,-0.449019507596669,-0.250164531117404,-0.399619953795705,-0.440618139277447,-0.183899723557224,1.28954968852945,-0.442590095079101,-0.391175448537614,-0.76227902617092,-0.450381547391568,0.971686573586415,-0.561093950320312,-0.255352428072454,-0.180419626740461,-0.356890249153998,-0.413346687265804,-0.293515708350748,-0.180419520317838,-0.364266047400541,-0.581928980268169,-0.447425400124889,-0.427445432425962,-0.435706127369226,-0.0527451449027897,-0.391067094365252,-0.427816800760577,-0.357012791594382,-0.0584603609151265,-0.539620430052707,-0.817231321584051,-0.461457149352431,'1'
-0.314823265726412,-0.456647989004217,-0.598771960649793,-0.0915206602627253,-0.214304845557144,-0.426422387458696,-0.449019507596669,-0.250164531117404,-0.399619953795705,-0.440618139277447,-0.312904007246621,0.143978131630078,-0.488237965319869,-0.391175448537614,-0.76227902617092,-0.475870749519773,-0.753852555830266,-0.201379858634765,-0.456956401103376,-0.181889990296162,-0.323420661438192,-0.365374469969391,0.0548488949948367,-0.181889883853693,-0.326529810435368,-0.581928980268169,-0.447425400124889,-0.427445432425962,-0.495201153477168,-0.410870286056562,-0.360918122119771,-0.36655425172565,-0.20873070247335,-0.183352950142897,-0.441482314952189,0.931680503576305,-0.461457149352431,'1'
-0.58892070609334,-0.56018130054883,-0.874496475514655,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,-0.696660719567454,-0.528382324648526,-0.440618139277447,-0.441908290936017,-0.446164791621114,-0.55670977068102,-0.391175448537614,-0.76227902617092,-0.475870749519773,0.108917008878074,-0.663550226656656,-0.977350127632229,-0.203587498945029,-0.507503393875123,-0.627041109768006,4.40940643681464,-0.203587909810791,-0.513380818457362,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.55469617958511,-0.291495239005304,-0.652358187159415,-0.603946629235994,-0.683233387660651,-1.30738625319283,-0.572333135086213,-0.817231321584051,-0.485686485041227,'1'
-0.520396346001608,-0.353114677459605,-0.874496475514655,-0.335000152659787,-0.375119019179056,-0.304166273933531,-0.353871099765094,0.132546487554068,-0.270857582942884,-0.440618139277447,-0.441908290936017,-1.3140220316964,-0.37411828971795,-0.391175448537614,-0.76227902617092,-0.424892345263362,0.108917008878074,-0.73728044420711,0.148410900835205,-0.167841731838611,-0.356890249153998,-0.387180023285942,-0.641880311696332,-0.167841813804336,-0.355466691242907,-0.870032864459925,-0.331881478114615,-0.305909223569215,-0.376211101261284,0.186004949199725,-0.370967779534932,-0.397185526243114,-0.475638462891207,-0.0584603609151265,-0.506907725019201,-0.349018706974192,-0.437227813663635,'1'
0.507469055374373,0.0610185687188462,1.60702415826911,0.63891781692846,-0.2947119323681,-0.304166273933531,0.121870939392784,-0.377734870674561,-0.399619953795705,2.2028657190376,0.33211741120036,0.525835317263202,0.0595364775693415,0.199990020313443,0.553475340322319,0.161359303685363,-0.753852555830266,0.146205452674516,0.145078603760314,-0.0978274311596878,-0.00545957813803916,0.0271254897285327,-0.641880311696332,-0.0978276081797124,0.00264534312420723,0.246369686783127,-0.216337556104342,-0.305909223569215,0.0402540814943097,-0.410870286056562,-0.0393290848346478,0.077599228777575,0.236115564889745,1.0655729421348,0.196415433201179,0.119849667600107,0.216964249933857,'1'
-0.58892070609334,-0.249581365914992,-0.874496475514655,-0.335000152659787,-0.455526105990012,-0.304166273933531,-0.258722691933518,3.44937531604015,-0.399619953795705,2.2028657190376,-0.441908290936017,-1.48759347971145,-0.396942224838334,0.199990020313443,1.86922970681556,-0.6033167601608,0.108917008878074,-0.618546067892094,-0.794629171359025,-0.200939828164429,-0.474033806159318,-0.565985560481663,1.44830730837717,-0.200939392082325,-0.477965781341,1.83094104983778,-0.216337556104342,-0.305909223569215,-0.435706127369226,2.93163103137864,-0.582010585253294,-0.550341898830433,-0.594264134188032,-1.05760107473729,-0.654114897669978,-0.817231321584051,-0.606833163485208,'1'
0.644517775557838,0.682218437986522,1.33129964340424,0.151958832134336,0.10732350168668,0.551626520742624,0.787909794213812,-0.377734870674561,0.630479013026862,-0.440618139277447,0.461121694889757,-0.446164791621114,0.835550271662389,0.199990020313443,-0.0517716682645707,0.977013771787937,0.108917008878074,0.268131613299076,1.96728972088002,0.472016698549413,0.898219290188712,1.08251427024962,-0.990244915041916,0.472017031439066,0.890392689148013,-0.653954951316108,0.476925975957299,0.54484423842801,0.843436933951526,-0.410870286056562,1.14653049015425,1.02716873881895,0.651305414428633,1.69003588827366,1.03058941155558,-0.0506479231541837,0.943844320597738,'1'
-0.520396346001608,-0.56018130054883,-0.598771960649793,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,-0.696660719567454,-0.528382324648526,-0.440618139277447,-0.312904007246621,1.28954968852945,-0.511061900440252,-0.391175448537614,-0.76227902617092,-0.475870749519773,0.108917008878074,-0.486725375907949,-0.788519960055057,-0.200021274433924,-0.457299012301415,-0.544180007165111,1.44830730837717,-0.200021261856019,-0.462074490068368,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.495201153477168,-0.410870286056562,-0.531762298177493,-0.550341898830433,-0.505294880715413,-1.05760107473729,-0.55597678256946,-0.817231321584051,-0.485686485041227,'1'
-0.58892070609334,-0.56018130054883,-0.598771960649793,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,1.34446471334706,-0.528382324648526,-0.440618139277447,-0.312904007246621,1.28954968852945,-0.55670977068102,-0.391175448537614,-0.76227902617092,-0.654295164417211,0.108917008878074,-0.805265450000385,-0.677443390892015,-0.20025188925044,-0.49076860001722,-0.583430003134904,0.751578101686005,-0.200251641396199,-0.484164947283379,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.55469617958511,1.08131780208416,-0.622209214913934,-0.550341898830433,-0.653576969836445,-0.558030717826207,-0.686827602703484,-0.817231321584051,-0.6552918348628,'1'
1.74090753702555,1.19988499570959,0.228401583944794,4.77806918767851,4.52971327628926,1.52967542894394,1.07335501770854,-0.888016228903189,1.66057797984943,-0.440618139277447,-0.183899723557224,-1.6264506381235,1.36050077943122,-0.391175448537614,-0.76227902617092,1.97109265478795,-0.753852555830266,0.887337769350505,1.67515834398122,0.586260154222944,1.29985434277838,1.46193089795761,-0.990244915041916,0.586259873860227,1.30574238709471,-1.59029257493931,1.40127735203949,1.51713390928198,1.43838719503095,-0.828682950735963,1.40782158294841,1.49429567521027,1.27409018873697,2.18960624518474,2.91156995098218,2.04712820308803,2.34914579054791,'2'
-0.520396346001608,-0.456647989004217,-0.323047445784931,-0.335000152659787,-0.375119019179056,-0.487550444221278,-0.449019507596669,0.89796852489701,-0.528382324648526,2.2028657190376,-0.183899723557224,1.28954968852945,-0.511061900440252,-0.0955927141120858,1.86922970681556,-0.577827558032595,-0.753852555830266,-0.575137801282303,-0.862941261394296,-0.201954043988788,-0.49076860001722,-0.587791113798214,2.14503651506834,-0.201954078439441,-0.486447088480888,1.83094104983778,-0.447425400124889,-0.488213536854335,-0.524948666531139,0.484442566827868,-0.602109900083614,-0.57331535471853,-0.564607716363826,-0.932708485509517,-0.605045840119719,0.00246863396542223,-0.582603827796412,'1'
-0.314823265726412,-0.456647989004217,-0.598771960649793,-0.335000152659787,-0.455526105990012,-0.426422387458696,-0.449019507596669,0.89796852489701,-0.399619953795705,-0.440618139277447,-0.312904007246621,0.143978131630078,-0.465414030199485,-0.391175448537614,-0.76227902617092,-0.577827558032595,-0.753852555830266,-0.774624320628768,-0.53304385098006,-0.196815253232436,-0.457299012301415,-0.544180007165111,0.229031196667629,-0.196815428916382,-0.460595841126216,-0.581928980268169,-0.447425400124889,-0.427445432425962,-0.465453640423197,0.186004949199725,-0.531762298177493,-0.550341898830433,-0.564607716363826,-0.682923307053977,-0.572333135086213,-0.817231321584051,-0.582603827796412,'1'
-0.451871985909876,-0.56018130054883,-0.874496475514655,-0.0915206602627253,-0.455526105990012,-0.548678500983861,-0.544167915428245,-0.696660719567454,-0.528382324648526,-0.440618139277447,-0.441908290936017,-0.446164791621114,-0.55670977068102,-0.391175448537614,-0.76227902617092,-0.501359951647978,0.971686573586415,-0.729300983433251,-0.557480696195929,-0.196650279646085,-0.457299012301415,-0.539818896501801,0.229031196667629,-0.19665026711368,-0.455406620310364,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.55469617958511,-0.47055780958219,-0.561911270422974,-0.519710624312969,-0.564607716363826,-0.433138128598437,-0.539620430052707,-0.221145513908474,-0.485686485041227,'1'
-0.58892070609334,-0.56018130054883,-0.323047445784931,-0.335000152659787,-0.455526105990012,-0.548678500983861,-0.544167915428245,0.260116827111225,-0.528382324648526,-0.440618139277447,-0.312904007246621,1.28954968852945,-0.511061900440252,-0.391175448537614,-0.76227902617092,-0.6033167601608,0.971686573586415,-0.829203832321961,-0.773524623218047,-0.20190218976969,-0.49076860001722,-0.605235556451455,1.27412500670438,-0.201902412439621,-0.498694765567766,0.0302917736393104,-0.562969322135162,-0.548981641282708,-0.495201153477168,0.42475504330224,-0.592060242668454,-0.61160444786536,-0.623920552012238,-1.05760107473729,-0.654114897669978,-0.817231321584051,-0.606833163485208,'1'
-0.58892070609334,-0.249581365914992,-0.598771960649793,-0.335000152659787,-0.133897758746188,-0.304166273933531,-0.258722691933518,-0.186379361338825,-0.399619953795705,2.2028657190376,-0.183899723557224,-0.0990218955910012,-0.37411828971795,0.199990020313443,1.86922970681556,-0.271957132494129,1.83445613829476,-0.233616880161154,-0.503608560151854,-0.185476918851189,-0.340155455296095,-0.387180023285942,0.229031196667629,-0.185476859414951,-0.347682860019128,1.83094104983778,-0.216337556104342,-0.305909223569215,-0.405958614315255,-0.0527451449027897,-0.411166409195572,-0.36655425172565,-0.297699955945969,-0.308245539370667,-0.376056904885177,0.323135256576376,-0.291851799530859,'1'
0.0277985347322488,-0.0425147428257665,0.779850613674518,1.36935629411965,-0.133897758746188,0.0626020666419639,-0.0684258762703671,-0.888016228903189,0.115429529615579,-0.440618139277447,0.203113127510964,0.803549634087292,0.150832218050876,-0.391175448537614,-0.76227902617092,0.263316112198185,-0.753852555830266,0.959791273177141,-0.410859624900713,-0.14897296024538,-0.0389291658538448,-0.0426522808844315,0.0548488949948367,-0.148972713083271,-0.0442417778603185,-1.26617570522359,0.0147502879162051,0.0586994030010244,0.218739159818136,-0.649620380159076,-0.0292794274194877,-0.0525836879216461,0.532679743131808,0.191324817540414,0.229128138234685,0.59724292171212,0.386569599755429,'2'
-0.383347625818144,-0.249581365914992,-0.598771960649793,0.395438324531398,-0.133897758746188,-0.181910160408366,-0.258722691933518,0.132546487554068,-0.142095212090063,-0.440618139277447,-0.312904007246621,-0.793307687651226,-0.328470419477182,-0.391175448537614,-0.76227902617092,-0.424892345263362,-0.753852555830266,0.0718368782621542,-0.468619440865495,-0.176701368670458,-0.273216279864484,-0.299957810019737,0.0548488949948367,-0.176701262298022,-0.272137848593507,-1.05009779207977,-0.216337556104342,-0.184373014712469,-0.346463588207313,-0.0527451449027897,-0.310669835043971,-0.28997606543199,-0.0604486133523184,-0.0584603609151265,-0.376056904885177,1.47792855395447,-0.364539806597247,'2'
-0.520396346001608,-0.456647989004217,-0.323047445784931,-0.335000152659787,-0.455526105990012,-0.426422387458696,-0.449019507596669,1.34446471334706,-0.399619953795705,-0.440618139277447,-0.312904007246621,0.143978131630078,-0.442590095079101,-0.391175448537614,-0.76227902617092,-0.6033167601608,0.108917008878074,-0.641526914920806,-0.910704186134404,-0.20285518750054,-0.507503393875123,-0.600874445788145,2.84176572175951,-0.202855268993674,-0.500647698132872,-0.581928980268169,-0.447425400124889,-0.427445432425962,-0.435706127369226,0.961942755032898,-0.622209214913934,-0.580973173347896,-0.653576969836445,-1.30738625319283,-0.637758545153225,-0.817231321584051,-0.606833163485208,'1'
0.71304213564957,0.0610185687188462,-0.0473229309200686,0.151958832134336,2.35872193239345,0.184858180167129,0.0267225315612084,-1.01558656846035,0.2441919004684,-0.440618139277447,-0.312904007246621,-1.3140220316964,0.128008282930493,0.0521986531006784,0.369269729013265,0.824078559018704,-0.753852555830266,0.122905427214849,1.09422788725851,0.110914033497936,0.379440680593725,0.506847662692661,-0.990244915041916,0.110914041879023,0.386296155635576,0.0302917736393104,0.130294209926479,0.180235611857771,0.159244133710194,-0.888370474261591,0.553600702659799,0.468147978875238,0.384397654010776,1.19046553136257,1.17779658420636,1.63334366552665,0.798468306464962,'1'
0.164847254915713,0.164551880263459,-0.598771960649793,1.36935629411965,2.03709358514963,-0.059654046883201,0.312167755055935,-0.122594191560247,-0.0133328412372424,-0.440618139277447,-0.0548954398678282,-0.932164846063272,-0.00893532779180981,-0.391175448537614,-0.76227902617092,0.110380899428952,-0.753852555830266,0.216424707484472,0.115087930086292,-0.0974284077677158,0.0112752157198636,0.0532921537083942,-0.641880311696332,-0.0974286789024155,0.0177498815634684,-1.44624063284343,-0.100793634094068,-0.0628368058557221,-0.108483483775545,-0.530245333107819,0.000869544825992622,0.0929148660363069,0.236115564889745,0.815787763679264,0.605324246120004,2.64386977072804,0.241193585622653,'1'
0.0277985347322488,-0.0942813985980728,0.779850613674518,0.151958832134336,-0.455526105990012,-0.426422387458696,0.0267225315612084,0.068761317775489,-0.528382324648526,4.84634957735264,0.203113127510964,0.421692448454168,-0.237174678995647,0.0521986531006784,0.369269729013265,-0.119021919724897,-0.753852555830266,-0.0919016568174246,-0.210921800407237,-0.15844294288115,-0.223011898290776,-0.234541150070083,-0.293515708350748,-0.158442836755155,-0.217572912724451,0.0302917736393104,-0.331881478114615,-0.427445432425962,-0.316716075153342,0.00694237862283908,-0.290570520213651,-0.190424423250233,-0.0604486133523184,0.566002585223724,-0.163424322167388,-0.331313187934323,-0.0980171140204911,'1'
